IdFanModel,Model,Voltage,Frequency,Link,Giri,PotenzaAssorbita,CorrenteAssorbita,Xmin,Xmax,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,PotenzaSonora,PressioneSonora
136,"FE071-SD_.6F._",400,50,1,680,700,1.15,6706.09,12772.17,6706.09,7318.26,7902.61,8486.959999999999,9099.129999999999,9739.129999999999,10351.3,10907.83,11547.83,12132.17,12772.17,76.81,74.48999999999999,70.14,64.34999999999999,57.1,48.7,40,31.59,21.45,11.3,0.29,0,0
137,"FE080-AD_.6K._",400,50,0,630,930,2,8457.889999999999,18048.79,8457.889999999999,9397.68,10372.01,11310.84,12284.38,13222.71,14195.71,15168.4,16140.97,17112.51,18048.79,88.29000000000001,84.95999999999999,80.59999999999999,73.95,66.89,58.58,49.65,39.68,29.29,15.38,0.02,0,0
138,"FE080-AD_.6K._",400,50,1,400,470,1,5863.9,12648.11,5863.9,6560.28,7186.84,7917.76,8578.93,9239.67,9935.32,10631.39,11257.17,11952.58,12648.11,35,33.33,31.25,28.55,25.64,21.27,17.12,14.41,9.630000000000001,4.65,0.08,0,0
139,"FE080-AD_.6N._",400,50,0,680,1050,2.4,10032.79,19803.28,10032.79,11016.39,11967.21,12918.03,13901.64,14918.03,15868.85,16885.25,17803.28,18786.89,19803.28,106.2,102.46,96.37,89.81999999999999,81.64,71.34999999999999,59.42,46.78,32.98,17.78,0,0,0
140,"FE080-AD_.6N._",400,50,1,530,770,1.5,7606.56,16688.52,7606.56,8524.59,9377.049999999999,10295.08,11245.9,12098.36,13049.18,13934.43,14852.46,15770.49,16688.52,66.43000000000001,63.16,59.65,55.2,49.82,44.44,37.19,29.94,21.05,11.23,0.47,0,0
141,"FE080-ND_.6K._",400,50,0,440,370,1.2,6321.31,12380.33,6321.31,6898.36,7527.87,8104.92,8734.43,9337.709999999999,9940.98,10544.26,11173.77,11777.05,12380.33,42.79,40.64,38.21,35.19,31.87,27.78,23.68,18.42,13.16,7.12,0.19,0,0
142,"FE080-ND_.6K._",400,50,1,330,200,0.5,5272.13,9993.440000000001,5272.13,5718.03,6190.16,6688.52,7160.66,7606.56,8104.92,8550.82,9022.950000000001,9495.08,9993.440000000001,23,21.73,20.18,18.23,16.18,14.52,12.28,9.84,6.82,3.7,0.19,0,0
143,"FE080-SD_.6N._",400,50,0,880,2000,4,14817.39,25617.39,14817.39,15860.87,16904.35,18000,19147.83,20191.3,21234.78,22330.43,23426.09,24469.57,25617.39,158.67,147.39,137.43,125.48,114.52,100.91,85.64,68.70999999999999,48.8,28.55,0.33,0,0
144,"FE080-SD_.6N._",400,50,1,660,1250,2.3,9860.870000000001,20713.04,9860.870000000001,10956.52,12052.17,13043.48,14139.13,15286.96,16330.43,17426.09,18521.74,19617.39,20713.04,94.94,89.29000000000001,83.31999999999999,76.68000000000001,68.70999999999999,60.08,50.79,39.83,28.88,15.27,0.33,0,0
145,"FE091-AD_.6K._",400,50,0,640,900,2.2,10476.55,19512.86,10476.55,11347.81,12254.15,13160.73,14102.22,14974.56,15881.75,16754.4,17662.13,18605.07,19512.86,95.14,89.34999999999999,82.53,74.88,66.81,57.3,47.58,37.03,25.44,12.41,0.62,0,0
146,"FE091-AD_.6K._",400,50,1,440,470,1.05,7709.32,14573.69,7709.32,8371.209999999999,9067.83,9764.75,10426.89,11123.93,11821.03,12482.87,13214.75,13876.89,14573.69,42.52,39.01,35.7,31.36,27.02,22.27,17.31,14,9.039999999999999,4.7,0.77,0,0
147,"FE091-ND_.6F._",400,50,0,440,330,0.83,5986.04,12729.49,5986.04,6645.72,7305.41,8013.96,8673.65,9333.33,10017.45,10677.14,11361.26,12045.38,12729.49,43.98,42.24,39.88,36.65,32.92,28.7,23.98,18.63,12.3,6.83,0.25,0,0
148,"FE091-ND_.6F._",400,50,1,330,185,0.38,4593.37,10506.11,4593.37,5155.32,5766.14,6376.96,6938.92,7525.31,8136.13,8746.950000000001,9308.9,9895.290000000001,10506.11,26.21,24.72,22.73,20.87,18.76,16.27,13.66,10.56,7.2,3.98,0.25,0,0
149,"FE091-ND_.6N._A",400,50,0,440,700,1.8,9884.82,21570.68,9884.82,11015.71,12188.48,13403.14,14575.92,15748.69,16879.58,18052.36,19225.13,20439.79,21570.68,50.31,49.32,47.83,45.47,42.61,38.63,33.66,27.2,19.13,10.56,0.12,0,0
150,"FE091-ND_.6N._A",400,50,1,350,450,0.89,8125.65,17424.08,8125.65,9047.120000000001,9968.59,10931.94,11811.52,12732.98,13654.45,14575.92,15581.15,16502.62,17424.08,31.06,30.56,29.69,28.07,26.34,23.48,20.37,16.52,11.55,6.21,0.25,0,0
151,"FE091-SD_.6N._",400,50,0,860,1650,3.5,9873.209999999999,25967.23,9873.209999999999,11445.6,13066.85,14638.28,16307.43,17877.89,19496.64,21066.3,22733.02,24350.65,25967.23,179.6,172.95,164.74,153.42,138.97,122.96,102.67,82.77,56.62,30.87,0.05,0,0
152,"FE091-SD_.6N._",400,50,1,660,1000,1.8,7644.54,20754.2,7644.54,8922.17,10248.83,11526.06,12901.42,14177.84,15503.61,16828.74,18153.78,19478.66,20754.2,104.38,99.3,93.43000000000001,86.40000000000001,78.2,67.26000000000001,57.11,43.84,30.17,15.73,0.51,0,0
153,"FE100-ND_.6N._",400,50,0,420,860,2,9790.209999999999,25454.55,9790.209999999999,11356.64,12874.13,14440.56,16006.99,17622.38,19139.86,20706.29,22321.68,23888.11,25454.55,52.28,51.91,51.29,50.04,47.68,43.82,38.34,30.5,21.78,11.2,0.12,0,0
154,"FE100-ND_.6N._",400,50,1,310,500,0.97,8909.09,19531.47,8909.09,9986.01,11013.99,12090.91,13167.83,14195.8,15223.78,16349.65,17328.67,18454.55,19531.47,29,28.26,27.51,26.14,23.9,21.66,18.17,14.07,9.59,4.85,0.25,0,0
155,"FE100-ND_.6N._(S)",400,50,0,380,670,1.4,10511.72,22894.54,10511.72,11696.06,12999.47,14224.38,15449.88,16676.22,17902.5,19130.08,20357.78,21665.28,22894.54,41.66,41.47,40.31,38.46,35.74,31.74,27.85,22.01,15.97,8.66,0.29,0,0
156,"FE100-ND_.6N._(S)",400,50,1,250,330,0.67,8277.959999999999,15631.41,8277.959999999999,9028.02,9738.940000000001,10450.24,11161.67,11912.97,12664.4,13416.02,14167.38,14879.53,15631.41,17.29,17.19,16.61,15.44,14.08,12.13,9.99,7.56,5.52,3.08,0.26,0,0
157,"FH035-GD_.4A._",400,50,0,1320,210,0.37,1179.13,2613.91,1179.13,1325.22,1466.09,1612.17,1747.83,1899.13,2040,2180.87,2321.74,2473.04,2613.91,105.56,102.07,98.09,91.12,83.65000000000001,73.69,63.24,47.3,33.36,17.43,0.5,0,0
158,"FH035-GD_.4A._",400,50,1,910,140,0.22,897.39,2227.83,897.39,1027.83,1158.26,1299.13,1429.57,1560,1690.43,1826.09,1961.74,2092.17,2227.83,62.74,60.75,58.26,54.27,49.79,44.81,38.34,30.87,23.4,13.44,1,0,0
159,"FH042-GD_.4C._",400,50,0,1340,460,0.77,2131.15,4811.48,2131.15,2393.44,2672.13,2926.23,3204.92,3467.21,3737.71,4000,4270.49,4540.98,4811.48,147.37,139.18,130.45,121.17,110.8,99.34,86.23999999999999,72.59,52.94,28.93,0.55,0,0
160,"FH042-GD_.4C._",400,50,1,900,330,0.52,1729.51,4286.89,1729.51,1975.41,2229.51,2491.8,2745.9,3008.2,3254.1,3508.2,3770.49,4024.59,4286.89,87.88,84.59999999999999,80.78,75.87,70.41,62.22,52.4,43.12,30.02,16.92,1.09,0,0
161,"FH056-HD_.4F._",400,50,0,850,510,0.9,3265.57,7173.77,3265.57,3645.9,4052.46,4419.67,4813.11,5206.56,5613.11,5993.44,6373.77,6767.21,7173.77,107,101.56,94.55,86.77,81.31999999999999,72.37,61.48,49.81,37.35,21.4,0.78,0,0
162,"FH056-HD_.4F._",400,50,1,580,320,0.51,2413.11,6281.97,2413.11,2793.44,3173.77,3567.21,3960.66,4340.98,4721.31,5114.75,5495.08,5875.41,6281.97,63.81,61.09,57.59,54.86,50.19,44.36,36.96,30.35,20.62,11.67,1.17,0,0
163,"FH056-SD_.4F._",0,50,0,850,460,0.83,3245.25,7095.08,3245.25,3625.25,4018.35,4398.23,4778.16,5171.13,5550.9,5930.45,6310.11,6689.56,7095.08,107.26,101.39,95.12,86.89,79.84,71.23,61.06,46.98,34.85,18.81,0.04,0,0
164,"FH056-SD_.4F._",400,50,1,610,290,0.47,2390.53,6177.05,2390.53,2770.71,3137.75,3517.88,3897.95,4277.96,4657.9,5024.66,5417.58,5797.33,6177.05,66.29000000000001,63.54,60.39,56.86,52.15,46.28,39.23,31,21.61,11.05,0.09,0,0
165,"FH065-HD_.6K._",400,50,0,820,970,1.7,6000,11527.87,6000,6531.15,7081.97,7632.79,8183.61,8754.1,9304.92,9875.41,10406.56,10977.05,11527.87,128.98,121.87,114.26,105.62,95.47,83.28,71.09,55.35,40.12,20.82,0.51,0,0
166,"FH065-HD_.6K._",400,50,1,580,560,0.95,4681.97,9796.719999999999,4681.97,5193.44,5685.25,6216.39,6727.87,7219.67,7731.15,8242.620000000001,8754.1,9265.57,9796.719999999999,79.22,75.66,70.59,65,58.91,52.81,43.16,35.55,25.39,13.71,0.51,0,0
167,"FH065-SD_.4I._",400,50,0,850,860,1.7,6020.91,11686.41,6020.91,6585.37,7128.92,7714.29,8278.75,8843.209999999999,9428.57,9993.030000000001,10536.59,11101.05,11686.41,127.45,120,112.17,103.98,95.03,83.48,70.81,56.27,39.88,21.99,0,0,0
168,"FH065-SD_.4I._",400,50,1,530,520,0.9,4494.77,9616.719999999999,4494.77,4996.52,5498.26,6020.91,6543.55,7045.3,7547.04,8090.59,8592.33,9094.08,9616.719999999999,69.69,66.34,61.49,57.02,52.17,45.47,37.27,29.44,20.12,11.18,0.75,0,0
169,"FL050-AD_.4C._P",400,50,0,660,110,0.27,2294.94,3883.07,2294.94,2443.28,2609.08,2766.14,2931.94,3080.28,3237.35,3403.14,3568.94,3726,3883.07,35.94,34.12,31.88,29.15,26.17,22.77,19.13,14.66,10.43,5.47,0,0,0
170,"FL050-AD_.4C._P",400,50,1,510,67,0.13,1780.1,3211.17,1780.1,1902.27,2059.34,2190.23,2347.29,2486.91,2643.98,2774.87,2923.21,3062.83,3211.17,21.95,21.04,19.71,18.14,16.31,14.24,11.93,9.44,6.71,3.23,0,0,0
171,"FL050-SD_.4C._L",400,50,0,910,210,0.55,2849.89,4814.69,2849.89,3048.7,3247.43,3425.25,3623.95,3833.1,4031.72,4219.76,4397.22,4606.04,4814.69,65.34999999999999,60.87,55.73,51.25,45.78,39.98,33.84,26.88,19.09,10.31,0.03,0,0
172,"FL050-SD_.4C._L",400,50,1,690,130,0.29,2259.2,4017.49,2259.2,2447.68,2615.18,2772.27,2950.29,3107.32,3316.73,3484.21,3651.55,3839.83,4017.49,35.71,32.73,29.74,27.42,24.76,21.94,18.46,15.31,10.83,6.02,0.05,0,0
173,"FL050-SD_.4C._P",400,50,0,880,230,0.54,3024.27,5174.18,3024.27,3223.47,3443.53,3653.15,3883.66,4093.27,4302.96,4523.15,4743.5,4943.02,5174.18,64.38,58.93,53.98,48.86,43.91,38.96,33.18,27.07,19.47,11.21,0.31,0,0
174,"FL050-SD_.4C._P",400,50,1,590,130,0.28,2202.62,3888.49,2202.62,2359.61,2547.97,2694.52,2862.01,3039.98,3207.52,3364.62,3542.67,3720.77,3888.49,26.84,25.02,23.21,21.23,19.09,16.61,13.97,11.17,8.029999999999999,4.4,0.11,0,0
175,"FL050-SD_.4F._S",400,50,0,910,280,0.67,3538.46,5846.15,3538.46,3762.24,4000,4209.79,4461.54,4699.3,4909.09,5160.84,5384.62,5622.38,5846.15,68.12,62.11,56.31,50.93,45.55,39.54,33.95,26.71,19.46,10.14,0,0,0
176,"FL050-SD_.4F._S",400,50,1,660,180,0.37,2545.45,4643.36,2545.45,2741.26,2951.05,3160.84,3370.63,3580.42,3790.21,4013.99,4209.79,4447.55,4643.36,35.61,32.3,29.4,26.09,23.6,20.7,17.18,13.66,9.94,5.18,0.21,0,0
177,"FL050-VD_.4F._L",400,50,0,1340,610,1.15,4226.42,7176.67,4226.42,4487.14,4802.74,5090.91,5406.52,5680.96,5982.85,6284.73,6586.62,6847.34,7176.67,144.44,137.11,126.84,116.21,104.11,89.81999999999999,74.79000000000001,58.66,40.33,20.9,0.37,0,0
178,"FL050-VD_.4F._L",400,50,1,1030,430,0.74,3279.59,5969.12,3279.59,3540.31,3801.03,4089.19,4336.19,4610.63,4885.08,5145.8,5420.24,5708.4,5969.12,85.05,79.19,73.31999999999999,66.72,59.39,51.32,42.53,33.36,23.1,11,0,0,0
179,"FL050-VD_.4I._P",400,50,0,1320,680,1.25,4640.41,7808.22,4640.41,4914.38,5273.97,5565.07,5890.41,6198.63,6541.1,6849.32,7174.66,7465.75,7808.22,146.27,138.57,128.68,118.41,106.31,92.75,76.62,60.49,42.16,23.1,0,0,0
180,"FL050-VD_.4I._P",400,50,1,990,470,0.78,3476.03,6284.25,3476.03,3732.88,4041.1,4297.95,4589.04,4880.14,5136.99,5428.08,5684.93,6010.27,6284.25,80.65000000000001,77.34999999999999,72.59,66.34999999999999,59.76,50.59,43.99,33.73,23.46,12.46,0.37,0,0
181,"FL050-VD_.4I._S",400,50,0,1340,710,1.3,5197.26,8576.33,5197.26,5523.16,5849.06,6209.26,6535.16,6861.06,7204.12,7564.32,7890.22,8233.280000000001,8576.33,145.6,131.29,119.43,107.98,96.52,85.89,73.62,58.9,42.94,23.31,0,0,0
182,"FL050-VD_.4I._S",400,50,1,1040,510,0.86,4030.87,7049.74,4030.87,4322.47,4596.91,4939.97,5214.41,5523.16,5849.06,6140.65,6449.4,6723.84,7049.74,87.12,78.94,71.17,63.8,57.26,50.72,42.54,34.36,24.13,13.09,0.41,0,0
183,"FL056-AD_.4F._P",400,50,0,650,170,0.52,3321.48,5123.44,3321.48,3499.2,3666.59,3854.98,4032.95,4221.45,4389.15,4567.39,4745.67,4934.53,5123.44,41.15,39.29,36.81,33.61,30.3,26.47,22.23,17.37,12.3,6.4,0.19,0,0
184,"FL056-AD_.4F._P",400,50,1,490,96,0.21,2510.67,4153.01,2510.67,2656.92,2813.64,2991.4,3148.25,3315.6,3482.99,3660.84,3817.87,3985.42,4153.01,23.44,22.51,21.37,19.31,17.45,15.17,12.69,10.1,7.21,3.8,0.18,0,0
185,"FL056-SD_.4F._L",400,50,0,890,270,0.55,4061.29,6279.68,4061.29,4271.49,4495.73,4692.1,4944.63,5169.09,5393.79,5604.58,5815.45,6054.56,6279.68,73.04000000000001,69.53,65.61,60.87,54.26,48.48,40.64,32.17,23.08,11.73,0.37,0,0
186,"FL056-SD_.4F._L",400,50,1,650,165,0.37,2960.43,4992.97,2960.43,3170.46,3352.57,3548.7,3772.91,3955.14,4179.38,4403.7,4586.05,4796.5,4992.97,38.92,36.86,34.38,31.7,27.99,24.48,20.56,16.02,11.48,5.91,0.34,0,0
187,"FL056-SD_.4F._P",400,50,0,890,360,0.84,4618.13,7094.03,4618.13,4855.55,5107.05,5344.57,5610.22,5861.94,6099.78,6351.74,6617.71,6827.94,7094.03,77.14,73,67.63,62.66,55.42,48.18,40.53,31.22,21.29,11.36,0.39,0,0
188,"FL056-SD_.4F._P",400,50,1,640,220,0.46,3703.45,5533.08,3703.45,3884.77,4038.33,4247.68,4415.22,4596.79,4806.21,5001.87,5169.53,5323.42,5533.08,33.02,31.78,29.71,27.23,24.75,21.44,18.34,13.79,10.28,5.31,0.14,0,0
189,"FL056-SD_.4I._S",400,50,0,890,360,0.66,4834.21,7539.27,4834.21,5113.44,5392.67,5602.09,5916.23,6160.56,6439.79,6701.57,6980.8,7260.03,7539.27,81.16,75.16,69.36,63.98,57.76,51.55,43.27,35.4,24.84,13.87,0,0,0
190,"FL056-SD_.4I._S",400,50,1,700,230,0.39,3490.4,6055.85,3490.4,3734.73,3979.06,4240.84,4520.07,4799.3,5043.63,5287.96,5549.74,5776.61,6055.85,46.17,43.69,40.79,38.1,34.58,31.47,26.92,21.95,15.32,8.699999999999999,0.21,0,0
191,"FL056-VD_.4I._L",400,50,0,1360,820,1.55,6171.33,9510.49,6171.33,6503.5,6835.66,7167.83,7500,7849.65,8164.34,8513.99,8828.67,9178.32,9510.49,166.46,158.51,148.57,137.64,122.24,107.33,89.94,70.06,49.19,26.34,0.5,0,0
192,"FL056-VD_.4I._L",400,50,1,1060,620,1.05,5349.65,7954.55,5349.65,5594.41,5856.64,6153.85,6381.12,6660.84,6870.63,7167.83,7377.62,7674.83,7954.55,91.43000000000001,85.95999999999999,80.98999999999999,74.04000000000001,67.58,58.14,50.19,38.76,28.82,14.41,0,0,0
193,"FL063-ND_.4F._L",400,50,0,450,110,0.32,2632.19,4439.78,2632.19,2800.06,2978.53,3177.97,3346.08,3535.2,3713.87,3903.08,4081.86,4250.27,4439.78,22.31,21.19,19.64,17.96,16.03,13.85,11.62,9.130000000000001,6.52,3.53,0.05,0,0
194,"FL063-ND_.4F._L",400,50,1,370,58,0.12,2173.64,3895.26,2173.64,2330.9,2509.15,2687.51,2855.45,3023.43,3201.89,3369.96,3538.07,3716.7,3895.26,14.9,14.22,13.41,12.23,10.86,9.369999999999999,7.81,6.01,4.08,1.97,0.1,0,0
195,"FL063-ND_.4F._P",400,50,0,440,115,0.32,2853.66,4850.17,2853.66,3041.81,3250.87,3428.57,3648.08,3846.69,4055.75,4233.45,4442.51,4641.11,4850.17,21.11,20.33,19.04,17.69,15.87,13.85,11.62,9.130000000000001,6.43,3.37,0.1,0,0
196,"FL063-ND_.4F._P",400,50,1,340,63,0.13,2404.18,4087.11,2404.18,2571.43,2728.22,2905.92,3062.72,3250.87,3428.57,3574.91,3752.61,3888.5,4087.11,12.97,12.03,11.05,10.06,8.970000000000001,7.68,6.48,5.03,3.48,1.82,0.05,0,0
197,"FL063-ND_.4I._S",400,50,0,410,135,0.4,3255.5,4996.48,3255.5,3454.44,3622.05,3779.26,3957.44,4125.27,4272.19,4481.94,4649.9,4828.38,4996.48,16.54,15.61,14.58,13.39,12.04,10.39,8.73,6.77,4.75,2.53,0.09,0,0
198,"FL063-ND_.4I._S",400,50,1,290,64,0.16,2348.76,3773.49,2348.76,2484.9,2621.01,2767.6,2914.25,3060.87,3218.08,3343.79,3480.01,3637.2,3773.49,8.970000000000001,8.25,7.63,6.91,6.03,5.25,4.07,3.29,2.36,1.22,0.08,0,0
199,"FL063-SD_.4I._L",400,50,0,880,450,0.83,5192.31,8828.67,5192.31,5541.96,5926.57,6276.22,6625.87,7010.49,7395.1,7727.27,8111.89,8461.540000000001,8828.67,85.29000000000001,80.33,74.88,68.93000000000001,61.49,53.31,44.13,33.72,23.31,12.15,0.25,0,0
200,"FL063-SD_.4I._L",400,50,1,670,300,0.5,3968.53,7342.66,3968.53,4300.7,4615.38,4965.03,5314.69,5629.37,5996.5,6363.64,6660.84,6993.01,7342.66,50.83,47.85,43.88,40.17,35.45,30.5,24.79,19.34,13.39,6.45,0.5,0,0
201,"FL063-SD_.4I._P",400,50,0,850,510,0.91,5604.8,9570.690000000001,5604.8,5981.14,6378.17,6775.23,7172.08,7589.5,7986.12,8361.59,8757.77,9195.77,9570.690000000001,74.8,71.27,66.28,61.5,55.48,47.38,40.11,31.6,21.84,11.67,0.04,0,0
202,"FL063-SD_.4I._P",400,50,1,630,320,0.52,4174.8,7664.9,4174.8,4509.55,4844.3,5199.81,5576.26,5910.57,6265.74,6600.16,6955.12,7310.05,7664.9,41.21,39.34,37.47,34.56,31.65,27.28,22.51,18.77,12.74,6.51,-0.13,0,0
203,"FL063-SD_.4I._S",400,50,0,880,680,1.3,7011.24,10658.5,7011.24,7353.51,7768.99,8087.17,8454,8821.25,9212.639999999999,9580.200000000001,9898.709999999999,10266.39,10658.5,76.73999999999999,72.03,67.08,60.64,54.94,46.77,40.08,30.17,21.75,11.09,0.19,0,0
204,"FL063-SD_.4I._S",400,50,1,680,460,0.76,5406.97,8536.52,5406.97,5724.51,6017.7,6286.5,6653.03,6970.83,7239.89,7582.2,7948.94,8218.34,8536.52,44.72,42,39.03,36.06,32.1,27.89,23.43,18.48,13.28,6.84,0.4,0,0
205,"FL065-AD_.4F._L",400,50,0,620,250,0.62,3510.49,6783.22,3510.49,3818.18,4153.85,4475.52,4811.19,5146.85,5468.53,5790.21,6111.89,6447.55,6783.22,48.6,46.49,43.14,39.67,35.7,30.87,25.91,20.58,14.26,7.56,0.25,0,0
206,"FL065-AD_.4F._L",400,50,1,430,130,0.28,2447.55,5258.74,2447.55,2727.27,2979.02,3272.73,3538.46,3804.2,4125.87,4377.62,4699.3,4965.03,5258.74,23.68,22.81,21.45,19.83,18.1,15.87,13.14,10.54,7.56,3.72,0,0,0
207,"FL065-AD_.4F._P",400,50,0,580,280,0.67,3769.63,7294.94,3769.63,4101.22,4450.26,4816.75,5148.34,5532.29,5881.33,6230.37,6579.41,6876.09,7294.94,43.49,41.63,39.05,35.95,32.54,28.2,23.76,18.6,12.91,7.13,0,0,0
208,"FL065-AD_.4F._P",400,50,1,380,140,0.29,2478.18,5235.6,2478.18,2739.97,3054.1,3280.98,3577.66,3839.44,4118.67,4380.45,4659.69,4973.82,5235.6,18.49,17.98,16.94,15.81,14.26,12.6,10.54,8.26,5.27,2.79,0,0,0
209,"FL065-AD_.4F._S",400,50,0,540,320,0.71,3832.24,7598.68,3832.24,4210.53,4572.37,4950.66,5328.95,5723.68,6069.08,6463.82,6842.11,7203.95,7598.68,37.23,36.35,34.6,32.16,29.24,24.95,21.44,16.76,11.5,6.04,0.19,0,0
210,"FL065-AD_.4F._S",400,50,1,340,140,0.29,2434.21,5049.34,2434.21,2697.37,2944.08,3223.68,3470.39,3733.55,3980.26,4259.87,4523.03,4786.18,5049.34,14.42,14.33,13.65,12.57,11.31,9.94,8.48,6.53,4.78,2.73,0.1,0,0
211,"FL065-ND_.4I._L",400,50,0,430,120,0.39,2453.2,4640.39,2453.2,2669.95,2876.85,3103.45,3320.2,3546.8,3763.55,3980.3,4197.04,4413.79,4640.39,24.15,22.98,21.52,19.82,17.72,15.5,13.04,10.23,7.25,4.09,0.12,0,0
212,"FL065-ND_.4I._L",400,50,1,340,58,0.15,1911.33,3921.18,1911.33,2098.52,2315.27,2502.46,2709.36,2906.4,3113.3,3310.34,3507.39,3724.14,3921.18,14.44,13.63,12.75,11.81,10.64,9.300000000000001,8.130000000000001,6.49,4.68,2.28,0.12,0,0
213,"FL065-ND_.4I._P",400,50,0,420,130,0.4,2699.51,5113.3,2699.51,2935.96,3172.41,3408.87,3655.17,3891.63,4147.78,4374.38,4630.54,4857.14,5113.3,22.4,21.34,19.94,18.36,16.49,14.5,12.11,9.470000000000001,6.55,3.51,0.12,0,0
214,"FL065-ND_.4I._P",400,50,1,300,63,0.16,1970.44,4019.7,1970.44,2177.34,2384.24,2581.28,2778.33,2985.22,3192.12,3408.87,3615.76,3822.66,4019.7,11.81,11.35,10.64,9.82,9.06,8.07,6.67,5.26,3.74,1.99,0.12,0,0
215,"FL065-ND_.4I._S",400,50,0,400,145,0.41,2846.32,5385.89,2846.32,3095.65,3344.76,3593.73,3855.7,4104.42,4366.2,4627.82,4876.25,5124.69,5385.89,20.02,19.44,18.36,16.95,15.25,13.3,11.16,8.68,6.05,3.47,0.02,0,0
216,"FL065-ND_.4I._S",400,50,1,270,66,0.16,1948.37,4006.58,1948.37,2145.33,2355.38,2565.3,2761.98,2971.75,3181.45,3391.05,3587.53,3797.07,4006.58,9.470000000000001,9.279999999999999,8.98,8.4,7.57,6.65,5.57,4.26,2.99,1.53,0.02,0,0
217,"FL065-SD_.4I._L",400,50,0,910,500,1,5095.08,9481.969999999999,5095.08,5508.2,5980.33,6413.11,6845.9,7298.36,7731.15,8163.93,8596.719999999999,9029.51,9481.969999999999,102.92,97.08,90.53,82.81,74.39,64.56,54.04,42.81,29.24,16.84,0.47,0,0
218,"FL065-SD_.4I._L",400,50,1,750,350,0.58,4701.64,8281.969999999999,4701.64,5055.74,5409.84,5783.61,6118.03,6491.8,6845.9,7219.67,7554.1,7927.87,8281.969999999999,61.05,57.54,53.8,48.42,43.74,37.89,30.64,23.86,16.84,8.890000000000001,0.47,0,0
219,"FL065-SD_.4I._P",400,50,0,880,610,1.15,5606.56,10524.59,5606.56,6078.69,6570.49,7081.97,7554.1,8065.57,8537.700000000001,9049.18,9521.309999999999,10013.11,10524.59,96.14,91.93000000000001,85.84999999999999,79.06,71.34999999999999,62.22,51.46,40.7,28.54,15.2,0.23,0,0
220,"FL065-SD_.4I._P",400,50,1,680,400,0.66,4839.34,8459.02,4839.34,5173.77,5567.21,5901.64,6255.74,6649.18,7003.28,7357.38,7711.47,8085.25,8459.02,51.7,48.19,44.44,40.47,36.49,32.28,27.6,21.99,16.61,9.119999999999999,0.47,0,0
221,"FL065-SD_.4I._S",400,50,0,870,780,1.4,6157.07,11532.29,6157.07,6694.59,7232.11,7769.63,8307.16,8820.24,9382.200000000001,9919.719999999999,10432.81,10970.33,11532.29,93.66,89.44,83.73,77.27,69.81,60.87,50.93,39.75,28.57,15.4,0.5,0,0
222,"FL065-SD_.4I._S",400,50,1,650,480,0.8,5204.19,9089.01,5204.19,5595.11,5961.61,6352.53,6743.46,7158.81,7500.87,7916.23,8282.719999999999,8673.65,9089.01,46.96,45.22,42.48,39.01,35.03,29.57,25.34,19.13,13.42,7.2,0.5,0,0
235,"FN040-4DK.OF.V7P1",400,50,0,1360,230,0.46,2244,3676,2244,2500,2609,2937,3000,3231,3466,3500,3676,0,0,115,105,100,80,76,60,40,37,20,0,0,0,0
236,"FN040-4DK.OF.V7P1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,"S4D630-AF03-03",380,60,0,1630,2358,4.28,11980,18480,10410,11980,12680,13800,14670,15500,16150,16660,17160,17820,18480,320,285,260,220,186,150,120,98,70,35,0,72,81
234,"S4D630-AF03-03",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,"FN040-4DK.0F0.V7P1",380,60,0,1500,350,0.57,2335,4405,2335,2426,2500,2909,3000,3500,3566,4000,4220,4405,0,144,140,138,120,115,85,80,43,20,0,0,0,0
238,"FN040-4DK.0F0.V7P1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,"FN045-4DK.4I.V7P1",380,60,0,1450,750,1.35,3450,7917,3451,4000,4451,5000,5195,6000,6354,7000,7223,7917,0,186,180,171,157,150,117,100,64,50,0,0,0,0
240,"FN045-4DK.4I.V7P1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,"FN045-4DK.4I0.V7P1",400,50,0,1320,520,3167,3167,7028,3167,3347,4000,4500,5000,5292,6000,6271,6667,7028,0,151,150,141,128,112,100,65,50,26,0,0,0,0
242,"FN045-4DK.4I0.V7P1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,"FN050-4DK.4I.V7P1",400,50,0,1300,770,1.7,4447,8599,4447,5249,6000,6467,6954,7564,8000,8102,8599,9137,0,161,150,133,118,100,75,54,50,26,0,0,0,0
244,"FN050-4DK.4I.V7P1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
