IdFanModel,Model,Voltage,Frequency,Giri,PotenzaAssorbita,CorrenteAssorbita,Xmin,Xmax,Coeff1,Coeff2,Coeff3,Coeff4,Coeff5,PotenzaSonora,PressioneSonora
260,"FE050-6E_.4F._",105,50,300,84,0.89,1222.91,2549.53,0,0,0,0,0,0,0
261,"FE056-6E_.4I._",230,50,920,510,2.3,4287.44,7955.3,0,0,0,0,0,0,0
262,"FE056-6E_.4I._",160,50,780,370,2.5,3621.78,7420.17,0,0,0,0,0,0,0
263,"FE056-6E_.4I._",130,50,610,280,2.4,3078.68,6517,0,0,0,0,0,0,0
264,"FE056-6E_.4I._",105,50,460,190,2.1,2467.41,4978.32,0,0,0,0,0,0,0
265,"FE063-6E_.4I._",230,50,870,630,2.8,7649.67,10954.71,0,0,0,0,0,0,0
266,"FE063-6E_.4I._",160,50,610,400,2.8,5244.23,9149.32,0,0,0,0,0,0,0
267,"FE063-6E_.4I._",130,50,460,270,2.4,3984.94,6864.57,0,0,0,0,0,0,0
268,"FE063-6E_.4I._",105,50,350,180,2,2948.11,5107.09,0,0,0,0,0,0,0
269,"FE063-6E_.4M._",230,50,900,780,3.5,5942.25,11290.73,0,0,0,0,0,0,0
270,"FE063-6E_.4M._",160,50,710,580,3.9,4726.97,10170.4,0,0,0,0,0,0,0
271,"FE063-6E_.4M._",130,50,520,430,3.6,4028.87,8648.74,0,0,0,0,0,0,0
272,"FE063-6E_.4M._",105,50,460,270,3,3312.11,6491.72,0,0,0,0,0,0,0
273,"FE063-8E_.4I._",230,50,650,400,1.8,3783.24,8228.5,0,0,0,0,0,0,0
274,"FE063-8E_.4I._",160,50,500,240,1.6,3387.13,7333.58,0,0,0,0,0,0,0
275,"FE063-8E_.4I._",130,50,400,165,1.4,2923.66,6141.91,0,0,0,0,0,0,0
276,"FE063-8E_.4I._",105,50,310,110,1.15,2366.17,4798.86,0,0,0,0,0,0,0
277,"FH056-6E_.4F._",230,50,880,400,1.8,3057.04,7036.84,0,0,0,0,0,0,0
278,"FH056-6E_.4F._",160,50,650,240,1.6,2259.06,6309.57,0,0,0,0,0,0,0
279,"FH056-6E_.4F._",130,50,510,165,1.35,1865.12,5309.57,0,0,0,0,0,0,0
280,"FH056-6E_.4F._",105,50,390,105,1.1,1855.02,4026.74,0,0,0,0,0,0,0
281,"FH056-6E_.4F._",60,50,200,35,0.65,774.21,2006.54,0,0,0,0,0,0,0
282,"FH065-6E_.6K._",230,50,880,730,3.4,5967.21,11554.92,0,0,0,0,0,0,0
283,"FH065-6E_.6K._",160,50,670,570,3.9,4782.79,10412.3,0,0,0,0,0,0,0
284,"FH065-6E_.6K._",130,50,520,420,3.7,3528.69,8879.51,0,0,0,0,0,0,0
285,"FH065-6E_.6K._",105,50,390,280,3.1,2553.28,6719.67,0,0,0,0,0,0,0
286,"FH065-6E_.6K._",60,50,150,95,1.9,1410.66,3138.52,0,0,0,0,0,0,0
287,"FL050-4E_.4F._L",230,50,1240,530,2.4,4016.34,6838.56,0,0,0,0,0,0,0
288,"FL050-4E_.4F._L",170,50,1000,390,2.4,3160.78,5994.12,0,0,0,0,0,0,0
289,"FL050-4E_.4F._L",135,50,770,280,2.2,2327.93,4869,0,0,0,0,0,0,0
290,"FL050-4E_.4F._L",110,50,590,190,1.9,2173.34,3709.58,0,0,0,0,0,0,0
291,"FL050-4E_.4I._P",230,50,1200,560,2.5,4282.43,7290.64,0,0,0,0,0,0,0
292,"FL050-4E_.4I._P",170,50,940,410,2.5,3402.3,6147.78,0,0,0,0,0,0,0
293,"FL050-4E_.4I._P",135,50,710,290,2.3,2614.12,4873.56,0,0,0,0,0,0,0
294,"FL050-4E_.4I._P",110,50,550,200,2,2070.94,3734.65,0,0,0,0,0,0,0
295,"FL050-6E_.4C._L",230,50,850,180,0.89,2827.23,4685.86,0,0,0,0,0,0,0
296,"FL050-6E_.4C._L",170,50,610,130,0.91,2111.69,4031.41,0,0,0,0,0,0,0
297,"FL050-6E_.4C._L",135,50,410,84,0.78,1527.05,2661.43,0,0,0,0,0,0,0
298,"FL050-6E_.4C._L",110,50,160,56,0.64,1232.11,1797.56,0,0,0,0,0,0,0
299,"FL050-6E_.4F._P",230,50,910,240,1.1,3157.89,5328.95,0,0,0,0,0,0,0
300,"FL050-6E_.4F._P",170,50,740,190,1.25,2743.42,4884.87,0,0,0,0,0,0,0
301,"FL050-6E_.4F._P",135,50,480,130,1.1,2062.5,3215.87,0,0,0,0,0,0,0
302,"FL050-6E_.4F._P",110,50,350,85,0.93,1566.2,2230.26,0,0,0,0,0,0,0
303,"FL050-6E_.4F._S",230,50,890,260,1.2,3480.34,5718.27,0,0,0,0,0,0,0
304,"FL050-6E_.4F._S",170,50,630,200,1.3,2540.57,4905.92,0,0,0,0,0,0,0
305,"FL050-6E_.4F._S",135,50,420,130,1.1,1719.3,3070.66,0,0,0,0,0,0,0
306,"FL050-6E_.4F._S",110,50,310,84,0.91,1378.12,2154.15,0,0,0,0,0,0,0
307,"FL050-8E_.4C._P",230,50,670,130,0.58,2382.88,3915.72,0,0,0,0,0,0,0
308,"FL050-8E_.4C._P",170,50,570,91,0.57,2143.68,3594.16,0,0,0,0,0,0,0
309,"FL050-8E_.4C._P",135,50,420,66,0.54,1589.79,2888.17,0,0,0,0,0,0,0
310,"FL050-8E_.4C._P",110,50,310,46,0.47,1162.55,2063.33,0,0,0,0,0,0,0
311,"FL056-8E_.4F._P",230,50,660,190,0.95,3379.28,5163.99,0,0,0,0,0,0,0
312,"FL056-8E_.4F._P",170,50,550,130,0.88,3121.43,4652.51,0,0,0,0,0,0,0
313,"FL056-8E_.4F._P",135,50,410,92,0.79,2460.75,3676.74,0,0,0,0,0,0,0
314,"FL056-8E_.4F._P",110,50,310,62,0.67,1846.78,2765.44,0,0,0,0,0,0,0
315,"FL063-6E_.4I._L",230,50,900,550,2.5,4819.7,9157.639999999999,0,0,0,0,0,0,0
316,"FL063-6E_.4I._L",170,50,770,430,2.7,4032.51,8621.68,0,0,0,0,0,0,0
317,"FL063-6E_.4I._L",135,50,610,320,2.5,3513.3,7482.76,0,0,0,0,0,0,0
318,"FL063-6E_.4I._L",110,50,460,220,2.2,2793.1,5841.38,0,0,0,0,0,0,0
319,"FL063-6E_.4I._P",230,50,880,600,2.7,6386.93,9790.120000000001,0,0,0,0,0,0,0
320,"FL063-6E_.4I._P",170,50,700,460,2.9,5026.55,8768.870000000001,0,0,0,0,0,0,0
321,"FL063-6E_.4I._P",135,50,500,320,2.6,3985.84,6870.13,0,0,0,0,0,0,0
322,"FL063-6E_.4I._P",110,50,380,220,2.2,2963.06,5035.21,0,0,0,0,0,0,0
323,"FL063-8E_.4F._L",230,50,600,230,1.12,3377.36,6318.19,0,0,0,0,0,0,0
324,"FL063-8E_.4F._L",170,50,440,145,1.01,2581.11,5383.92,0,0,0,0,0,0,0
325,"FL063-8E_.4F._L",135,50,330,94,0.88,1933.49,4056.83,0,0,0,0,0,0,0
326,"FL063-8E_.4F._L",110,50,250,63,0.68,1434.5,3016.39,0,0,0,0,0,0,0
327,"FL063-8E_.4I._P",230,50,630,300,1.5,3882.12,7187.8,0,0,0,0,0,0,0
328,"FL063-8E_.4I._P",170,50,330,140,1.25,2956.53,6144.67,0,0,0,0,0,0,0
329,"FL063-8E_.4I._P",135,50,330,140,1.25,2221.93,4528.56,0,0,0,0,0,0,0
330,"FL063-8E_.4I._P",110,50,250,94,1.05,1634.26,3367.9,0,0,0,0,0,0,0
331,"FL063-8E_.4I._S",230,50,630,340,1.6,4615.18,7716.31,0,0,0,0,0,0,0
332,"FL063-8E_.4I._S",170,50,570,230,1.45,3736.72,6568.47,0,0,0,0,0,0,0
333,"FL063-8E_.4I._S",135,50,360,150,1.3,2900.93,4876.17,0,0,0,0,0,0,0
334,"FL063-8E_.4I._S",110,50,270,100,1.1,2137,3684.15,0,0,0,0,0,0,0
335,"FL065-6E_.4I._L",230,50,900,560,2.6,4333.17,9298.43,0,0,0,0,0,0,0
336,"FL065-6E_.4I._L",170,50,780,430,2.7,4074.25,8719.66,0,0,0,0,0,0,0
337,"FL065-6E_.4I._L",135,50,610,310,2.5,3556.4,7562.11,0,0,0,0,0,0,0
338,"FL065-6E_.4I._L",110,50,460,220,2.2,2688.24,5810.57,0,0,0,0,0,0,0
339,"FL065-6E_.4I._P",230,50,870,740,3.2,5149.09,10364.37,0,0,0,0,0,0,0
340,"FL065-6E_.4I._P",170,50,710,510,3.1,4089.35,9379.190000000001,0,0,0,0,0,0,0
341,"FL065-6E_.4I._P",135,50,530,350,2.7,3009.72,7664.91,0,0,0,0,0,0,0
342,"FL065-6E_.4I._P",110,50,430,240,2.3,2637.25,5832.43,0,0,0,0,0,0,0
343,"FL065-8E_.4I._L",230,50,620,270,1.25,2736.47,6589.88,0,0,0,0,0,0,0
344,"FL065-8E_.4I._L",170,50,460,180,1.15,1954.62,5752.18,0,0,0,0,0,0,0
345,"FL065-8E_.4I._L",135,50,350,120,0.98,1828.97,4439.79,0,0,0,0,0,0,0
346,"FL065-8E_.4I._L",110,50,260,79,0.82,1452.01,3183.25,0,0,0,0,0,0,0
347,"AZD910AM0301-01A",400,50,425,0.42,1.15,4957,15300,6.44216e-15,-2.66082e-10,3.57704e-06,-0.02176377,95.69967,0,0
348,"A8D910AJ0301-04A",400,50,665,1.11,2.7,7501,23632,2.96334e-15,-1.90119e-10,4.00426e-06,-0.03808866,249.1536,0,0
349,"A6D910AP0101-01A",400,50,890,2.45,5.2,47,0,1.52368e-05,-0.001084817,-0.004629266,5.49935,0.4740924,0,0
350,"A8D800AJ0101-02A",400,50,660,0.98,2.41,5026,18520,1.25534e-14,-6.40898e-10,1.12391e-05,-0.08806857,371.067,0,0
351,"A6D800AJ0101-114A",400,50,895,2,4.3,8087,24565,3.15351e-15,-2.09163e-10,4.45896e-06,-0.04601696,392.4456,0,0
352,"A6D710AN0101-04E",400,50,910,1.01,2.4,6158,16064,5.39885e-14,-2.3898e-09,3.69464e-05,-0.248658,773.227,0,0
353,"A4D710AL0101-03A",400,50,1350,2.32,4.65,8468,20458,1.85705e-15,2.57408e-11,-5.19742e-06,0.08121359,-29.79018,0,0
354,"A4D630AN0101-42A",400,50,1330,1.94,3.4,6036,17228,5.62663e-14,-2.71447e-09,4.56658e-05,-0.3382941,1201.485,0,0
355,"A4D630AJ0101-41A",400,50,1340,2.53,4.95,7492,20054,9.53508e-15,-5.00708e-10,7.65187e-06,-0.04921505,407.7606,0,0
356,"A6D500AG0301",400,50,920,0.32,0.75,2615,6704,9.599540000000001e-13,-1.79637e-08,0.000118333,-0.3435861,459.0244,0,0
357,"A6D800AK0101-03C",480,60,1040,1.95,3.6,7486,25742,6.16859e-15,-4.31879e-10,1.03348e-05,-0.1149255,771.0391,0,0
358,"AZD800AM0301-10A",400,50,435,0.37,1.15,3753,12052,2.39035e-14,-8.17821e-10,9.587060000000001e-06,-0.05124966,152.7,0,0
359,"AZD800AM0301-10C",480,60,505,0.54,1.25,4398,14310,1.30572e-14,-5.36096e-10,7.45003e-06,-0.04781789,182.3357,0,0
360,"A8D800AJ0101-02D",480,60,790,1.25,2.53,6056,21820,8.384199999999999e-15,-4.91824e-10,9.81945e-06,-0.08745513000000001,442.8216,0,0
361,"A4D630AO0305-01C",480,60,1630,2.24,3.4,6418,18547,6.335980000000001e-14,-3.3188e-09,6.0596e-05,-0.4837082,1808.338,0,0
362,"A4D560AE03",400,50,1270,1.03,1.9,4002,11500,2.34479e-13,-7.72002e-09,8.97769e-05,-0.4631886,1098.364,0,0
363,"A8D500AJ03-02A",400,50,680,0.15,0.4,1612,4581,2.50452e-12,-3.21412e-08,0.000145263,-0.2882437,259.6763,0,0
364,"A8D500AJ03-02C",480,60,810,0.21,0.41,2001,5433,1.29199e-12,-1.9964e-08,0.00010752,-0.2558915,293.0051,0,0
365,"A4E500AM03-02C",230,50,1300,0.68,3,3495,8903,3.13564e-14,-6.00765e-10,-8.06222e-07,0.01629258,146.1796,0,0
366,"A6E500AJ0301-01A",230,50,915,0.27,1.18,2223,6100,1.30717e-12,-2.25031e-08,0.000135939,-0.3600104,436.6552,0,0
367,"A6E500AJ0301-01C",230,60,1015,0.39,1.72,2603,7087,3.79976e-13,-7.52152e-09,5.00101e-05,-0.1509588,277.3541,0,0
368,"A8E500AJ0301-01A",230,50,665,0.13,0.59,1600,4538,2.38967e-12,-3.04093e-08,0.000136266,-0.2680583,239.4113,0,0
369,"A8E500AJ0301-01C",230,60,740,0.17,0.75,2001,5226,-8.57336e-14,1.31482e-09,-1.10854e-05,0.02809951,32.26844,0,0
370,"A4D500AJ0301-01A",400,50,1340,0.71,1.4,3705,9030,-3.29418e-14,1.22342e-09,-2.00601e-05,0.1045877,9.879524999999999,0,0
371,"A4D500AM0305-01A",400,50,1350,0.6899999999999999,1.34,3601,9050,2.26588e-13,-5.5916e-09,4.52465e-05,-0.1654909,417.4573,0,0
372,"A4D500AM0305-01B",480,60,1590,1.05,1.57,4149,10750,2.56853e-13,-7.459929999999999e-09,7.43124e-05,-0.3308667,807.4226,0,0
373,"A6D500AJ0301-01A",400,50,930,0.27,0.6899999999999999,2505,6185,5.622959999999999e-13,-9.28312e-09,5.03184e-05,-0.1213187,199.4075,0,0
374,"A6D500AJ0301-01C",480,60,1100,0.415,0.78,2564,7320,8.14108e-13,-1.66706e-08,0.000119579,-0.3793511,572.1609999999999,0,0
375,"A6D630AM01-13A",400,50,850,0.74,1.38,4604,12560,4.77349e-14,-1.69244e-09,2.02659e-05,-0.109308,342.5677,0,0
376,"A6D630AN01-12A",400,50,890,0.6,1.2,4563,11270,-2.15251e-14,8.71783e-10,-1.45411e-05,0.08845514,-49.98745,0,0
377,"A6D630AN01-12C",480,60,1070,0.8100000000000001,1.35,4937,13100,-8.93146e-15,3.99965e-10,-8.245139999999999e-06,0.05474831,62.06235,0,0
378,"A8D630AN01-01A",400,50,660,0.33,0.83,3253,8360,1.28093e-13,-2.83005e-09,2.02794e-05,-0.06436722,149.1683,0,0
379,"A8D630AN01-01C",480,60,780,0.49,0.9399999999999999,3801,9830,4.68301e-14,-1.11275e-09,7.02692e-06,-0.01733786,111.5527,0,0
380,"A8D630AN07-01A",400,50,450,0.145,0.32,2400,6365,-5.5797e-14,1.20213e-09,-1.02005e-05,0.03025319,2.33612,0,0
381,"A8D630AN07-01C",480,60,470,0.2,0.36,2403,6895,-1.44232e-13,3.00971e-09,-2.3636e-05,0.07340489,-43.01423,0,0
382,"A6E630AN01-05A",230,50,860,0.6,2.62,3798,11020,5.93044e-14,-1.75918e-09,1.68791e-05,-0.07409328,247.6261,0,0
383,"A6E630AO01-02A",230,50,900,0.5,2.2,3402,9440,2.7253e-13,-7.38035e-09,7.01562e-05,-0.2977755,604.5700000000001,0,0
384,"A8E630AN01-01A",230,50,670,0.34,1.72,3501,8450,-1.52778e-13,4.10839e-09,-4.24509e-05,0.1810606,-198.8919,0,0
385,"A8E630AN01-01C",230,60,710,0.46,2.12,3603,9745,-3.26713e-14,9.30923e-10,-1.13085e-05,0.05153241,4.829606,0,0
386,"A6D560AK03-01A",400,50,890,0.38,0.8,3002,8050,6.88241e-13,-1.57008e-08,0.000127147,-0.4499833,684.6013,0,0
387,"A6D560AK03-01C",480,60,1040,0.652,0.97,3503,9445,4.37044e-13,-1.17333e-08,0.0001115,-0.4640278,845.2277,0,0
388,"A6E560AK0101-01A",230,50,895,0.41,1.8,3457,8030,2.1313e-14,-2.96334e-10,-3.07674e-06,0.0266787,49.60299,0,0
389,"A8E560AK01XA-01A",230,50,670,0.23,1.15,2560,6110,4.43766e-13,-7.18545e-09,3.82672e-05,-0.08837834,132.1905,0,0
390,"A8E560AK01XA-01C",230,60,750,0.3,1.37,2816,7060,2.80248e-13,-5.31849e-09,3.35895e-05,-0.09458904,169.2348,0,0
