IdFanModel,Model,Voltage,Frequency,Link,Giri,PotenzaAssorbita,CorrenteAssorbita,Xmin,Xmax,Coeff1,Coeff2,Coeff3,Coeff4,Coeff5,PotenzaSonora,PressioneSonora
98,"FC112-MD_.7M._",400,50,1,360,940,1.95,15392.82,28243.05,0,0,0,0,0,0,0
99,"FC112-ND_.7M._",400,50,0,420,970,2.3,17171.05,30986.84,0,0,0,0,0,0,0
100,"FC112-ND_.7M._",400,50,1,300,550,1.15,12368.42,23552.63,0,0,0,0,0,0,0
101,"FC125-AD_.8S._",400,50,0,640,4300,9,37870.86,62303.66,0,0,0,0,0,0,0
102,"FC125-AD_.8S._",400,50,1,490,2600,4.9,27975.57,50209.42,0,0,0,0,0,0,0
103,"FC125-MD_.7Q._",400,50,0,500,2200,4.5,27874.56,49128.92,0,0,0,0,0,0,0
104,"FC125-MD_.7Q._",400,50,1,330,1200,2.5,18989.55,33275.26,0,0,0,0,0,0,0
105,"FC125-ND_.7M._",400,50,0,380,1150,2.6,22631.58,37697.37,0,0,0,0,0,0,0
106,"FC125-ND_.7M._",400,50,1,250,560,1.2,15000,26842.11,0,0,0,0,0,0,0
107,"FE040-VD_.2C._",400,50,0,1300,270,0.48,2136.8,4646.91,0,0,0,0,0,0,0
108,"FE040-VD_.2C._",400,50,1,970,180,0.29,1803.01,3809.49,0,0,0,0,0,0,0
109,"FE042-VD_.2F._",400,50,0,1340,330,0.58,2400,5222.95,0,0,0,0,0,0,0
110,"FE042-VD_.2F._",400,50,1,1020,240,0.38,2075.41,4396.72,0,0,0,0,0,0,0
111,"FE045-SD_.4F._",400,50,0,900,220,0.61,2408.7,4991.3,0,0,0,0,0,0,0
112,"FE045-SD_.4F._",400,50,1,700,135,0.31,2060.87,4347.83,0,0,0,0,0,0,0
113,"FE045-VD_.4F._",400,50,0,1340,610,1.15,4017.26,7382.6,0,0,0,0,0,0,0
114,"FE045-VD_.4F._",400,50,1,1000,410,0.72,2843.49,5950.72,0,0,0,0,0,0,0
115,"FE050-SD_.4F._",400,50,0,900,320,0.74,3503.85,6455.66,0,0,0,0,0,0,0
116,"FE050-SD_.4F._",400,50,1,640,200,0.41,2773.94,5092.18,0,0,0,0,0,0,0
117,"FE050-VD_.4I._",400,50,0,1340,780,1.35,4250.87,9721.25,0,0,0,0,0,0,0
118,"FE050-VD_.4I._",400,50,1,1000,550,0.9399999999999999,3937.28,7874.56,0,0,0,0,0,0,0
119,"FE056-AD_.4F._",400,50,0,650,210,0.44,3049.18,5793.44,0,0,0,0,0,0,0
120,"FE056-AD_.4F._",400,50,1,480,125,0.23,2124.59,4721.31,0,0,0,0,0,0,0
121,"FE056-SD_.4F._",400,50,0,880,420,0.76,3617.53,7908.26,0,0,0,0,0,0,0
122,"FE056-SD_.4F._",400,50,1,670,280,0.46,3111.14,6612.03,0,0,0,0,0,0,0
123,"FE056-VD_.4M._",400,50,0,1320,1250,2.6,6059.02,11626.23,0,0,0,0,0,0,0
124,"FE056-VD_.4M._",400,50,1,1000,800,1.45,4504.92,9639.35,0,0,0,0,0,0,0
125,"FE063-AD_.4I._",400,50,0,650,330,0.8,3672.13,8262.290000000001,0,0,0,0,0,0,0
126,"FE063-AD_.4I._",400,50,1,480,190,0.38,2770.49,6852.46,0,0,0,0,0,0,0
127,"FE063-SD_.4I._",400,50,0,900,690,1.25,5626.23,11272.13,0,0,0,0,0,0,0
128,"FE063-SD_.4I._",400,50,1,690,480,0.78,5744.26,9619.67,0,0,0,0,0,0,0
129,"FE063-VD_.6N._",400,50,0,1310,2600,4.8,9261.08,20295.57,0,0,0,0,0,0,0
130,"FE063-VD_.6N._",400,50,1,1000,1600,2.7,7369.46,16078.82,0,0,0,0,0,0,0
131,"FE071-AD_.6F._",400,50,0,680,420,0.9399999999999999,5744.26,11291.8,0,0,0,0,0,0,0
132,"FE071-AD_.6F._",400,50,1,510,300,0.58,4445.9,9383.610000000001,0,0,0,0,0,0,0
133,"FE071-ND_.6F._",400,50,0,450,160,0.45,3888.71,7345.34,0,0,0,0,0,0,0
134,"FE071-ND_.6F._",400,50,1,360,90,0.22,3325.7,6232.41,0,0,0,0,0,0,0
135,"FE071-SD_.6F._",400,50,0,900,980,1.75,7986.09,14998.26,0,0,0,0,0,0,0
136,"FE071-SD_.6F._",400,50,1,680,700,1.15,6706.09,12772.17,0,0,0,0,0,0,0
137,"FE080-AD_.6K._",400,50,0,630,930,2,8457.889999999999,18048.79,0,0,0,0,0,0,0
138,"FE080-AD_.6K._",400,50,1,400,470,1,5863.9,12648.11,0,0,0,0,0,0,0
139,"FE080-AD_.6N._",400,50,0,680,1050,2.4,10032.79,19803.28,0,0,0,0,0,0,0
140,"FE080-AD_.6N._",400,50,1,530,770,1.5,7606.56,16688.52,0,0,0,0,0,0,0
141,"FE080-ND_.6K._",400,50,0,440,370,1.2,6321.31,12380.33,0,0,0,0,0,0,0
142,"FE080-ND_.6K._",400,50,1,330,200,0.5,5272.13,9993.440000000001,0,0,0,0,0,0,0
143,"FE080-SD_.6N._",400,50,0,880,2000,4,14817.39,25617.39,0,0,0,0,0,0,0
144,"FE080-SD_.6N._",400,50,1,660,1250,2.3,9860.870000000001,20713.04,0,0,0,0,0,0,0
145,"FE091-AD_.6K._",400,50,0,640,900,2.2,10476.55,19512.86,0,0,0,0,0,0,0
146,"FE091-AD_.6K._",400,50,1,440,470,1.05,7709.32,14573.69,0,0,0,0,0,0,0
147,"FE091-ND_.6F._",400,50,0,440,330,0.83,5986.04,12729.49,0,0,0,0,0,0,0
148,"FE091-ND_.6F._",400,50,1,330,185,0.38,4593.37,10506.11,0,0,0,0,0,0,0
149,"FE091-ND_.6N._A",400,50,0,440,700,1.8,9884.82,21570.68,0,0,0,0,0,0,0
150,"FE091-ND_.6N._A",400,50,1,350,450,0.89,8125.65,17424.08,0,0,0,0,0,0,0
151,"FE091-SD_.6N._",400,50,0,860,1650,3.5,9873.209999999999,25967.23,0,0,0,0,0,0,0
152,"FE091-SD_.6N._",400,50,1,660,1000,1.8,7644.54,20754.2,0,0,0,0,0,0,0
153,"FE100-ND_.6N._",400,50,0,420,860,2,9790.209999999999,25454.55,0,0,0,0,0,0,0
154,"FE100-ND_.6N._",400,50,1,310,500,0.97,8909.09,19531.47,0,0,0,0,0,0,0
155,"FE100-ND_.6N._(S)",400,50,0,380,670,1.4,10511.72,22894.54,0,0,0,0,0,0,0
156,"FE100-ND_.6N._(S)",400,50,1,250,330,0.67,8277.959999999999,15631.41,0,0,0,0,0,0,0
157,"FH035-GD_.4A._",400,50,0,1320,210,0.37,1179.13,2613.91,0,0,0,0,0,0,0
158,"FH035-GD_.4A._",400,50,1,910,140,0.22,897.39,2227.83,0,0,0,0,0,0,0
159,"FH042-GD_.4C._",400,50,0,1340,460,0.77,2131.15,4811.48,0,0,0,0,0,0,0
160,"FH042-GD_.4C._",400,50,1,900,330,0.52,1729.51,4286.89,0,0,0,0,0,0,0
161,"FH056-HD_.4F._",400,50,0,850,510,0.9,3265.57,7173.77,0,0,0,0,0,0,0
162,"FH056-HD_.4F._",400,50,1,580,320,0.51,2413.11,6281.97,0,0,0,0,0,0,0
163,"FH056-SD_.4F._",0,50,0,850,460,0.83,3245.25,7095.08,0,0,0,0,0,0,0
164,"FH056-SD_.4F._",400,50,1,610,290,0.47,2390.53,6177.05,0,0,0,0,0,0,0
165,"FH065-HD_.6K._",400,50,0,820,970,1.7,6000,11527.87,0,0,0,0,0,0,0
166,"FH065-HD_.6K._",400,50,1,580,560,0.95,4681.97,9796.719999999999,0,0,0,0,0,0,0
167,"FH065-SD_.4I._",400,50,0,850,860,1.7,6020.91,11686.41,0,0,0,0,0,0,0
168,"FH065-SD_.4I._",400,50,1,530,520,0.9,4494.77,9616.719999999999,0,0,0,0,0,0,0
169,"FL050-AD_.4C._P",400,50,0,660,110,0.27,2294.94,3883.07,0,0,0,0,0,0,0
170,"FL050-AD_.4C._P",400,50,1,510,67,0.13,1780.1,3211.17,0,0,0,0,0,0,0
171,"FL050-SD_.4C._L",400,50,0,910,210,0.55,2849.89,4814.69,0,0,0,0,0,0,0
172,"FL050-SD_.4C._L",400,50,1,690,130,0.29,2259.2,4017.49,0,0,0,0,0,0,0
173,"FL050-SD_.4C._P",400,50,0,880,230,0.54,3024.27,5174.18,0,0,0,0,0,0,0
174,"FL050-SD_.4C._P",400,50,1,590,130,0.28,2202.62,3888.49,0,0,0,0,0,0,0
175,"FL050-SD_.4F._S",400,50,0,910,280,0.67,3538.46,5846.15,0,0,0,0,0,0,0
176,"FL050-SD_.4F._S",400,50,1,660,180,0.37,2545.45,4643.36,0,0,0,0,0,0,0
177,"FL050-VD_.4F._L",400,50,0,1340,610,1.15,4226.42,7176.67,0,0,0,0,0,0,0
178,"FL050-VD_.4F._L",400,50,1,1030,430,0.74,3279.59,5969.12,0,0,0,0,0,0,0
179,"FL050-VD_.4I._P",400,50,0,1320,680,1.25,4640.41,7808.22,0,0,0,0,0,0,0
180,"FL050-VD_.4I._P",400,50,1,990,470,0.78,3476.03,6284.25,0,0,0,0,0,0,0
181,"FL050-VD_.4I._S",400,50,0,1340,710,1.3,5197.26,8576.33,0,0,0,0,0,0,0
182,"FL050-VD_.4I._S",400,50,1,1040,510,0.86,4030.87,7049.74,0,0,0,0,0,0,0
183,"FL056-AD_.4F._P",400,50,0,650,170,0.52,3321.48,5123.44,0,0,0,0,0,0,0
184,"FL056-AD_.4F._P",400,50,1,490,96,0.21,2510.67,4153.01,0,0,0,0,0,0,0
185,"FL056-SD_.4F._L",400,50,0,890,270,0.55,4061.29,6279.68,0,0,0,0,0,0,0
186,"FL056-SD_.4F._L",400,50,1,650,165,0.37,2960.43,4992.97,0,0,0,0,0,0,0
187,"FL056-SD_.4F._P",400,50,0,890,360,0.84,4618.13,7094.03,0,0,0,0,0,0,0
188,"FL056-SD_.4F._P",400,50,1,640,220,0.46,3703.45,5533.08,0,0,0,0,0,0,0
189,"FL056-SD_.4I._S",400,50,0,890,360,0.66,4834.21,7539.27,0,0,0,0,0,0,0
190,"FL056-SD_.4I._S",400,50,1,700,230,0.39,3490.4,6055.85,0,0,0,0,0,0,0
191,"FL056-VD_.4I._L",400,50,0,1360,820,1.55,6171.33,9510.49,0,0,0,0,0,0,0
192,"FL056-VD_.4I._L",400,50,1,1060,620,1.05,5349.65,7954.55,0,0,0,0,0,0,0
193,"FL063-ND_.4F._L",400,50,0,450,110,0.32,2632.19,4439.78,0,0,0,0,0,0,0
194,"FL063-ND_.4F._L",400,50,1,370,58,0.12,2173.64,3895.26,0,0,0,0,0,0,0
195,"FL063-ND_.4F._P",400,50,0,440,115,0.32,2853.66,4850.17,0,0,0,0,0,0,0
196,"FL063-ND_.4F._P",400,50,1,340,63,0.13,2404.18,4087.11,0,0,0,0,0,0,0
197,"FL063-ND_.4I._S",400,50,0,410,135,0.4,3255.5,4996.48,0,0,0,0,0,0,0
198,"FL063-ND_.4I._S",400,50,1,290,64,0.16,2348.76,3773.49,0,0,0,0,0,0,0
199,"FL063-SD_.4I._L",400,50,0,880,450,0.83,5192.31,8828.67,0,0,0,0,0,0,0
200,"FL063-SD_.4I._L",400,50,1,670,300,0.5,3968.53,7342.66,0,0,0,0,0,0,0
201,"FL063-SD_.4I._P",400,50,0,850,510,0.91,5604.8,9570.690000000001,0,0,0,0,0,0,0
202,"FL063-SD_.4I._P",400,50,1,630,320,0.52,4174.8,7664.9,0,0,0,0,0,0,0
203,"FL063-SD_.4I._S",400,50,0,880,680,1.3,7011.24,10658.5,0,0,0,0,0,0,0
204,"FL063-SD_.4I._S",400,50,1,680,460,0.76,5406.97,8536.52,0,0,0,0,0,0,0
205,"FL065-AD_.4F._L",400,50,0,620,250,0.62,3510.49,6783.22,0,0,0,0,0,0,0
206,"FL065-AD_.4F._L",400,50,1,430,130,0.28,2447.55,5258.74,0,0,0,0,0,0,0
207,"FL065-AD_.4F._P",400,50,0,580,280,0.67,3769.63,7294.94,0,0,0,0,0,0,0
208,"FL065-AD_.4F._P",400,50,1,380,140,0.29,2478.18,5235.6,0,0,0,0,0,0,0
209,"FL065-AD_.4F._S",400,50,0,540,320,0.71,3832.24,7598.68,0,0,0,0,0,0,0
210,"FL065-AD_.4F._S",400,50,1,340,140,0.29,2434.21,5049.34,0,0,0,0,0,0,0
211,"FL065-ND_.4I._L",400,50,0,430,120,0.39,2453.2,4640.39,0,0,0,0,0,0,0
212,"FL065-ND_.4I._L",400,50,1,340,58,0.15,1911.33,3921.18,0,0,0,0,0,0,0
213,"FL065-ND_.4I._P",400,50,0,420,130,0.4,2699.51,5113.3,0,0,0,0,0,0,0
214,"FL065-ND_.4I._P",400,50,1,300,63,0.16,1970.44,4019.7,0,0,0,0,0,0,0
215,"FL065-ND_.4I._S",400,50,0,400,145,0.41,2846.32,5385.89,0,0,0,0,0,0,0
216,"FL065-ND_.4I._S",400,50,1,270,66,0.16,1948.37,4006.58,0,0,0,0,0,0,0
217,"FL065-SD_.4I._L",400,50,0,910,500,1,5095.08,9481.969999999999,0,0,0,0,0,0,0
218,"FL065-SD_.4I._L",400,50,1,750,350,0.58,4701.64,8281.969999999999,0,0,0,0,0,0,0
219,"FL065-SD_.4I._P",400,50,0,880,610,1.15,5606.56,10524.59,0,0,0,0,0,0,0
220,"FL065-SD_.4I._P",400,50,1,680,400,0.66,4839.34,8459.02,0,0,0,0,0,0,0
221,"FL065-SD_.4I._S",400,50,0,870,780,1.4,6157.07,11532.29,0,0,0,0,0,0,0
222,"FL065-SD_.4I._S",400,50,1,650,480,0.8,5204.19,9089.01,0,0,0,0,0,0,0
376,"AZD910AM0301 400V 50Hz",400,50,0,425,0.42,1.15,8030,15300,95.67704000000001,-0.02175088,3.574488e-06,-2.658744e-10,6.436286e-15,0,0
377,"A8D910AJ0301 400V 50Hz",400,50,0,665,1.11,2.7,14009,23632,249.2125,-0.03810688,4.006351e-06,-1.902213e-10,2.965133e-15,0,0
378,"A6D910AP0101 400V 50Hz",400,50,0,890,2.45,5.2,20010,32097,423.8233,-0.0471427,3.767053e-06,-1.347552e-10,1.569168e-15,0,0
379,"A8D800AJ0101 400V 50Hz",400,50,0,660,0.98,2.41,9020,18520,371.1169,-0.08808305,1.124042e-05,-6.409303e-10,1.255326e-14,0,0
380,"A6D800AJ0101 400V 50Hz",400,50,0,895,2,4.3,13499,24786,392.5043,-0.04603203,4.460275e-06,-2.092078e-10,3.15398e-15,0,0
381,"A6D710AN0101 400V 50Hz",400,50,0,910,1.01,2.4,10000,16064,772.9407,-0.2485446,3.69301e-05,-2.388782e-09,5.396558e-14,0,0
382,"A4D710AL0101 400V 50Hz",400,50,0,1350,2.32,4.65,11003,20458,-29.82186,0.08123138000000001,-5.20038e-06,2.59301e-11,1.85295e-15,0,0
383,"A4D630AN0101 400V 50Hz",400,50,0,1330,1.94,3.4,11560,17228,1200.898,-0.3380751,4.56359e-05,-2.712699e-09,5.622796e-14,0,0
384,"A4D630AJ0101 400V 50Hz",400,50,0,1340,2.53,4.95,12545,20054,407.9248,-0.04927853,7.660584e-06,-5.012091e-10,9.545276e-15,0,0
385,"A6D500AG0301 400V 50Hz",400,50,0,920,0.32,0.75,3874,6703,439.7712,-0.3252855,0.0001120075,-1.702364e-08,9.092728e-13,0,0
386,"A6D800AK0101 480V 60Hz",480,60,0,1040,1.95,3.6,20650,25742,770.9467,-0.1149017,1.033275e-05,-4.318063e-10,6.167751e-15,0,0
387,"AZD800AM0301 400V 50Hz",400,50,0,435,0.37,1.15,6010,12052,152.6941,-0.0512472,9.586436e-06,-8.17739e-10,2.389988e-14,0,0
388,"AZD800AM0301 480V 60Hz",480,60,0,505,0.54,1.25,7117,14310,182.3012,-0.04779464,7.445014e-06,-5.356594e-10,1.304402e-14,0,0
389,"A8D800AJ0101 480V 60Hz",480,60,0,790,1.25,2.53,17755,21820,442.8043,-0.08745008999999999,9.818894e-06,-4.917958e-10,8.383645e-15,0,0
390,"A4D630AO0305 Y480V 60Hz",480,60,0,1630,2.24,3.4,15750,18547,1807.903,-0.4835569,6.057681e-05,-3.317767e-09,6.333935e-14,0,0
391,"A4D560AE03 400V 50Hz",400,50,0,1270,1.03,1.9,7580,11500,1098.419,-0.4632575,8.979755000000001e-05,-7.722293e-09,2.345627e-13,0,0
392,"A8D500AJ03 400V 50Hz Hyblade",400,50,0,680,0.15,0.4,2800,4581,259.946,-0.2886502,0.0001454815,-3.219115e-08,2.508641e-12,0,0
393,"A8D500AJ03 480V 60Hz Hyblade",480,60,0,810,0.21,0.41,3400,5433,292.5429,-0.2553264,0.0001072698,-1.991658e-08,1.288751e-12,0,0
394,"A4E500AM03 230V 50Hz Hyblade",230,50,0,1300,0.68,3,5084,8903,146.3331,0.01614819,-7.588527e-07,-6.072224e-10,3.166417e-14,0,0
395,"A6E500AJ03 230V 50Hz Hyblade",230,50,0,915,0.27,1.18,3800,6100,437.1635,-0.3605475,0.0001361425,-2.253609e-08,1.309091e-12,0,0
396,"A6E500AJ03 230V 60Hz Hyblade",230,60,0,1015,0.39,1.72,3950,7087,277.0349,-0.1506518,4.990682e-05,-7.506962e-09,3.792403e-13,0,0
397,"A8E500AJ03 230V 50Hz Hyblade",230,50,0,665,0.13,0.59,2800,4538,239.7615,-0.2685661,0.0001365331,-3.046952e-08,2.39453e-12,0,0
398,"A8E500AJ03 230V 60Hz Hyblade",230,60,0,740,0.17,0.75,3350,5226,32.41282,0.02788267,-1.096852e-05,1.28836e-09,-8.36054e-14,0,0
399,"A4D500AJ03 400V 50Hz Hyblade",400,50,0,1340,0.71,1.4,5900,9030,21.94877,0.09680901,-1.824736e-05,1.039054e-09,-2.60153e-14,0,0
400,"A4D500AM0305 400V 50Hz Hyblade",400,50,0,1350,0.6899999999999999,1.34,5490,9050,403.29,-0.1561179,4.299944e-05,-5.361935e-09,2.181248e-13,0,0
