IdFanModel,Model,Voltage,Frequency,Xmin,Xmax,Giri,PotenzaAssorbita,CorrenteAssorbita,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,PotenzaSonora,PressioneSonora
91,"FC031-2E_.3F._",130,50,1112.26,1827.03,1150,260,0.22,1112.26,1176.79,1261.17,1330.66,1395.19,1464.68,1539.14,1613.59,1678.12,1752.58,1827.03,37.17,33.63,29.39,26.2,23.02,19.13,15.95,12.05,7.81,3.92,0.33,0,0
92,"FC031-2E_.3F._",105,50,765.5,1297.33,880,175,0.185,765.5,816.5599999999999,871.87,922.9299999999999,978.24,1029.29,1080.35,1135.66,1190.97,1242.02,1297.33,19.99,18.47,16.96,14.83,13.32,11.8,9.68,7.56,5.43,2.71,0.28,0,0
93,"FC035-2D_.6C._",400,50,3374.36,5083.12,2700,1050,0.22,3374.36,3533.51,3717.78,3893.69,4052.83,4220.36,4396.26,4563.79,4739.69,4898.84,5083.12,248.42,234.06,215.99,197.45,176.6,153.9,126.56,97.84,68.18000000000001,36.21,0.07000000000000001,0,0
94,"FC035-2D_.6C._",230,50,2704.25,4144.97,2180,660,0.19,2704.25,2846.65,2980.67,3123.07,3282.22,3424.61,3567.01,3717.78,3843.43,3994.2,4144.97,164.56,154.36,141.39,127.95,113.13,98.3,79.77,61.7,43.63,20.92,0.07000000000000001,0,0
95,"FC035-2D_.6C._",180,50,2260.31,3474.87,1830,480,0.18,2260.31,2377.58,2503.22,2620.49,2746.13,2863.4,2989.05,3106.31,3231.96,3365.98,3474.87,115.44,107.57,97.37,88.56999999999999,77.45,67.26000000000001,54.75,42.7,28.34,13.97,0.07000000000000001,0,0
96,"FC035-2D_.6C._",140,50,1849.87,2779.64,1480,330,0.165,1849.87,1942.01,2034.15,2126.29,2218.43,2302.19,2419.46,2511.6,2586.98,2695.88,2779.64,76.52,70.95999999999999,63.09,56.6,48.72,41.77,31.58,24.63,16.75,8.41,0.07000000000000001,0,0
97,"FC035-4D_.2C._",400,50,2387.17,3613.21,1390,175,0.39,2387.17,2511.26,2625.43,2749.52,2873.62,2997.71,3121.8,3245.9,3369.99,3484.15,3613.21,79.23,75.23999999999999,70.42,64.55,57.98,49.99,41.89,32.73,22.16,11.59,0.2,0,0
98,"FC035-4D_.2C._",230,50,2104.24,3250.86,1220,130,0.34,2104.24,2218.4,2332.57,2441.77,2560.9,2675.07,2799.16,2903.4,3017.56,3131.73,3250.86,60.68,57.27,53.04,48.58,43.41,37.78,31.2,24.51,17.34,8.890000000000001,0.2,0,0
99,"FC035-4D_.2C._",180,50,1856.05,2913.33,1070,110,0.35,1856.05,1960.29,2064.53,2173.73,2277.97,2382.21,2481.48,2600.61,2699.89,2799.16,2913.33,46.59,43.65,40.48,36.37,32.38,28.03,23.33,17.81,12.18,6.54,0.08,0,0
100,"FC035-4D_.2C._",140,50,1488.74,2431.84,890,83,0.35,1488.74,1578.08,1677.36,1771.67,1861.02,1965.25,2054.6,2153.88,2243.22,2337.53,2431.84,29.91,28.74,27.21,25.21,22.98,20.05,16.52,13.12,8.890000000000001,4.66,0.08,0,0
101,"FC035-4E_.2C._",230,50,2252.73,3450.68,1330,185,0.84,2252.73,2370.06,2498.64,2604.92,2728,2851.11,2974.3,3091.91,3215.21,3338.51,3450.68,69.2,65.48999999999999,60.46,55.42,49.46,42.96,35.27,27.72,18.57,9.550000000000001,0.14,0,0
102,"FC035-4E_.2C._",160,50,1747.34,2965.69,1050,130,0.8100000000000001,1747.34,1870.15,1987.44,2104.76,2227.67,2356.18,2473.57,2590.96,2719.58,2842.62,2965.69,42.92,40.54,37.36,33.91,30.2,26.1,21.59,17.09,11.52,5.95,0.12,0,0
103,"FC035-4E_.2C._",130,50,1202.62,2081.17,780,89,0.71,1202.62,1286.97,1376.3,1460.64,1554.95,1644.29,1738.61,1813.08,1907.39,1986.86,2081.17,20.8,19.27,17.39,15.86,13.62,11.62,9.27,7.27,5.03,2.56,0.2,0,0
104,"FC035-4E_.2C._",105,50,861.4299999999999,1402.3,560,57,0.59,861.4299999999999,916.02,970.6,1020.23,1079.77,1144.26,1203.82,1243.53,1293.15,1342.77,1402.3,10.77,9.59,8.65,7.59,6.41,5.47,4.18,3.12,2.29,1.35,0.41,0,0
105,"FC040-2D_.6K._",400,50,4596.81,7127.48,2850,1400,2.7,4596.81,4853.64,5099.46,5356.61,5613.98,5860.21,6128.97,6386.76,6622.32,6869.19,7127.48,295.65,285.1,270.84,251.81,226.45,201.08,169.37,132.89,94.3,51.48,1.25,0,0
106,"FC040-2D_.6K._",230,50,4174.96,6458.49,2550,1050,2.9,4174.96,4398.44,4622.08,4868.11,5091.85,5315.68,5528.46,5774.78,5987.7,6234.25,6458.49,245.37,232.17,214.73,194.65,174.57,151.84,126.47,98.45999999999999,69.39,35.03,1.19,0,0
107,"FC040-2D_.6K._",180,50,3775.36,5800.66,2270,860,3.2,3775.36,3965.45,4166.71,4379.17,4591.74,4793.15,4994.63,5196.04,5386.34,5610.22,5800.66,196.68,181.88,166.56,149.65,130.1,110.55,89.40000000000001,69.84999999999999,49.24,25.46,1.14,0,0
108,"FC040-2D_.6K._",140,50,3153.14,4886.37,1930,650,3.2,3153.14,3298.38,3488.41,3667.16,3846.06,4002.61,4181.53,4360.47,4550.65,4707.3,4886.37,137.38,129.46,116.26,106.75,93.01000000000001,80.86,66.59,51.8,34.36,19.56,1.06,0,0
109,"FC040-4D_.2F._",400,50,3415.65,5283.98,1380,280,0.6,3415.65,3606.46,3789.32,3980.12,4162.98,4353.79,4520.75,4735.4,4902.36,5101.12,5283.98,84.15000000000001,81.15000000000001,77.52,72.63,66.79000000000001,59.38,51.18,40.29,28.94,15.53,0.07000000000000001,0,0
110,"FC040-4D_.2F._",230,50,3018.14,4624.1,1200,210,0.55,3018.14,3177.14,3336.15,3487.2,3654.16,3805.22,3972.17,4139.13,4298.14,4449.19,4624.1,63.32,60.64,57.17,52.44,47.39,41.87,34.93,27.67,19.79,10.48,0.09,0,0
111,"FC040-4D_.2F._",180,50,2716.02,4139.13,1050,170,0.5600000000000001,2716.02,2859.13,3002.24,3145.34,3280.5,3431.55,3566.71,3701.86,3852.92,3996.03,4139.13,50.07,47.39,44.08,40.61,36.03,30.83,25.78,20.1,13.95,7.33,0.09,0,0
112,"FC040-4D_.2F._",140,50,2207.2,3391.8,870,130,0.54,2207.2,2326.46,2445.71,2564.97,2676.27,2795.53,2906.83,3041.99,3153.29,3272.55,3391.8,32.41,30.83,28.46,26.1,23.42,20.26,17.11,13.16,9.529999999999999,4.49,0.07000000000000001,0,0
113,"FC040-4E_.2F._",230,50,3610.36,5162.3,1350,290,1.45,3610.36,3760.26,3918.99,4077.71,4227.61,4386.33,4545.05,4686.14,4853.68,5012.4,5162.3,74.26000000000001,70.48999999999999,65.73,60.28,54.27,47.15,39.46,30.51,20.87,10.25,0.04,0,0
114,"FC040-4E_.2F._",160,50,3072.47,4756.68,1160,270,1.65,3072.47,3231.19,3407.55,3583.91,3751.45,3910.17,4077.71,4254.06,4430.42,4589.14,4756.68,54.27,50.22,46.17,41.42,36.52,31.07,25.62,19.61,13.04,6.19,0.04,0,0
115,"FC040-4E_.2F._",130,50,2208.32,3292.92,770,230,1.7,2208.32,2314.14,2428.77,2534.58,2631.58,2737.39,2869.66,2975.48,3081.29,3187.1,3292.92,27.02,25.34,22.83,20.31,18.21,15.7,12.62,9.41,7.03,3.26,0.04,0,0
116,"FC040-4E_.2F._",105,50,1458.8,2076.05,530,145,1.35,1458.8,1536.28,1584.14,1638,1697.83,1763.65,1829.47,1901.27,1961.11,2014.96,2076.05,11.78,10.55,9.6,8.56,7.33,6.19,5.05,3.72,2.3,1.16,0.18,0,0
117,"FC040-6D_.2F._",400,50,2120.33,3134.08,920,110,0.28,2120.33,2220.71,2321.08,2421.39,2532.87,2627.54,2733.4,2833.61,2933.77,3033.98,3134.08,25.64,24.04,22.45,20.32,18.2,15.68,13.22,10.3,6.92,3.93,0.01,0,0
118,"FC040-6D_.2F._",230,50,1761.93,2692.73,810,73,0.24,1761.93,1851.24,1951.69,2040.91,2130.13,2219.32,2314.08,2419.96,2509.02,2586.94,2692.73,18.35,17.68,16.75,15.36,13.9,12.3,10.44,8.19,5.46,2.94,-0.04,0,0
119,"FC040-6D_.2F._",180,50,1425.97,2100.56,680,57,0.23,1425.97,1492.9,1554.26,1621.18,1693.65,1771.73,1833.03,1905.51,1961.21,2039.26,2100.56,11.85,10.92,10.06,9.06,7.8,6.6,5.34,4.08,2.69,1.29,0.03,0,0
120,"FC040-6D_.2F._",140,50,2468.79,3523.15,540,41,0.21,2468.79,2564.94,2682.47,2784,2885.66,2998.02,3099.75,3201.54,3308.71,3421.29,3523.15,37.45,35.43,32.79,30.33,27,23.22,19.38,15.03,10.37,5.08,0.24,0,0
121,"FC040-6E_.2F._",230,50,2468.79,3523.15,940,130,0.6,2468.79,2564.94,2682.47,2784,2885.66,2998.02,3099.75,3201.54,3308.71,3421.29,3523.15,37.45,35.43,32.79,30.33,27,23.22,19.38,15.03,10.37,5.08,0.24,0,0
122,"FC040-6E_.2F._",160,50,2246.14,3294.16,860,91,0.58,2246.14,2347.45,2454.15,2555.58,2662.42,2763.99,2881.63,2983.32,3079.73,3192.21,3294.16,30.01,29.13,27.81,26.11,23.78,21.07,17.67,14.08,10.12,5.58,0.1,0,0
123,"FC040-6E_.2F._",130,50,1911.83,2862.76,720,76,0.61,1911.83,2002.53,2103.98,2194.73,2290.85,2381.69,2483.19,2579.38,2664.91,2766.47,2862.76,21.25,20.11,18.23,16.71,14.89,12.75,10.48,8.15,5.89,3.18,0.16,0,0
124,"FC040-6E_.2F._",105,50,1306.28,1936.08,490,54,0.5600000000000001,1306.28,1370.33,1429.02,1493.06,1557.08,1621.12,1679.82,1738.55,1802.62,1871.99,1936.08,9.83,8.82,8.07,7.13,6.31,5.36,4.55,3.48,2.34,1.34,0.08,0,0
125,"FC045-4D_.4C._",400,50,3819.19,6357.36,1390,360,0.75,3819.19,4059.76,4334.65,4574.93,4849.57,5078.27,5329.77,5592.57,5866.65,6094.97,6357.36,116.36,111.21,104.65,95.98999999999999,86.39,76.31999999999999,64.38,50.34,33.72,18.98,-0.21,0,0
126,"FC045-4D_.4C._",230,50,3184.58,5602.74,1150,270,0.75,3184.58,3416.48,3676.23,3908.01,4149.01,4399.26,4630.82,4890.21,5103.05,5343.68,5602.74,80.03,75.84999999999999,71.3,65.61,58.98,51.96,43.43,34.52,24.29,13.11,0.04,0,0
127,"FC045-4D_.4C._",180,50,2625.16,4701.66,950,210,0.74,2625.16,2829.21,3033.23,3237.24,3459.76,3654.43,3849.1,4071.52,4275.42,4497.78,4701.66,54.67,50.69,46.33,41.77,36.46,31.35,26.23,19.59,13.71,6.32,0.26,0,0
128,"FC045-4D_.4C._",140,50,2001.14,3763.38,750,140,0.66,2001.14,2177.43,2353.69,2529.97,2706.18,2873.13,3049.39,3244.12,3392.45,3587.21,3763.38,34.62,31.96,28.93,26.08,22.48,19.25,16.22,11.85,8.06,4.08,-0.09,0,0
129,"FC045-4E_.4C._",230,50,3714.46,6310.29,1370,360,1.6,3714.46,3967.24,4239.46,4482.52,4745.02,5007.52,5279.74,5522.79,5775.57,6047.79,6310.29,112.63,107.67,101.12,93.19,84.45999999999999,73.54000000000001,62.03,50.12,34.25,18.57,0.71,0,0
130,"FC045-4E_.4C._",160,50,2790.85,5561.68,1060,300,1.95,2790.85,3063.07,3354.74,3617.24,3908.91,4181.13,4443.63,4735.29,5007.52,5299.18,5561.68,61.63,57.27,52.31,47.35,41.79,36.23,30.48,23.14,15.99,8.25,0.08,0,0
131,"FC045-4E_.4C._",130,50,1833.03,3705.46,700,210,1.75,1833.03,2020.27,2200.31,2401.96,2567.6,2776.45,2963.69,3143.73,3323.77,3503.81,3705.46,25.77,23.86,21.5,19.45,16.95,14.45,11.8,9.01,6.66,3.42,0.34,0,0
132,"FC045-4E_.4C._",105,50,1264.1,2524.39,530,135,1.5,1264.1,1386.53,1508.96,1645.79,1768.22,1883.44,2020.27,2142.7,2272.33,2401.96,2524.39,14.3,13.42,12.68,11.51,10.33,9.16,7.54,6.22,4.31,1.95,0.04,0,0
133,"FC045-6D_.4C._",400,50,2519.92,4220.41,940,125,0.35,2519.92,2684.6,2861.9,3026.43,3197.23,3367.95,3538.62,3702.85,3879.68,4043.76,4220.41,53.06,50.71,47.72,44.1,39.85,34.88,29.45,23.21,16.16,8.65,0.01,0,0
134,"FC045-6D_.4C._",230,50,2213.63,3808.03,790,92,0.32,2213.63,2371.91,2530.16,2694.74,2852.97,3004.8,3175.63,3333.75,3485.54,3656.27,3808.03,37.7,34.9,31.82,28.57,25.31,21.6,17.53,13.37,9.210000000000001,4.32,-0.02,0,0
135,"FC045-6D_.4C._",180,50,1704.3,3084.78,620,68,0.31,1704.3,1850.04,1989.44,2122.45,2255.46,2394.76,2527.72,2660.67,2818.97,2951.87,3084.78,22.17,20.63,19.09,17.19,15.29,12.94,10.58,8.23,5.52,2.71,-0.05,0,0
136,"FC045-6D_.4C._",140,50,1303.62,2405.95,470,44,0.27,1303.62,1404.99,1531.73,1620.41,1747.12,1861.15,1962.5,2076.54,2196.91,2298.26,2405.95,13.5,12.33,11.06,9.880000000000001,8.34,6.89,5.54,4.18,2.73,1.37,-0.04,0,0
137,"FC045-6E_.4C._",230,50,2495.89,4247.54,930,170,0.75,2495.89,2663.38,2844.83,3019.29,3193.76,3361.25,3549.67,3703.2,3898.6,4073.07,4247.54,54.69,52.71,50.03,46.46,41.89,37.03,31.28,24.83,17.09,9.15,0.12,0,0
138,"FC045-6E_.4C._",160,50,2195.81,3961.41,780,115,0.74,2195.81,2370.28,2551.72,2726.19,2893.68,3082.1,3256.57,3424.06,3619.46,3786.95,3961.41,39.32,36.54,33.26,30.09,26.42,22.65,18.38,14.31,9.550000000000001,4.98,0.02,0,0
139,"FC045-6E_.4C._",130,50,1391.45,2744.7,550,78,0.66,1391.45,1518.88,1664.52,1798.03,1931.53,2065.04,2192.48,2338.12,2471.62,2599.06,2744.7,16.43,15.23,14.02,12.81,11.17,9.699999999999999,8.15,6.17,4.53,2.72,0.04,0,0
140,"FC045-6E_.4C._",105,50,1044.33,1915.27,380,50,0.55,1044.33,1133.66,1222.99,1301.15,1390.48,1485.39,1569.13,1664.04,1736.62,1837.11,1915.27,8.44,7.8,7.09,6.45,5.58,4.71,3.91,2.96,2.01,0.98,0.1,0,0
141,"FC050-4D_.4F._",400,50,4931.45,8368.68,1380,550,1.05,4931.45,5278.82,5625.99,5959.13,6292,6638.59,6998.85,7331.19,7677.15,8023.02,8368.68,144.77,139.71,132.53,124.02,112.59,99.03,82.81999999999999,65.55,45.09,23.57,-0.21,0,0
142,"FC050-4D_.4F._",230,50,4147.99,7380.85,1140,430,1.2,4147.99,4453.62,4800.84,5106.34,5411.68,5772.55,6091.63,6396.65,6729.47,7076.09,7380.85,97.26000000000001,92.2,85.55,79.17,70.92,61.35,51.25,39.56,27.59,14.3,-0.18,0,0
143,"FC050-4D_.4F._",180,50,3355.47,6059.72,910,320,1.2,3355.47,3609.14,3886.93,4164.71,4442.44,4708.06,4949.46,5239.18,5516.75,5782.22,6059.72,63.18,58.78,53.69,48.37,42.59,36.57,30.33,23.39,15.76,8.140000000000001,-0.19,0,0
144,"FC050-4D_.4F._",140,50,2542.49,4741.03,710,200,1,2542.49,2747.91,2977.5,3207.12,3424.59,3642.04,3859.43,4088.92,4306.33,4523.66,4741.03,36.88,34.1,31.09,28.31,25.07,21.6,17.44,13.27,9.34,4.48,0.09,0,0
145,"FC050-4E_.4F._",230,50,4570.32,8075.93,1290,510,2.3,4570.32,4907.68,5259.71,5626.4,5963.76,6345.13,6667.82,7034.51,7371.87,7709.23,8075.93,124.19,119.31,112.49,104.2,93.73,82.03,70.09,53.76,36.7,20.13,0.14,0,0
146,"FC050-4E_.4F._",160,50,3704.92,6873.17,1040,390,2.5,3704.92,4027.61,4335.63,4643.66,4981.02,5274.37,5611.73,5949.09,6242.45,6550.47,6873.17,78.86,74.23,69.34999999999999,63.51,56.68,49.13,40.11,30.85,21.59,10.62,0.1,0,0
147,"FC050-4E_.4F._",130,50,2971.53,5611.73,820,310,2.4,2971.53,3220.88,3484.9,3763.59,4012.94,4291.63,4555.65,4819.67,5083.69,5347.71,5611.73,48.4,45.23,40.6,35.97,32.07,26.95,21.83,16.96,11.35,5.5,0.34,0,0
148,"FC050-4E_.4F._",105,50,2164.8,4276.96,600,210,2.1,2164.8,2355.48,2575.5,2795.51,3015.53,3220.88,3426.23,3660.91,3836.93,4056.95,4276.96,27.44,25.24,23.05,20.37,17.45,15.25,12.57,9.16,6.48,3.07,0.14,0,0
149,"FC050-6D_.4C._",400,50,3213.65,5537.17,920,200,0.5600000000000001,3213.65,3440.13,3683.39,3909.87,4153.12,4379.61,4597.7,4840.95,5075.82,5302.3,5537.17,63.89,61.77,58.6,54.76,49.47,43.65,36.9,28.7,19.97,9.91,0.12,0,0
150,"FC050-6D_.4C._",230,50,2710.36,4832.57,770,140,0.49,2710.36,2920.07,3138.16,3339.47,3565.95,3767.27,3976.97,4186.68,4413.16,4614.47,4832.57,44.05,41.93,39.02,35.98,32.01,27.64,23.28,18.12,12.3,6.34,0.12,0,0
151,"FC050-6D_.4C._",180,50,2215.46,4161.51,610,105,0.47,2215.46,2408.39,2601.32,2794.24,3003.95,3180.1,3373.03,3574.34,3775.66,3960.2,4161.51,27.25,25.79,24.07,21.95,19.7,17.32,14.41,11.24,7.53,4.09,0.12,0,0
152,"FC050-6D_.4C._",140,50,1619.9,3079.44,470,64,0.4,1619.9,1770.89,1913.49,2064.47,2207.07,2349.67,2500.66,2634.87,2794.24,2920.07,3079.44,15.6,14.54,13.49,12.3,10.71,9.119999999999999,7.67,6.34,4.36,2.37,0.12,0,0
153,"FC050-6E_.4F._",230,50,3122.57,5567.55,920,220,0.96,3122.57,3366.23,3609.88,3845.14,4105.6,4349.26,4584.51,4836.57,5080.23,5315.49,5567.55,56.68,54.6,51.52,47.85,43.38,37.73,31.77,24.83,16.99,8.75,0.02,0,0
154,"FC050-6E_.4F._",160,50,2710.87,5004.61,800,160,1.05,2710.87,2929.32,3172.98,3391.43,3618.29,3861.94,4080.4,4315.65,4542.5,4777.76,5004.61,42.89,40.01,36.64,33.06,29.29,25.03,20.76,16.1,10.94,5.08,0.02,0,0
155,"FC050-6E_.4F._",130,50,1828.67,3584.68,540,130,1.1,1828.67,1996.71,2164.74,2366.39,2534.43,2719.28,2887.31,3063.76,3223.39,3408.24,3584.68,18.58,16.79,15.2,13.22,11.43,9.65,7.86,5.98,4.09,2.21,0.12,0,0
156,"FC050-6E_.4F._",105,50,1274.14,2357.99,370,82,0.9,1274.14,1374.96,1492.59,1601.81,1711.04,1837.07,1946.29,2038.71,2131.14,2248.76,2357.99,9.35,8.359999999999999,7.56,6.67,5.78,4.98,4.09,3.2,2.21,0.92,0.02,0,0
157,"FC056-4D_.4I._",400,50,7314.27,12361.48,1220,1000,1.8,7314.27,7792.2,8291.99,8813.66,9313.799999999999,9835.83,10336.33,10836.97,11337.67,11838.7,12361.48,153.19,144.38,134.11,122.06,108.85,93.86,77.7,60.37,42.45,21.88,0.72,0,0
158,"FC056-4D_.4I._",230,50,5415.05,9478.65,900,600,1.65,5415.05,5805.78,6218.33,6609.21,7021.9,7456.48,7847.74,8260.68,8673.799999999999,9087.059999999999,9478.65,84.95,80.25,74.38,68.51000000000001,61.46,52.65,43.55,34.44,23.87,12.12,0.35,0,0
159,"FC056-4D_.4I._",180,50,4611.84,8095.31,760,450,1.6,4611.84,4967.15,5304.72,5660.05,5997.68,6353.1,6708.63,7064.11,7384.09,7739.72,8095.31,62.32,57.27,52.23,46.95,41.42,35.42,28.45,21.96,15.71,8.02,0.58,0,0
160,"FC056-4D_.4I._",140,50,3603.99,6375.02,620,310,1.4,3603.99,3870.24,4154.29,4420.69,4687.05,4988.95,5255.47,5539.77,5788.49,6090.62,6375.02,37.28,35.36,32.96,29.84,26.96,23.6,19.52,14.95,11.35,6.06,0.78,0,0
161,"FC056-4D_.6F._",400,50,7804.43,13208.2,1300,1250,2.2,7804.43,8350.66,8857.870000000001,9404.1,9969.84,10516.07,11042.79,11589.02,12154.75,12700.98,13208.2,186.32,175.71,163.78,149.86,134.29,117.39,99.81999999999999,76.95999999999999,54.42,28.25,0.08,0,0
162,"FC056-4D_.6F._",230,50,5736.56,10106.39,950,780,2.4,5736.56,6165.74,6614.43,7063.11,7472.79,7921.48,8331.15,8799.34,9248.030000000001,9677.209999999999,10106.39,97.5,92.2,83.92,76.63,68.01000000000001,58.4,48.13,36.2,24.93,11.35,0.08,0,0
163,"FC056-4D_.6F._",180,50,4429.51,8116.56,760,550,2.2,4429.51,4780.66,5190.33,5541.48,5912.13,6263.28,6672.95,7004.59,7375.25,7726.39,8116.56,60.39,57.41,53.43,49.12,44.15,38.52,31.56,24.93,17.97,9.359999999999999,0.08,0,0
164,"FC056-4D_.6F._",140,50,3434.59,6302.3,600,360,1.9,3434.59,3714.21,4039.34,4299.45,4575.82,4900.96,5161.07,5453.69,5713.8,6006.42,6302.3,35.87,33.93,31.45,28.96,26.2,23.16,19.02,15.16,10.74,5.77,0.25,0,0
165,"FC056-6D_.4F._",400,50,5098.36,8606.559999999999,860,390,0.8100000000000001,5098.36,5442.62,5786.89,6147.54,6508.2,6836.07,7213.11,7557.38,7885.25,8262.290000000001,8606.559999999999,69.69,66.56,62.19,57.03,50.94,45,37.19,29.22,21.09,10.62,0,0,0
166,"FC056-6D_.4F._",230,50,3182.95,5947.54,560,210,0.75,3182.95,3450.49,3740.33,4019.02,4286.56,4554.1,4843.93,5111.48,5412.46,5657.7,5947.54,28.45,27.28,25.58,23.67,21.33,18.78,15.7,12.3,8.58,4.54,0.08,0,0
167,"FC056-6D_.4F._",180,50,2525.25,4453.77,420,135,0.63,2525.25,2714.75,2904.26,3093.77,3294.43,3483.93,3673.44,3874.1,4063.61,4253.11,4453.77,17.08,16.02,14.64,13.57,12.09,10.39,8.69,6.67,4.54,2.42,0.02,0,0
168,"FC056-6D_.4F._",140,50,1905.6,3375.92,330,80,0.51,1905.6,2040.14,2184.28,2357.26,2482.19,2635.95,2789.71,2924.25,3068.4,3222.16,3375.92,10.41,9.68,8.76,7.75,7.02,5.92,4.82,3.72,2.62,1.34,0.06,0,0
169,"FC056-6E_.4F._",230,50,5195.53,8882.68,880,430,1.95,5195.53,5544.69,5921.79,6298.88,6662.01,7039.11,7402.23,7765.36,8156.42,8519.549999999999,8882.68,77.22,73.25,68.08,62.25,55.63,48.08,40.53,31.39,21.46,11.26,0.13,0,0
170,"FC056-6E_.4F._",160,50,4027,7239.29,670,280,1.85,4027,4341.25,4667.13,4969.74,5307.26,5621.51,5935.75,6284.92,6575.88,6913.41,7239.29,43.89,40.91,37.37,33.73,29.87,25.78,21.15,16.07,11.32,6.03,0.04,0,0
171,"FC056-6E_.4F._",130,50,2979.52,5609.87,500,195,1.65,2979.52,3247.21,3503.26,3782.59,4027,4306.33,4550.74,4818.44,5086.13,5330.54,5609.87,24.68,22.91,21.04,18.94,16.62,14.42,11.88,9.23,6.47,3.38,0.18,0,0
172,"FC056-6E_.4F._",105,50,2199.72,4085.2,390,130,1.4,2199.72,2385.94,2560.52,2746.74,2944.6,3130.82,3328.68,3514.9,3701.12,3875.7,4085.2,14.64,13.86,12.98,11.77,10.66,9.23,7.68,6.03,4.26,2.38,0.04,0,0
173,"FC063-4D_.6K._",400,50,12175.41,18780.33,1360,1900,3.2,12175.41,12844.26,13457.38,14154.1,14822.95,15491.8,16104.92,16801.64,17470.49,18083.61,18780.33,202.83,190.87,177.73,161.79,142.66,122.74,102.42,78.12,53.41,27.52,0.42,0,0
174,"FC063-4D_.6K._",230,50,9639.34,15575.41,1110,1350,3.8,9639.34,10224.59,10865.57,11422.95,12008.2,12593.44,13234.43,13791.8,14404.92,14990.16,15575.41,132.3,123.54,113.58,102.02,90.87,78.12,63.77,49.43,33.89,17.16,0.42,0,0
175,"FC063-4D_.6K._",180,50,8162.3,13150.82,920,1050,3.8,8162.3,8663.93,9165.57,9667.209999999999,10140.98,10642.62,11144.26,11645.9,12147.54,12649.18,13150.82,93.26000000000001,85.29000000000001,76.92,68.55,59.79,51.02,41.46,31.9,21.94,11.98,0.82,0,0
176,"FC063-4D_.6K._",140,50,6295.08,10382.51,740,730,3.4,6295.08,6707.95,7120.83,7513.05,7946.57,8359.440000000001,8731.030000000001,9185.190000000001,9536.129999999999,9969.639999999999,10382.51,57.71,53.58,49.15,44.43,38.23,32.62,27.01,20.52,14.62,7.83,0.16,0,0
177,"FC063-6D_.4I._",400,50,7627.7,12158.5,890,590,1.3,7627.7,8078.73,8509.26,8980.790000000001,9452.32,9882.85,10333.88,10764.41,11215.44,11686.97,12158.5,86.12,81.59,76.02,69.93000000000001,62.44,54.61,45.21,35.63,25.36,13.53,0.12,0,0
178,"FC063-6D_.4I._",230,50,5393.06,9062.799999999999,610,360,1.3,5393.06,5762.08,6131.11,6520.63,6848.65,7217.68,7566.2,7955.72,8324.75,8693.77,9062.799999999999,41.73,38.59,35.11,31.46,27.45,23.97,19.62,15.09,10.05,5.52,0.12,0,0
179,"FC063-6D_.4I._",180,50,4198.85,6883.8,480,230,1.1,4198.85,4449.26,4727.5,5019.64,5270.05,5534.37,5826.51,6076.92,6341.24,6591.65,6883.8,24.91,23.02,21.13,18.65,16.64,14.04,11.33,8.85,6.01,2.94,0.22,0,0
180,"FC063-6D_.4I._",140,50,3072.01,5214.4,360,140,0.9,3072.01,3238.95,3503.27,3725.86,3934.53,4143.21,4365.79,4546.64,4783.14,4977.91,5214.4,12.15,11.44,10.62,9.67,8.85,7.55,6.25,4.95,3.18,1.76,0.22,0,0
181,"FC063-6E_.4I._",230,50,7156.41,12054.65,880,600,2.7,7156.41,7649.49,8122.21,8615.68,9109.26,9623.66,10097.09,10611.92,11106.29,11559.79,12054.65,90.51000000000001,85.63,80.06,73.27,65.95,57.07,48.01,37.03,25.88,14.03,0.44,0,0
182,"FC063-6E_.4I._",160,50,5176.35,9696.799999999999,650,420,2.8,5176.35,5628.11,6100.47,6552.33,6983.86,7435.83,7887.9,8339.969999999999,8792.26,9264.91,9696.799999999999,47.59,44.28,40.45,36.62,31.92,27.57,22.69,17.82,11.9,6.68,0.23,0,0
183,"FC063-6E_.4I._",130,50,3847.81,7400.38,480,300,2.6,3847.81,4196.76,4566.28,4915.3,5264.32,5633.92,6003.62,6352.75,6701.98,7051.15,7400.38,27.17,25.26,22.99,20.73,18.47,15.86,12.73,9.94,6.64,3.68,0.37,0,0
184,"FC063-6E_.4I._",105,50,2948.12,5432.06,360,200,2.2,2948.12,3194.37,3420.13,3625.44,3953.78,4220.65,4467.01,4713.34,4939.26,5185.66,5432.06,15.12,14.08,13.04,11.65,10.26,8.69,7.13,5.74,3.82,2.08,0.34,0,0
185,"FC071-4D_.7M._",400,50,13775.92,24542.37,1350,2900,4.9,13775.92,14804.62,15939.93,17004.59,18069.5,19170.69,20272.13,21303.41,22441.49,23474.07,24542.37,281.12,268.13,252.26,234.94,215.69,189.7,161.77,128.55,91,47.66,1.91,0,0
186,"FC071-4D_.7M._",230,50,11981.46,20823.86,1120,2100,5.7,11981.46,12868.32,13790.83,14642.57,15529.98,16417.26,17340.51,18122.04,19010.37,19899.26,20823.86,189.53,177.98,164.51,150.56,134.68,119.76,100.51,81.73999999999999,58.63,31.19,1.34,0,0
