IdFanModel,Model,Voltage,Frequency,Xmin,Xmax,Giri,PotenzaAssorbita,CorrenteAssorbita,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,PotenzaSonora,PressioneSonora
187,"FC071-4D_.7M._",180,50,10041.4,17742.7,940,1600,5.7,10041.4,10785.86,11530.62,12346.27,13162.29,13872.13,14652.98,15398.6,16179.7,16925.69,17742.7,128.77,123,114.83,106.18,94.63,82.59999999999999,69.13,54.21,38.81,21,1.74,0,0
188,"FC071-4D_.7M._",140,50,7552.97,14121.58,750,1100,5.2,7552.97,8202.690000000001,8885.17,9502.82,10250.5,10868.22,11453.69,12136.73,12852.28,13470.62,14121.58,86.75,83.23,77.51000000000001,70.89,62.96,55.91,47.09,36.95,26.36,14.45,1.22,0,0
189,"FC071-6D_.6K._",400,50,11039.53,17013.18,890,890,1.8,11039.53,11625.18,12240.12,12855.05,13469.99,14055.64,14612,15197.66,15812.59,16427.53,17013.18,110.17,103.07,94.7,85.70999999999999,75.89,65.23,54.56,41.81,29.48,14.43,0.42,0,0
190,"FC071-6D_.6K._",230,50,8872.620000000001,14026.35,710,600,1.8,8872.620000000001,9399.709999999999,9926.790000000001,10453.88,10893.12,11449.49,11976.57,12474.38,13001.46,13528.55,14026.35,70.45,65.02,59.37,53.73,47.46,40.56,32.4,25.3,17.14,8.15,0.42,0,0
191,"FC071-6D_.6K._",180,50,7398.31,11825.07,600,440,1.75,7398.31,7809.54,8293.33,8704.559999999999,9164.17,9599.59,10059.2,10518.81,10930.04,11389.65,11825.07,50.2,46.57,41.91,37.59,33.1,27.58,22.57,17.22,11.86,5.99,0.46,0,0
192,"FC071-6D_.6K._",140,50,5969.31,9616.610000000001,480,300,1.55,5969.31,6340.22,6711.13,7040.83,7432.35,7782.66,8132.96,8545.09,8895.4,9266.309999999999,9616.610000000001,32.27,29.48,27.12,24.18,21.09,18.15,15.06,11.09,8.15,3.88,0.5,0,0
193,"FC071-6E_.6K._",230,50,10831.26,16485.81,850,890,4.1,10831.26,11388.75,11999.34,12556.83,13087.77,13645.26,14255.85,14760.25,15317.74,15901.77,16485.81,95.78,89.91,82.53,74.77,66.06,57.36,47.13,36.72,25.55,13.44,0.38,0,0
194,"FC071-6E_.6K._",160,50,7938.68,12844.6,620,650,4.5,7938.68,8429.27,8897.559999999999,9388.15,9878.75,10413.94,10904.53,11350.52,11863.41,12331.71,12844.6,51.2,46.59,41.66,36.89,31.96,27.19,21.78,17.01,11.29,6.2,0.32,0,0
195,"FC071-6E_.6K._",130,50,5842.51,9835.74,460,470,4.2,5842.51,6251.87,6650.07,7028.37,7446.49,7824.79,8242.91,8621.200000000001,8999.5,9397.709999999999,9835.74,27.99,25.84,23.71,21.3,18.6,15.62,12.92,10.36,7.1,3.83,0.14,0,0
196,"FC071-6E_.6K._",105,50,4300.65,7187.66,350,310,3.5,4300.65,4599.3,4858.14,5176.7,5435.54,5734.2,6012.94,6351.42,6630.16,6908.91,7187.66,16.89,15.33,13.77,12.07,10.51,8.800000000000001,7.24,5.25,3.69,1.85,0.28,0,0
197,"FC071-8D_.6F._",400,50,7902,12159.71,640,420,1.1,7902,8313.370000000001,8745.309999999999,9177.25,9629.76,10020.57,10473.08,10884.45,11295.83,11707.2,12159.71,53.89,50.12,46.14,41.85,37.04,32.02,26.16,19.88,14.12,7.32,0.1,0,0
198,"FC071-8D_.6F._",230,50,5968.54,9280.1,480,240,0.83,5968.54,6277.07,6626.74,6976.41,7284.94,7614.04,7943.13,8292.799999999999,8601.33,8951,9280.1,28.67,27.31,25.42,23.33,21.03,18.31,15.17,11.71,8.26,4.28,0.01,0,0
199,"FC071-8D_.6F._",180,50,4878.4,7572.9,390,160,0.75,4878.4,5145.8,5413.19,5701.15,5947.97,6215.37,6482.76,6750.15,7017.54,7284.94,7572.9,19.25,17.99,16.42,14.75,12.97,11.09,9.31,7.21,5.23,2.61,0.01,0,0
200,"FC071-8D_.6F._",140,50,3911.68,6112.52,310,110,0.64,3911.68,4137.93,4343.62,4569.87,4796.13,5001.81,5228.07,5433.76,5618.88,5886.27,6112.52,12.13,10.98,10.04,9.199999999999999,7.84,6.69,5.64,4.28,2.92,1.14,0.11,0,0
201,"FC080-6D_.6K._",400,50,12889.2,23119.26,900,1400,2.7,12889.2,13907.25,14924.73,15976.96,16993.75,17974.76,19060.75,20076.04,21090.88,22140.28,23119.26,137.01,132.11,124.78,115.73,105.46,92.51000000000001,77.59999999999999,60.99,42.42,21.41,-0.19,0,0
202,"FC080-6D_.6K._",230,50,10029.56,18831.59,690,940,3,10029.56,10906.92,11819.2,12661.18,13503.05,14414.93,15221.19,16203.01,17079.4,17920.29,18831.59,82.34999999999999,76.95999999999999,70.61,64.25,57.4,49.33,40.53,31,21.47,10.47,-0.04,0,0
203,"FC080-6D_.6K._",180,50,8054.54,15738.85,560,670,2.8,8054.54,8827.1,9564.280000000001,10371.64,11143.74,11915.78,12687.59,13459.4,14195.89,15002.56,15738.85,53.07,50.37,46.7,42.54,37.89,33,27.13,21.26,14.66,7.57,0.14,0,0
204,"FC080-6D_.6K._",140,50,6292.07,12170.93,430,430,2.4,6292.07,6885.06,7453.33,8071.01,8639.27,9232.030000000001,9800.129999999999,10417.53,10960.86,11578.22,12170.93,30.95,28.54,26.12,23.54,21.13,17.68,14.58,10.8,7.53,3.57,-0.06,0,0
205,"FC080-8D_.6K._",400,50,11371.37,17363.95,670,690,1.75,11371.37,11975.88,12580.4,13211.19,13736.86,14393.94,14972.17,15550.4,16181.2,16759.43,17363.95,71.65000000000001,67.73999999999999,62.7,57.03,50.73,43.8,35.74,27.67,18.1,9.779999999999999,0.08,0,0
206,"FC080-8D_.6K._",230,50,9321.27,13894.56,500,430,1.6,9321.27,9741.809999999999,10267.47,10661.72,11108.53,11634.2,12054.73,12501.55,12974.64,13395.18,13894.56,33.97,31.58,28.56,25.53,22,17.72,14.45,10.54,6.76,3.36,0.33,0,0
207,"FC080-8D_.6K._",180,50,7271.18,10819.42,390,290,1.45,7271.18,7586.58,7980.83,8322.51,8716.76,9058.440000000001,9400.120000000001,9715.52,10109.77,10504.02,10819.42,20.74,19.36,17.34,15.71,13.56,11.67,9.779999999999999,7.64,5.25,2.73,0.08,0,0
208,"FC080-8D_.6K._",140,50,5536.49,8220.299999999999,300,180,1.2,5536.49,5808.08,6053.39,6339.59,6584.9,6871.09,7157.29,7423.04,7688.79,7954.55,8220.299999999999,11.8,10.79,9.81,8.83,7.75,6.68,5.5,4.13,3.05,1.38,0.21,0,0
209,"FC090-6D_.7Q._",400,50,23171.58,35665.04,870,3400,6.3,23171.58,24351.68,25596.71,26906.56,28150.41,29458.86,30701.63,31943.21,33250.04,34425.07,35665.04,186.91,179.1,168.56,154.9,140.08,121.35,102.62,79.61,55.04,28.9,0.04,0,0
210,"FC090-6D_.7Q._",230,50,16710.55,28768.4,620,1900,6,16710.55,17891.94,19072.7,20253.23,21564.7,22613.12,23923.51,25168.11,26281.03,27590.45,28768.4,99.25,96.12,90.65000000000001,84.40000000000001,76.59,67.62,55.91,43.81,30.54,15.33,-0.28,0,0
211,"FC090-6D_.7Q._",180,50,12955.39,21412.09,480,1250,5.4,12955.39,13743.35,14662.45,15515.45,16368.12,17220.57,18007.13,18858.83,19710.1,20561.26,21412.09,58.35,57.57,56,52.87,48.57,43.5,37.64,29.84,20.47,10.72,-0.21,0,0
212,"FC090-6D_.7Q._",140,50,10293.93,16611.18,380,800,4.6,10293.93,10931.62,11569.15,12153.41,12843.76,13534.19,14064.85,14648.67,15338.32,15974.79,16611.18,36.47,35.2,33.3,31.09,27.93,25.08,21.29,17.49,11.81,6.12,0.12,0,0
213,"FC090-8D_.7M._",400,50,17158.76,28863.68,680,1750,3.6,17158.76,18302.85,19490.94,20679.03,21823.12,22967.21,24199.31,25343.4,26531.49,27675.58,28863.68,128.39,123.27,115.96,107.19,97.19,85.98,72.34,56.74,39.92,21.4,0.6899999999999999,0,0
214,"FC090-8D_.7M._",230,50,13618.48,24525.34,520,1200,4,13618.48,14720.57,15822.65,16848.73,17950.82,19052.9,20193,21295.08,22397.17,23461.25,24525.34,80.2,76.41,71.78,66.31,59.58,52.63,43.58,34.11,24.01,12.22,0.43,0,0
215,"FC090-8D_.7M._",180,50,11414.31,20725.04,440,930,3.8,11414.31,12326.38,13276.45,14188.52,15138.6,16050.67,17000.74,17874.81,18786.88,19774.96,20725.04,55.58,52.21,48,44.21,39.16,33.69,27.79,21.9,15.38,8.220000000000001,0.64,0,0
216,"FC090-8D_.7M._",140,50,8450.07,16354.69,340,610,3.4,8450.07,9210.129999999999,10046.2,10806.26,11566.32,12402.38,13200.45,13998.51,14720.57,15594.63,16354.69,32.42,30.32,28.43,25.69,23.59,20.01,16.85,13.06,9.69,4.85,0.01,0,0
217,"FC100-8D_.7Q._",400,50,19879.98,34666.04,670,2200,4.2,19879.98,21363.89,22794.79,24278.7,25762.61,27193.52,28677.42,30214.32,31698.23,33235.13,34666.04,138.64,136.12,131.33,124.53,114.45,101.85,86.48,69.09,48.93,24.49,0.55,0,0
218,"FC100-8D_.7Q._",230,50,14633.31,28889.41,530,1500,4.7,14633.31,16064.22,17495.13,18926.04,20356.95,21734.86,23218.77,24596.68,26027.59,27458.5,28889.41,76.90000000000001,73.88,69.84999999999999,65.06,59.01,51.2,43.39,34.06,23.23,12.14,0.3,0,0
219,"FC100-8D_.7Q._",180,50,11559.5,22953.78,420,930,3.7,11559.5,12672.43,13838.36,15004.29,16117.22,17230.15,18396.07,19562,20727.92,21787.86,22953.78,48.43,45.91,42.88,39.1,35.32,30.54,25.5,19.95,13.9,7.35,0.55,0,0
220,"FC100-8D_.7Q._",140,50,8750.68,17707.12,340,600,3.1,8750.68,9651.620000000001,10552.57,11400.51,12301.46,13255.4,14156.34,15004.29,15958.23,16753.18,17707.12,27.01,25.75,23.73,22.22,19.7,16.93,14.41,11.38,7.6,4.83,0.55,0,0
221,"FE031-4D_.0C._",400,50,1076.55,2220.67,1410,120,0.29,1076.55,1189.37,1306.35,1423.31,1531.91,1648.86,1769.98,1878.54,2003.79,2112.28,2220.67,97.88,92.72,85.91,78.59,70.78,62.97,54.16,44.68,32.55,19.59,0.31,0,0
222,"FE031-4D_.0C._",230,50,971.52,2040.84,1230,92,0.26,971.52,1080.18,1184.66,1293.3,1393.58,1506.38,1610.81,1723.58,1827.96,1928.15,2040.84,71.45999999999999,67.14,63.15,58.33,53.17,46.85,40.04,31.89,22.59,12.61,-0.02,0,0
223,"FE031-4D_.0C._",180,50,874.97,1835.92,1050,77,0.28,874.97,966.91,1063.03,1167.53,1251.11,1355.58,1451.68,1551.95,1635.48,1731.54,1835.92,51.03,47.53,44.04,40.72,37.39,32.9,28.25,22.76,16.94,9.460000000000001,-0.01,0,0
224,"FE031-4D_.0C._",140,50,715.6900000000001,1518.08,830,57,0.26,715,790,870,958,1041,1116,1196,1267,1359,1442,1518,30,28,26,24,21,19,16,13,8,4,0,0,0
225,"FE031-4E_.0C._",230,50,1190.55,2213.11,1400,130,0.59,1190.55,1290.41,1394.27,1502.11,1597.98,1705.83,1805.69,1909.54,2013.39,2113.25,2213.11,90.66,85.15000000000001,78.69,71.92,65.62,58.53,50.66,41.68,31.13,17.27,0.57,0,0
226,"FE031-4E_.0C._",160,50,994.83,2113.25,1260,105,0.66,994.83,1110.67,1214.52,1326.36,1446.19,1550.05,1665.88,1777.73,1893.56,2001.41,2113.25,69.40000000000001,65.62,61.84,57.74,52.71,47.19,40.11,32.07,22.78,11.6,0.26,0,0
227,"FE031-4E_.0C._",130,50,808.59,1846.63,850,90,0.74,808.59,909.95,1014.8,1119.65,1224.51,1325.86,1434.21,1535.57,1636.92,1748.77,1846.63,26.31,25.89,24.93,23.27,21.34,18.86,16.25,13.08,8.94,4.81,0.4,0,0
228,"FE031-4E_.0C._",105,50,535.98,1130.14,550,63,0.65,535.98,591.9,654.8099999999999,714.23,773.64,829.5599999999999,892.48,948.4,1011.31,1070.72,1130.14,11.15,10.18,9.220000000000001,8.390000000000001,7.56,6.6,5.77,4.53,3.29,1.91,0.26,0,0
229,"FE035-4D_.0C._",400,50,1642.04,3100.16,1360,175,0.34,1642.04,1786.54,1931.03,2075.53,2220.03,2371.1,2509.03,2660.1,2798.03,2955.67,3100.16,104.77,96.56,88.36,79.69,71.72,62.81,53.67,42.42,29.77,15.7,0.23,0,0
230,"FE035-4D_.0C._",230,50,1254.52,2679.8,1050,130,0.36,1254.52,1399.01,1530.38,1674.88,1825.94,1957.31,2108.37,2252.87,2384.24,2528.74,2679.8,63.28,59.3,55.31,50.16,44.77,39.38,32.81,26.02,18.52,10.08,0.23,0,0
231,"FE035-4D_.0C._",160,50,1064.04,2193.76,840,94,0.34,1064.04,1175.7,1280.79,1405.58,1510.67,1628.9,1740.56,1858.78,1963.88,2075.53,2193.76,36.8,33.98,31.64,28.36,25.08,21.8,18.52,14.3,9.84,5.39,0,0,0
232,"FE035-4D_.0C._",140,50,801.3099999999999,1655.17,630,62,0.29,801.3099999999999,880.13,965.52,1057.47,1136.29,1221.67,1307.06,1405.58,1484.4,1569.79,1655.17,20.86,19.45,17.81,16.17,14.3,11.95,9.84,7.5,5.16,2.81,0.23,0,0
233,"FE035-4E_.0F._",230,50,1674.69,3139.22,1400,200,0.9,1674.69,1821.14,1967.6,2114.05,2254.65,2412.81,2559.27,2705.72,2840.46,2992.77,3139.22,112.36,103.58,95.63,87.47,79.31,69.06,58.59,46.67,33.07,16.75,0.43,0,0
234,"FE035-4E_.0F._",160,50,1405.22,2986.91,1230,170,1.1,1405.22,1563.39,1715.7,1873.87,2037.89,2196.06,2354.23,2512.4,2664.71,2828.74,2986.91,88.51000000000001,83.28,77.84,71.98,65.08,57.55,49.39,39.56,28.47,15.7,0.43,0,0
235,"FE035-4E_.0F._",130,50,1200.18,2705.72,920,140,1.15,1200.18,1352.49,1498.95,1645.4,1797.71,1955.88,2096.48,2248.79,2401.1,2547.55,2705.72,40.6,38.09,35.58,32.86,30.56,27.21,23.65,19.68,14.03,7.75,0.64,0,0
236,"FE035-4E_.0F._",105,50,827.29,1739.13,510,99,1.05,827.29,917.1900000000001,1011.37,1101.27,1191.17,1285.35,1375.25,1460.87,1550.77,1649.23,1739.13,14.05,12.98,11.75,10.68,9.460000000000001,8.24,6.71,5.33,3.96,1.97,0.29,0,0
237,"FE040-4E_.2F._",230,50,2207.68,4729.49,1320,310,1.35,2207.68,2452.01,2713.79,2975.57,3219.9,3464.22,3717.28,3979.06,4223.39,4467.71,4729.49,126.69,122.07,115.99,108.18,98.64,88.22,74.92,58.72,41.65,22.85,0.87,0,0
238,"FE040-4E_.2F._",160,50,2116.45,4045.69,870,260,1.7,2116.45,2300.49,2497.22,2687.61,2884.34,3081.07,3265.11,3455.5,3658.58,3855.31,4045.69,45.89,44.41,42.73,39.79,36.21,32,27.37,21.9,15.17,8.02,0.45,0,0
239,"FE040-4E_.2F._",130,50,1176.96,2500.52,470,185,1.55,1176.96,1305.41,1433.86,1567.89,1701.92,1830.37,1964.4,2098.43,2232.46,2366.49,2500.52,14.84,13.36,12.25,11.14,10.03,8.550000000000001,7.25,5.77,4.48,2.26,0.4,0,0
240,"FE040-4E_.2F._",105,50,716.13,1496.06,350,120,1.25,716.13,788.35,865.38,952.04,1029.07,1106.1,1178.31,1269.78,1342,1419.03,1496.06,8.289999999999999,7.49,6.69,6.05,5.26,4.62,3.98,3.02,2.22,1.27,0.47,0,0
241,"FE042-4E_.2F._",230,50,2054.11,5177.4,1280,370,1.6,2054.11,2356.3,2674.51,2992.91,3295.51,3622.11,3932.95,4227.96,4554.97,4866.16,5177.4,121.07,119.32,115.36,108.32,99.51000000000001,88.06,74.41,59.43,41.14,21.53,1.04,0,0
242,"FE042-4E_.2F._",160,50,1996.96,4240.31,840,260,1.75,1996.96,2228.16,2446.58,2671.47,2883.55,3114.98,3339.98,3571.44,3790.1,4008.77,4240.31,42.96,42.08,40.13,37.29,34.09,29.3,24.68,19.34,13.3,7.08,0.5,0,0
243,"FE042-4E_.2F._",130,50,1414.21,2917.64,500,185,1.55,1414.21,1555.57,1716.18,1863.94,2011.73,2165.9,2307.26,2467.87,2615.65,2769.84,2917.64,16.93,15.16,13.56,12.14,10.37,9.130000000000001,7.35,5.76,3.98,2.39,0.44,0,0
244,"FE042-4E_.2F._",105,50,592.71,1915.99,380,125,1.3,592.71,727.6,862.51,984.55,1125.88,1241.5,1389.24,1511.31,1652.63,1787.53,1915.99,10.84,9.949999999999999,8.710000000000001,8.01,6.77,5.88,4.82,3.58,2.52,1.45,0.57,0,0
245,"FE045-4E_.4I._",230,50,2940.52,5411.48,1310,610,2.8,2940.52,3182.61,3433.04,3675.13,3925.57,4167.65,4426.43,4660.17,4918.96,5161.04,5411.48,144.53,138.95,130.46,120.37,107.88,94.87,80.27,64.59999999999999,46.01,25.83,0.33,0,0
246,"FE045-4E_.4I._",160,50,2623.3,4843.83,1110,460,2.9,2623.3,2840.35,3057.39,3282.78,3524.87,3741.91,3950.61,4184.35,4393.04,4626.78,4843.83,104.43,100.18,93.81,86.37,77.61,67.78,57.43,44.15,31.14,15.47,0.33,0,0
247,"FE045-4E_.4I._",130,50,1955.48,4092.52,890,350,2.9,1955.48,2164.17,2372.87,2589.91,2806.96,3007.3,3232.7,3449.74,3650.09,3875.48,4092.52,65.93000000000001,65.93000000000001,62.74,57.69,51.85,44.95,37.51,30.07,21.31,11.75,0.6,0,0
248,"FE045-4E_.4I._",105,50,1588.17,3341.22,710,260,2.3,1588.17,1763.48,1938.78,2105.74,2289.39,2464.7,2640,2806.96,2990.61,3165.91,3341.22,43.09,42.29,40.17,37.24,33.53,29.54,24.5,18.66,13.08,6.97,0.33,0,0
249,"FE045-6E_.4F._",230,50,2235.36,4916.08,910,210,0.91,2235.36,2500.78,2772.83,3031.62,3310.3,3569.09,3841.14,4113.19,4391.88,4650.66,4916.08,68.18000000000001,66.29000000000001,63.39,59.99,55.07,49.41,42.22,34.03,23.83,12.99,0.39,0,0
250,"FE045-6E_.4F._",160,50,1976.58,4232.63,640,160,1.1,1976.58,2195.55,2421.16,2653.4,2872.37,3097.97,3330.21,3549.18,3774.79,4000.39,4232.63,30.88,27.99,25.47,22.57,19.8,17.02,13.75,10.6,7.32,4.17,0.52,0,0
251,"FE045-6E_.4F._",130,50,1170.01,2057.68,330,105,0.95,1170.01,1257.74,1340.32,1438.37,1531.27,1613.84,1706.74,1789.31,1882.21,1975.11,2057.68,8.359999999999999,7.67,6.99,6.2,5.52,4.73,3.65,3.07,2.09,1.11,0.32,0,0
252,"FE045-6E_.4F._",105,50,855.1900000000001,1469.34,260,70,0.78,855.1900000000001,911.96,979.05,1046.14,1102.91,1154.52,1226.78,1283.55,1340.32,1402.25,1469.34,5.32,5.12,4.83,4.44,4.14,3.75,3.07,2.58,1.89,1.01,0.22,0,0
253,"FE050-4E_.4I._",230,50,5339.62,9063.93,1210,770,3.4,5339.62,5734.52,6080.18,6442.37,6821.06,7199.86,7529.65,7925.27,8288.110000000001,8667.719999999999,9063.93,135.78,127.6,119.15,109.61,99.25,87.8,73.89,58.34,42.25,22.61,1.07,0,0
254,"FE050-4E_.4I._",160,50,3932.33,7799.6,930,520,3.4,3932.33,4326.74,4704.84,5066.68,5477.94,5839.97,6234.95,6630.09,7008.91,7404.16,7799.6,86.62,83.34999999999999,79,73,65.37,57.47,48.47,37.84,26.12,14.39,0.76,0,0
255,"FE050-4E_.4I._",130,50,2966.82,6190.41,730,360,2.9,2966.82,3284.21,3614.43,3919.26,4262.29,4579.95,4885.04,5215.54,5533.42,5838.73,6190.41,53.3,51.45,48.29,45.14,40.72,36.09,30.4,24.29,17.55,9.550000000000001,0.71,0,0
256,"FE050-4E_.4I._",105,50,2423.01,5116.39,590,260,2.6,2423.01,2676.92,2956.27,3235.67,3502.44,3769.23,4061.44,4328.33,4569.83,4836.81,5116.39,35.18,33.71,31.61,29.09,25.93,22.57,18.78,14.36,10.15,4.88,0.46,0,0
257,"FE050-6E_.4F._",230,50,3436.05,6403.87,890,290,1.25,3436.05,3732.83,4019.02,4326.4,4623.18,4909.36,5206.14,5502.92,5810.3,6107.08,6403.87,75.5,72.20999999999999,68.16,62.6,56.78,49.69,41.47,32.87,22.75,11.62,0.49,0,0
258,"FE050-6E_.4F._",160,50,2058.14,5407.53,590,195,1.3,2058.14,2353.65,2727.59,3065.92,3404.26,3733.68,4080.92,4401.44,4748.67,5087,5407.53,31.73,30.79,29.09,27.07,24.31,21.33,17.83,14.11,9.539999999999999,4.97,0.24,0,0
259,"FE050-6E_.4F._",130,50,1730.41,3671.36,410,130,1.1,1730.41,1917.38,2122.16,2326.94,2496.1,2691.98,2896.76,3083.73,3288.51,3466.58,3671.36,14.96,14.53,13.68,12.51,11.13,9.33,7.31,5.39,3.48,1.67,0.08,0,0
260,"FE050-6E_.4F._",105,50,1222.91,2549.53,300,84,0.89,1222.91,1347.56,1490.02,1614.66,1739.31,1881.77,2015.32,2139.97,2282.42,2398.17,2549.53,8.9,8.58,8.050000000000001,7.31,6.77,5.71,4.86,3.69,2.53,1.36,0.08,0,0
261,"FE056-6E_.4I._",230,50,4287.44,7955.3,920,510,2.3,4287.44,4656.15,5024.87,5382.46,5762.38,6097.77,6477.76,6857.96,7215.96,7585.51,7955.3,110.64,102.9,94.95999999999999,86.83,78.29000000000001,69.16,60.03,48.71,36.4,19.91,1.04,0,0
262,"FE056-6E_.4I._",160,50,3621.78,7420.17,780,370,2.5,3621.78,4012.43,4369.61,4749.17,5139.98,5530.78,5877.2,6290.62,6659.57,7050.96,7420.17,76.63,72.47,68.51000000000001,63.75,58,52.25,44.31,35.38,25.05,13.34,0.43,0,0
263,"FE056-6E_.4I._",130,50,3078.68,6517,610,280,2.4,3078.68,3413.39,3781.61,4116.39,4440.06,4786.12,5154.53,5500.67,5813.35,6159.56,6517,43.42,41.25,38.48,35.51,32.14,27.97,23.22,18.06,13.1,7.35,0.8,0,0
264,"FE056-6E_.4I._",105,50,2467.41,4978.32,460,190,2.1,2467.41,2712.84,2969.44,3226.08,3460.42,3739.38,3962.57,4219.28,4475.98,4710.4,4978.32,23.33,21.95,20.37,18.39,16.41,14.23,12.25,9.470000000000001,6.9,4.12,0.75,0,0
265,"FE063-6E_.4I._",230,50,7649.67,10954.71,870,630,2.8,7649.67,7970.14,8306.77,8643.370000000001,8980.110000000001,9300.969999999999,9637.91,9959.01,10280.24,10617.34,10954.71,83.23,77.70999999999999,71.09,64.63,57.37,49.49,40.97,31.67,21.57,12.11,1.07,0,0
266,"FE063-6E_.4I._",160,50,5244.23,9149.32,610,400,2.8,5244.23,5628.14,6028.02,6428.01,6812.12,7228.22,7580.35,7980.6,8364.85,8749.09,9149.32,40.27,37.59,34.92,31.61,27.67,23.57,19.79,14.91,10.18,5.45,0.72,0,0
267,"FE063-6E_.4I._",130,50,3984.94,6864.57,460,270,2.4,3984.94,4272.77,4528.69,4864.51,5120.44,5424.37,5712.36,6016.35,6288.36,6576.43,6864.57,22.73,21.32,19.59,17.85,16.12,13.92,11.56,9.039999999999999,6.67,3.84,0.53,0,0
268,"FE063-6E_.4I._",105,50,2948.11,5107.09,350,180,2,2948.11,3155.9,3411.69,3587.58,3811.42,4019.28,4227.25,4435.19,4675.14,4883.17,5107.09,12.46,11.99,11.05,10.26,9.32,8.369999999999999,6.8,5.38,3.65,1.76,0.34,0,0
269,"FE063-6E_.4M._",230,50,5942.25,11290.73,900,780,3.5,5942.25,6478.1,7030.86,7567.01,8053.16,8623.110000000001,9142.950000000001,9679.68,10199.9,10753.73,11290.73,122.2,115.73,107.64,98.62,88.20999999999999,76.19,63.7,49.82,34.09,16.97,0.77,0,0
270,"FE063-6E_.4M._",160,50,4726.97,10170.4,710,580,3.9,4726.97,5279.27,5831.56,6383.97,6902.99,7455.58,7991.57,8544.41,9097.450000000001,9633.809999999999,10170.4,76.79000000000001,72.64,68.48,63.4,57.86,51.16,43.53,34.74,24.34,13.47,0.75,0,0
271,"FE063-6E_.4M._",130,50,4028.87,8648.74,520,430,3.6,4028.87,4480.62,4949.15,5400.98,5869.61,6338.27,6806.99,7242.26,7694.29,8196.639999999999,8648.74,41.36,39.05,36.28,33.28,29.59,25.67,21.28,16.89,12.27,6.26,0.95,0,0
272,"FE063-6E_.4M._",105,50,3312.11,6491.72,460,270,3,3312.11,3613.28,3931.18,4265.8,4583.77,4884.98,5202.93,5520.93,5822.19,6140.19,6491.72,22.36,20.74,19.13,17.52,15.21,13.36,11.29,8.75,6.44,3.9,0.66,0,0
273,"FE063-8E_.4I._",230,50,3783.24,8228.5,650,400,1.8,3783.24,4208.69,4692.83,5118.28,5543.74,5983.86,6438.66,6893.45,7333.58,7759.03,8228.5,71.53,66.52,61.37,55.94,50.51,44.25,37.42,30.05,21.42,11.81,0.54,0,0
274,"FE063-8E_.4I._",160,50,3387.13,7333.58,500,240,1.6,3387.13,3783.24,4194.02,4560.79,4956.9,5353.02,5749.13,6159.91,6541.35,6922.8,7333.58,39.1,36.17,33.25,30.47,27.68,24.34,20.72,16.69,11.95,6.66,0.4,0,0
275,"FE063-8E_.4I._",130,50,2923.66,6141.91,400,165,1.4,2923.66,3240.42,3569.84,3886.6,4228.7,4520.11,4836.87,5166.3,5495.72,5787.14,6141.91,21.97,20.65,18.84,17.16,15.36,13.43,11.39,8.869999999999999,6.1,3.82,0.33,0,0
276,"FE063-8E_.4I._",105,50,2366.17,4798.86,310,110,1.15,2366.17,2606.91,2860.31,3101.05,3329.11,3569.84,3823.25,4076.66,4317.39,4545.45,4798.86,13.07,12.47,11.63,10.79,9.59,8.26,6.82,5.62,3.82,2.01,0.33,0,0
277,"FH056-6E_.4F._",230,50,3057.04,7036.84,880,400,1.8,3057.04,3440.88,3855.02,4238.86,4653,5046.94,5461.08,5844.92,6248.96,6653,7036.84,100.1,95.76000000000001,91.19,84.92,77.20999999999999,68.77,57.93,45.88,31.66,16.47,0.33,0,0
278,"FH056-6E_.4F._",160,50,2259.06,6309.57,650,240,1.6,2259.06,2663.1,3067.14,3471.18,3875.22,4279.26,4673.2,5087.34,5491.38,5885.32,6309.57,57.2,55.03,52.62,49.49,45.88,41.3,35.75,28.52,20.33,11.17,0.33,0,0
279,"FH056-6E_.4F._",130,50,1865.12,5309.57,510,165,1.35,1865.12,2198.46,2551.99,2895.42,3248.96,3582.29,3935.83,4279.26,4622.7,4945.93,5309.57,34.79,33.1,31.17,28.76,26.35,22.98,19.61,15.75,11.17,6.11,0.33,0,0
280,"FH056-6E_.4F._",105,50,1855.02,4026.74,390,105,1.1,1855.02,2067.14,2279.26,2511.59,2723.71,2945.93,3158.05,3380.27,3602.5,3804.52,4026.74,18.64,17.44,16.71,15.51,13.82,11.89,9.970000000000001,8.039999999999999,5.39,2.98,0.09,0,0
281,"FH056-6E_.4F._",60,50,774.21,2006.54,200,35,0.65,774.21,885.3200000000001,1016.64,1137.85,1269.16,1380.27,1511.59,1642.9,1754.01,1875.22,2006.54,5.15,5.39,5.39,4.91,4.42,3.94,3.22,2.01,1.29,0.8100000000000001,0.33,0,0
282,"FH065-6E_.6K._",230,50,5967.21,11554.92,880,730,3.4,5967.21,6524.59,7081.97,7625.41,8196.719999999999,8781.969999999999,9311.48,9882.790000000001,10426.23,10997.54,11554.92,130.92,123.29,115.01,106.39,96.45,84.84999999999999,72.92,58.01,41.77,21.89,0.68,0,0
