IDCompressor,Description,CMax,CStart,Var01,Var02,Var03,Var04,Var05,Var06,Var07,Var08,Var09,Var10,Var11,Var12,FattMolt,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24
4450,"22EC-6.2Y",0,0,871.37765,-99.26669647,151.8440879,-2.327781349,4.091227529,-0.721929708,-0.013142306,0.023075003,-0.009193418,-0.0006576280000000001,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4451,"44CC-12.2Y",0,0,5924.16057,-149.1583602,294.550958,-5.190932754,6.821479762,-1.53034387,-0.034417676,0.025800401,0.003240589,0.011899782,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4452,"44CC-18.2Y",0,0,5317.443176,-190.3017736,324.882088,-5.994594805,8.106642483,-2.025264486,-0.038212854,0.039211414,-0.005953346,0.014677909,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4453,"44DC-10.2Y",0,0,3484.558783,-216.0830142,314.7563143,-5.821872984,8.850356850000001,-2.074251737,-0.032993226,0.05031672,-0.022088695,0.008239277,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4454,"44DC-14.2Y",0,0,3080.911841,-212.827751,305.8034421,-5.184883064,8.612129821,-1.365910235,-0.030523772,0.033630573,-0.020037528,-0.000327345,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4455,"44EC-12.2Y",0,0,2311.709236,-191.0624832,288.2896043,-4.812117056,7.863372551,-1.769495251,-0.02799155,0.041109768,-0.019012235,0.003480828,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4456,"44EC-8.2Y",0,0,3268.424457,-143.8194326,249.4420062,-3.890039337,6.732128903,-1.53085119,-0.020330491,0.036107029,-0.011949195,0.00540349,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4457,"44FC-10.2Y",0,0,2462.045539,-121.5622131,188.4966203,-3.297993194,5.040524522,-0.6024843519999999,-0.019190235,0.023581786,-0.005487757,-0.001981048,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4458,"44FC-6.2Y",0,0,1758.571737,-159.4891965,273.9693375,-3.258569895,7.739740107,-2.664922275,-0.00760292,0.052419685,-0.02501927,0.014974261,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4459,"44G-40.2Y",0,0,16115.82621,-375.9980682,765.3059163,-11.88296314,25.47545333,0.172626286,-0.062521406,0.153336098,-0.053719675,-0.034811194,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4460,"44G-60.2Y",0,0,10847.31069,-627.2060567,1101.439336,-17.11256325,32.72002226,-8.577125281000001,-0.09998618400000001,0.233239865,-0.112744427,0.035534994,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4461,"44H-30.2Y",0,0,11529.38704,-332.3653201,855.6695976,-10.56286826,21.45657788,-5.16847122,-0.059496974,0.126574344,-0.034145854,0.020022281,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4462,"44H-50.2Y",0,0,11851.70552,-428.9899777,775.1624326,-13.55617176,21.34428378,-4.882751682,-0.076572995,0.14588972,-0.027113231,0.025873697,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4463,"44J-26.2Y",0,0,11211.31202,-265.3663382,629.7413169,-9.591784408000001,15.79065056,-3.170827232,-0.053522583,0.088369173,-0.01133601,0.013539908,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4464,"44J-44.2Y",0,0,9405.491833,-421.4742484,662.4071966,-12.737873,18.37750093,-4.462272241,-0.072501389,0.132510746,-0.013364205,0.034616403,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4465,"44NCS-24.2Y",0,0,8223.01749,-236.7350137,758.3183636,-9.322534944999999,15.92255269,-7.891593364,-0.071683077,0.085814162,-0.033882584,0.042385583,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4466,"44NCS-40.2Y",0,0,3480.991189,-454.6222976,988.2494719,-13.06798879,22.36468361,-12.21591794,-0.081225621,0.161247223,-0.07740627899999999,0.06411834199999999,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4467,"44PCS-20.2Y",0,0,6385.535715,-262.3656405,608.9678482,-6.955662508,16.70826018,-4.185180005,-0.027812939,0.108155953,-0.040238701,0.008108719,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4468,"44PCS-30.2Y",0,0,4558.19689,-309.259526,707.2726082,-8.945329723,15.74817313,-7.761869488,-0.034659935,0.125290878,-0.031795476,0.040672392,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4469,"44TCS-16.2Y",0,0,5900.949803,-177.2868897,552.7384381000001,-4.831118848,13.44782593,-5.179021108,-0.018689877,0.06837080600000001,-0.044255134,0.023029741,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4470,"44TCS-24.2Y",0,0,3445.378242,-353.2813622,583.9193794,-9.146452411,16.16794905,-4.892079954,-0.047973721,0.11048092,-0.053688048,0.015636111,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4471,"44VCS-12.2Y",0,0,4453.221332,-155.4385744,469.0337275,-3.71267326,12.16715039,-3.958622699,-0.016678728,0.044339216,-0.058703504,0.008968666,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4472,"44VCS-20.2Y",0,0,3445.085824,-250.5002896,464.4797866,-7.161172383,11.82566745,-4.248861346,-0.046647565,0.06997447499999999,-0.033841608,0.017513919,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4473,"66F-100.2Y",0,0,34037.12057,-549.6277118,1246.2635,-23.69883477,36.20933654,-2.801230501,-0.147005655,0.317907393,0.049998634,0.002761362,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4474,"66F-80.2Y",0,0,26042.77627,-718.6857694,1514.817877,-24.87298887,40.145301,-7.149637942,-0.14439577,0.252917936,-0.03345252,0.020601132,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4475,"66G-60.2Y",0,0,22164.37915,-415.2687813,1256.535991,-11.85612445,35.74601319,-2.940129474,-0.057899427,0.115523099,-0.105644413,-0.025388177,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4476,"66G-80.2Y",0,0,26465.79765,-258.0233245,1247.229916,-11.53126995,27.49248462,-8.705371725999999,-0.046951557,0.119339178,-0.026489483,0.046056674,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4477,"66H-50.2Y",0,0,16384.54726,-608.2846383999999,1251.918543,-17.95563515,35.41240432,-5.313166735,-0.103412997,0.204131357,-0.080849202,0.001206135,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4478,"66H-70.2Y",0,0,20184.48304,-437.442528,1112.714818,-15.22507748,27.72829408,-6.997483612,-0.077890481,0.152078737,-0.036847826,0.032489375,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4479,"66J-44.2Y",0,0,15684.47619,-387.6952941,929.8640113,-13.33037659,23.12325198,-2.571330856,-0.072831988,0.127841417,0.012142294,0.000815412,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4480,"66J-66.2Y",0,0,9934.913135999999,-523.0589091000001,1450.430796,-15.79718525,27.84317188,-19.90389482,-0.089062684,0.137224262,-0.073960939,0.150898408,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4481,"22CC-6.2Y",0,0,2427.584461,-77.06916275,176.2374169,-2.065711249,4.347493246,-1.02820351,-0.008753642000000001,0.023800125,-0.002087889,0.005792951,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4482,"22CC-8.2Y",0,0,2131.704775,-106.3514323,179.5531671,-2.816825542,4.75197562,-0.814531516,-0.014853194,0.026511065,-0.004406437,0.002232183,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4483,"22DC-4.2Y",0,0,1872.176619,-85.47810194,142.9959853,-2.088983088,3.952540267,-0.65655609,-0.009894725,0.021099793,-0.002315387,0.002159183,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4484,"22DC-6.2Y",0,0,1573.972203,-97.25137038,147.7001634,-2.357104697,3.954684657,-0.451142622,-0.012469432,0.019060299,-0.002764271,-0.001846865,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4485,"22EC-4.2Y",0,0,454.661965,-106.7197576,215.948649,-2.304322149,4.983744778,-2.789225069,-0.008613796,0.037152136,-0.014220396,0.019428725,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4486,"22EC-6.2Y",0,0,871.37765,-99.26669647,151.8440879,-2.327781349,4.091227529,-0.721929708,-0.013142306,0.023075003,-0.009193418,-0.0006576280000000001,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4487,"44CC-12.2Y",0,0,5924.16057,-149.1583602,294.550958,-5.190932754,6.821479762,-1.53034387,-0.034417676,0.025800401,0.003240589,0.011899782,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4488,"44CC-18.2Y",0,0,5317.443176,-190.3017736,324.882088,-5.994594805,8.106642483,-2.025264486,-0.038212854,0.039211414,-0.005953346,0.014677909,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4489,"44DC-10.2Y",0,0,3484.558783,-216.0830142,314.7563143,-5.821872984,8.850356850000001,-2.074251737,-0.032993226,0.05031672,-0.022088695,0.008239277,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4490,"44DC-14.2Y",0,0,3080.911841,-212.827751,305.8034421,-5.184883064,8.612129821,-1.365910235,-0.030523772,0.033630573,-0.020037528,-0.000327345,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4491,"44EC-12.2Y",0,0,2311.709236,-191.0624832,288.2896043,-4.812117056,7.863372551,-1.769495251,-0.02799155,0.041109768,-0.019012235,0.003480828,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4492,"44EC-8.2Y",0,0,3268.424457,-143.8194326,249.4420062,-3.890039337,6.732128903,-1.53085119,-0.020330491,0.036107029,-0.011949195,0.00540349,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4493,"44FC-10.2Y",0,0,2462.045539,-121.5622131,188.4966203,-3.297993194,5.040524522,-0.6024843519999999,-0.019190235,0.023581786,-0.005487757,-0.001981048,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4494,"44FC-6.2Y",0,0,1758.571737,-159.4891965,273.9693375,-3.258569895,7.739740107,-2.664922275,-0.00760292,0.052419685,-0.02501927,0.014974261,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4495,"44G-40.2Y",0,0,16115.82621,-375.9980682,765.3059163,-11.88296314,25.47545333,0.172626286,-0.062521406,0.153336098,-0.053719675,-0.034811194,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4496,"44G-60.2Y",0,0,10847.31069,-627.2060567,1101.439336,-17.11256325,32.72002226,-8.577125281000001,-0.09998618400000001,0.233239865,-0.112744427,0.035534994,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4497,"44H-30.2Y",0,0,11529.38704,-332.3653201,855.6695976,-10.56286826,21.45657788,-5.16847122,-0.059496974,0.126574344,-0.034145854,0.020022281,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4498,"44H-50.2Y",0,0,11851.70552,-428.9899777,775.1624326,-13.55617176,21.34428378,-4.882751682,-0.076572995,0.14588972,-0.027113231,0.025873697,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4499,"44J-26.2Y",0,0,11211.31202,-265.3663382,629.7413169,-9.591784408000001,15.79065056,-3.170827232,-0.053522583,0.088369173,-0.01133601,0.013539908,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4500,"44J-44.2Y",0,0,9405.491833,-421.4742484,662.4071966,-12.737873,18.37750093,-4.462272241,-0.072501389,0.132510746,-0.013364205,0.034616403,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4501,"44NCS-24.2Y",0,0,8223.01749,-236.7350137,758.3183636,-9.322534944999999,15.92255269,-7.891593364,-0.071683077,0.085814162,-0.033882584,0.042385583,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4502,"44NCS-40.2Y",0,0,3480.991189,-454.6222976,988.2494719,-13.06798879,22.36468361,-12.21591794,-0.081225621,0.161247223,-0.07740627899999999,0.06411834199999999,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4503,"44PCS-20.2Y",0,0,6385.535715,-262.3656405,608.9678482,-6.955662508,16.70826018,-4.185180005,-0.027812939,0.108155953,-0.040238701,0.008108719,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4504,"44PCS-30.2Y",0,0,4558.19689,-309.259526,707.2726082,-8.945329723,15.74817313,-7.761869488,-0.034659935,0.125290878,-0.031795476,0.040672392,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4505,"44TCS-16.2Y",0,0,5900.949803,-177.2868897,552.7384381000001,-4.831118848,13.44782593,-5.179021108,-0.018689877,0.06837080600000001,-0.044255134,0.023029741,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4506,"44TCS-24.2Y",0,0,3445.378242,-353.2813622,583.9193794,-9.146452411,16.16794905,-4.892079954,-0.047973721,0.11048092,-0.053688048,0.015636111,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4507,"44VCS-12.2Y",0,0,4453.221332,-155.4385744,469.0337275,-3.71267326,12.16715039,-3.958622699,-0.016678728,0.044339216,-0.058703504,0.008968666,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4508,"44VCS-20.2Y",0,0,3445.085824,-250.5002896,464.4797866,-7.161172383,11.82566745,-4.248861346,-0.046647565,0.06997447499999999,-0.033841608,0.017513919,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4509,"66F-100.2Y",0,0,34037.12057,-549.6277118,1246.2635,-23.69883477,36.20933654,-2.801230501,-0.147005655,0.317907393,0.049998634,0.002761362,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4510,"66F-80.2Y",0,0,26042.77627,-718.6857694,1514.817877,-24.87298887,40.145301,-7.149637942,-0.14439577,0.252917936,-0.03345252,0.020601132,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4511,"66G-60.2Y",0,0,22164.37915,-415.2687813,1256.535991,-11.85612445,35.74601319,-2.940129474,-0.057899427,0.115523099,-0.105644413,-0.025388177,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4512,"66G-80.2Y",0,0,26465.79765,-258.0233245,1247.229916,-11.53126995,27.49248462,-8.705371725999999,-0.046951557,0.119339178,-0.026489483,0.046056674,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4513,"66H-50.2Y",0,0,16384.54726,-608.2846383999999,1251.918543,-17.95563515,35.41240432,-5.313166735,-0.103412997,0.204131357,-0.080849202,0.001206135,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4514,"66H-70.2Y",0,0,20184.48304,-437.442528,1112.714818,-15.22507748,27.72829408,-6.997483612,-0.077890481,0.152078737,-0.036847826,0.032489375,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4515,"66J-44.2Y",0,0,15684.47619,-387.6952941,929.8640113,-13.33037659,23.12325198,-2.571330856,-0.072831988,0.127841417,0.012142294,0.000815412,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4516,"66J-66.2Y",0,0,9934.913135999999,-523.0589091000001,1450.430796,-15.79718525,27.84317188,-19.90389482,-0.089062684,0.137224262,-0.073960939,0.150898408,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4517,"22CC-6.2Y",0,0,2427.584461,-77.06916275,176.2374169,-2.065711249,4.347493246,-1.02820351,-0.008753642000000001,0.023800125,-0.002087889,0.005792951,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4518,"22CC-8.2Y",0,0,2131.704775,-106.3514323,179.5531671,-2.816825542,4.75197562,-0.814531516,-0.014853194,0.026511065,-0.004406437,0.002232183,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4519,"22DC-4.2Y",0,0,1872.176619,-85.47810194,142.9959853,-2.088983088,3.952540267,-0.65655609,-0.009894725,0.021099793,-0.002315387,0.002159183,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4520,"22DC-6.2Y",0,0,1573.972203,-97.25137038,147.7001634,-2.357104697,3.954684657,-0.451142622,-0.012469432,0.019060299,-0.002764271,-0.001846865,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4521,"22EC-4.2Y",0,0,454.661965,-106.7197576,215.948649,-2.304322149,4.983744778,-2.789225069,-0.008613796,0.037152136,-0.014220396,0.019428725,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4522,"22EC-6.2Y",0,0,871.37765,-99.26669647,151.8440879,-2.327781349,4.091227529,-0.721929708,-0.013142306,0.023075003,-0.009193418,-0.0006576280000000001,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4523,"44CC-12.2Y",0,0,5924.16057,-149.1583602,294.550958,-5.190932754,6.821479762,-1.53034387,-0.034417676,0.025800401,0.003240589,0.011899782,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4524,"44CC-18.2Y",0,0,5317.443176,-190.3017736,324.882088,-5.994594805,8.106642483,-2.025264486,-0.038212854,0.039211414,-0.005953346,0.014677909,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4525,"44DC-10.2Y",0,0,3484.558783,-216.0830142,314.7563143,-5.821872984,8.850356850000001,-2.074251737,-0.032993226,0.05031672,-0.022088695,0.008239277,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4526,"44DC-14.2Y",0,0,3080.911841,-212.827751,305.8034421,-5.184883064,8.612129821,-1.365910235,-0.030523772,0.033630573,-0.020037528,-0.000327345,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4527,"44EC-12.2Y",0,0,2311.709236,-191.0624832,288.2896043,-4.812117056,7.863372551,-1.769495251,-0.02799155,0.041109768,-0.019012235,0.003480828,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4528,"44EC-8.2Y",0,0,3268.424457,-143.8194326,249.4420062,-3.890039337,6.732128903,-1.53085119,-0.020330491,0.036107029,-0.011949195,0.00540349,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4529,"44FC-10.2Y",0,0,2462.045539,-121.5622131,188.4966203,-3.297993194,5.040524522,-0.6024843519999999,-0.019190235,0.023581786,-0.005487757,-0.001981048,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4530,"44FC-6.2Y",0,0,1758.571737,-159.4891965,273.9693375,-3.258569895,7.739740107,-2.664922275,-0.00760292,0.052419685,-0.02501927,0.014974261,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4531,"44G-40.2Y",0,0,16115.82621,-375.9980682,765.3059163,-11.88296314,25.47545333,0.172626286,-0.062521406,0.153336098,-0.053719675,-0.034811194,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4532,"44G-60.2Y",0,0,10847.31069,-627.2060567,1101.439336,-17.11256325,32.72002226,-8.577125281000001,-0.09998618400000001,0.233239865,-0.112744427,0.035534994,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4533,"44H-30.2Y",0,0,11529.38704,-332.3653201,855.6695976,-10.56286826,21.45657788,-5.16847122,-0.059496974,0.126574344,-0.034145854,0.020022281,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4534,"44H-50.2Y",0,0,11851.70552,-428.9899777,775.1624326,-13.55617176,21.34428378,-4.882751682,-0.076572995,0.14588972,-0.027113231,0.025873697,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4535,"44J-26.2Y",0,0,11211.31202,-265.3663382,629.7413169,-9.591784408000001,15.79065056,-3.170827232,-0.053522583,0.088369173,-0.01133601,0.013539908,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4536,"44J-44.2Y",0,0,9405.491833,-421.4742484,662.4071966,-12.737873,18.37750093,-4.462272241,-0.072501389,0.132510746,-0.013364205,0.034616403,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4537,"44NCS-24.2Y",0,0,8223.01749,-236.7350137,758.3183636,-9.322534944999999,15.92255269,-7.891593364,-0.071683077,0.085814162,-0.033882584,0.042385583,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4538,"44NCS-40.2Y",0,0,3480.991189,-454.6222976,988.2494719,-13.06798879,22.36468361,-12.21591794,-0.081225621,0.161247223,-0.07740627899999999,0.06411834199999999,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4539,"44PCS-20.2Y",0,0,6385.535715,-262.3656405,608.9678482,-6.955662508,16.70826018,-4.185180005,-0.027812939,0.108155953,-0.040238701,0.008108719,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4540,"44PCS-30.2Y",0,0,4558.19689,-309.259526,707.2726082,-8.945329723,15.74817313,-7.761869488,-0.034659935,0.125290878,-0.031795476,0.040672392,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4541,"44TCS-16.2Y",0,0,5900.949803,-177.2868897,552.7384381000001,-4.831118848,13.44782593,-5.179021108,-0.018689877,0.06837080600000001,-0.044255134,0.023029741,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4542,"44TCS-24.2Y",0,0,3445.378242,-353.2813622,583.9193794,-9.146452411,16.16794905,-4.892079954,-0.047973721,0.11048092,-0.053688048,0.015636111,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4543,"44VCS-12.2Y",0,0,4453.221332,-155.4385744,469.0337275,-3.71267326,12.16715039,-3.958622699,-0.016678728,0.044339216,-0.058703504,0.008968666,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4544,"44VCS-20.2Y",0,0,3445.085824,-250.5002896,464.4797866,-7.161172383,11.82566745,-4.248861346,-0.046647565,0.06997447499999999,-0.033841608,0.017513919,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4545,"66F-100.2Y",0,0,34037.12057,-549.6277118,1246.2635,-23.69883477,36.20933654,-2.801230501,-0.147005655,0.317907393,0.049998634,0.002761362,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4546,"66F-80.2Y",0,0,26042.77627,-718.6857694,1514.817877,-24.87298887,40.145301,-7.149637942,-0.14439577,0.252917936,-0.03345252,0.020601132,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4547,"66G-60.2Y",0,0,22164.37915,-415.2687813,1256.535991,-11.85612445,35.74601319,-2.940129474,-0.057899427,0.115523099,-0.105644413,-0.025388177,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4548,"66G-80.2Y",0,0,26465.79765,-258.0233245,1247.229916,-11.53126995,27.49248462,-8.705371725999999,-0.046951557,0.119339178,-0.026489483,0.046056674,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4549,"66H-50.2Y",0,0,16384.54726,-608.2846383999999,1251.918543,-17.95563515,35.41240432,-5.313166735,-0.103412997,0.204131357,-0.080849202,0.001206135,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4550,"66H-70.2Y",0,0,20184.48304,-437.442528,1112.714818,-15.22507748,27.72829408,-6.997483612,-0.077890481,0.152078737,-0.036847826,0.032489375,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4551,"66J-44.2Y",0,0,15684.47619,-387.6952941,929.8640113,-13.33037659,23.12325198,-2.571330856,-0.072831988,0.127841417,0.012142294,0.000815412,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4552,"66J-66.2Y",0,0,9934.913135999999,-523.0589091000001,1450.430796,-15.79718525,27.84317188,-19.90389482,-0.089062684,0.137224262,-0.073960939,0.150898408,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4553,"22CC-6.2Y",0,0,2427.584461,-77.06916275,176.2374169,-2.065711249,4.347493246,-1.02820351,-0.008753642000000001,0.023800125,-0.002087889,0.005792951,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4554,"22CC-8.2Y",0,0,2131.704775,-106.3514323,179.5531671,-2.816825542,4.75197562,-0.814531516,-0.014853194,0.026511065,-0.004406437,0.002232183,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4555,"22DC-4.2Y",0,0,1872.176619,-85.47810194,142.9959853,-2.088983088,3.952540267,-0.65655609,-0.009894725,0.021099793,-0.002315387,0.002159183,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4556,"22DC-6.2Y",0,0,1573.972203,-97.25137038,147.7001634,-2.357104697,3.954684657,-0.451142622,-0.012469432,0.019060299,-0.002764271,-0.001846865,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4557,"22EC-4.2Y",0,0,454.661965,-106.7197576,215.948649,-2.304322149,4.983744778,-2.789225069,-0.008613796,0.037152136,-0.014220396,0.019428725,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4558,"22EC-6.2Y",0,0,871.37765,-99.26669647,151.8440879,-2.327781349,4.091227529,-0.721929708,-0.013142306,0.023075003,-0.009193418,-0.0006576280000000001,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4559,"44CC-12.2Y",0,0,5924.16057,-149.1583602,294.550958,-5.190932754,6.821479762,-1.53034387,-0.034417676,0.025800401,0.003240589,0.011899782,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4560,"44CC-18.2Y",0,0,5317.443176,-190.3017736,324.882088,-5.994594805,8.106642483,-2.025264486,-0.038212854,0.039211414,-0.005953346,0.014677909,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4561,"44DC-10.2Y",0,0,3484.558783,-216.0830142,314.7563143,-5.821872984,8.850356850000001,-2.074251737,-0.032993226,0.05031672,-0.022088695,0.008239277,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4562,"44DC-14.2Y",0,0,3080.911841,-212.827751,305.8034421,-5.184883064,8.612129821,-1.365910235,-0.030523772,0.033630573,-0.020037528,-0.000327345,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4563,"44EC-12.2Y",0,0,2311.709236,-191.0624832,288.2896043,-4.812117056,7.863372551,-1.769495251,-0.02799155,0.041109768,-0.019012235,0.003480828,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4564,"44EC-8.2Y",0,0,3268.424457,-143.8194326,249.4420062,-3.890039337,6.732128903,-1.53085119,-0.020330491,0.036107029,-0.011949195,0.00540349,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4565,"44FC-10.2Y",0,0,2462.045539,-121.5622131,188.4966203,-3.297993194,5.040524522,-0.6024843519999999,-0.019190235,0.023581786,-0.005487757,-0.001981048,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4566,"44FC-6.2Y",0,0,1758.571737,-159.4891965,273.9693375,-3.258569895,7.739740107,-2.664922275,-0.00760292,0.052419685,-0.02501927,0.014974261,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4567,"44G-40.2Y",0,0,16115.82621,-375.9980682,765.3059163,-11.88296314,25.47545333,0.172626286,-0.062521406,0.153336098,-0.053719675,-0.034811194,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
4568,"44G-60.2Y",0,0,10847.31069,-627.2060567,1101.439336,-17.11256325,32.72002226,-8.577125281000001,-0.09998618400000001,0.233239865,-0.112744427,0.035534994,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0
