IDCompressor,Description,CMax,CStart,Var01,Var02,Var03,Var04,Var05,Var06,Var07,Var08,Var09,Var10,Var11,Var12,FattMolt,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24
1,"ZR11M3E-TWD",0,0,2.2717,0.044498,-0.00010756,0.00016635,-0.0019539,0.0013059,5.2933e-07,-1.0431e-05,2.6126e-05,-3.7886e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,"ZR12M3E-TWD",0,0,2.609,0.051106,-0.00012353,0.00019106,-0.002244,0.0014998,6.0793e-07,-1.198e-05,3.0005e-05,-4.3511e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,"ZR22K3E-TFD",0,0,0.20851,-0.013412,0.017591,-0.0002882,0.0005500700000000001,-0.00015816,-2.8213e-06,5.5621e-06,-6.8388e-06,3.4548e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,"ZR28K3E-TFD",0,0,-0.019053,-0.012083,0.038313,0.00012429,0.00044112,-0.00044966,6.5905e-06,-3.9482e-06,-5.0689e-06,5.3168e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,"ZR34K3E-TFD",0,0,0.24994,-0.0077301,0.028471,1.7128e-05,0.00018581,-0.00021349,4.5956e-06,-1.2938e-08,-2.9068e-06,4.3799e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,"ZR40K3E-TFD",0,0,-0.36841,-0.0071826,0.074118,-0.00037798,0.00039483,-0.001119,-6.5512e-06,1.1602e-05,-6.1328e-06,1.0876e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,"ZR48K3E-TFD",0,0,-0.44236,-0.03954,0.098422,-0.001188,0.0020096,-0.001721,-1.0589e-05,2.9278e-05,-2.3909e-05,1.6778e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,"ZR61KCE-TFD",0,0,0.56355,-0.0077484,0.048083,2.2512e-05,0.00053005,-0.00050918,7.2892e-06,1.1597e-06,-5.8842e-06,7.9654e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,"ZR72KCE-TFD",0,0,0.3263,-0.001693,0.07546700000000001,-6.5378e-06,0.00041386,-0.0010045,-2.8399e-06,3.3794e-06,-7.2728e-06,1.3162e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,"ZR81KCE-TFD",0,0,0.8969200000000001,-0.0073662,0.04941,0.00016621,0.00052909,-0.0003207,9.5445e-06,6.7103e-07,-6.1031e-06,8.2668e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,"ZR90K3E-TWD",0,0,1.9345,0.05162,-0.0053157,0.00057745,-0.0024916,0.0012248,7.662100000000001e-06,-1.6447e-05,3.019e-05,-4.2177e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,"ZRT122KCE-TFD",0,0,1.1271,-0.015497,0.096166,4.5023e-05,0.0010601,-0.0010184,1.4578e-05,2.3195e-06,-1.1768e-05,1.5931e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,"ZRT144KCE-TFD",0,0,0.6526,-0.0033861,0.15093,-1.3076e-05,0.00082772,-0.002009,-5.6798e-06,6.7588e-06,-1.4546e-05,2.6324e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,"ZR16M3E-TWD",0,0,1.0478,0.099844,0.13572,0.002151,-0.003731,-0.00099062,1.3491e-05,-4.4775e-05,4.0411e-05,1.432e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,"ZRT162KCE-TFD",0,0,1.7938,-0.014732,0.098819,0.00033242,0.0010582,-0.00064141,1.9089e-05,1.3421e-06,-1.2206e-05,1.6534e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,"ZRT180K3E-TWD",0,0,3.9041,0.11218,-0.014913,0.0014345,-0.0055027,0.0025854,1.6599e-05,-3.9975e-05,6.7316e-05,-9.6882e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,"ZR19M3E-TWD",0,0,3.0967,-0.019506,0.058277,-0.00083291,0.00047338,0.00071576,-5.1798e-07,7.3441e-06,1.9949e-06,5.9127e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,"ZRT220K3E-TWD",0,0,4.51423192539618,0.0947597987571881,0.00202098670863932,0.00023761415710496,-0.0041431946109946,0.00255867468362698,-3.18505849529157e-06,-1.88929896272329e-05,5.45801472042102e-05,-7.21776541142704e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19,"ZR250KCE-TWD",0,0,4.2889,0.041314,0.066792,0.00088861,-0.00091122,0.00078256,7.941000000000001e-06,-1.1035e-05,8.790100000000001e-06,1.1606e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20,"ZRT240K3E-TWD",0,0,5.1559,0.099735,0.0054559,0.00011214,-0.0043004,0.0028395,-1.8769e-06,-1.5281e-05,5.7342e-05,-7.423e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21,"ZRU280K3E-TWD",0,0,3.6931,0.15141,0.13375,0.0022562,-0.0059385,0.00053215,7.8665e-06,-5.3559e-05,6.9414e-05,9.9516e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22,"ZRU310K3E-TWD",0,0,5.6741,0.030125,0.06075,-0.00057759,-0.0016053,0.0021479,-1.2355e-05,-5.9306e-06,3.019e-05,2.0761e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23,"ZR310KCE-TWD",0,0,5.3168,0.06008,0.09431299999999999,0.0011945,-0.0019128,0.000561,1.4547e-05,-1.7899e-05,2.2469e-05,1.8732e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24,"ZRT320K3E-TWD",0,0,2.0307,0.20836,0.27735,0.0040794,-0.007860199999999999,-0.0021154,1.6518e-05,-8.7116e-05,8.5712e-05,2.9391e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25,"ZRU350K3E-TWD",0,0,4.376,0.071162,0.17825,0.0011014,-0.0028564,5.6526e-05,1.5998e-05,-3.1707e-05,3.7917e-05,1.8109e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26,"ZRT380K3E-TWD",0,0,6.7207,-0.020047,0.073253,-0.0014262,-0.00013133,0.0025454,-2.3731e-07,5.6901e-06,1.8224e-05,2.8602e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27,"ZR380KCE-TWD",0,0,2.8632,-0.098491,0.33419,-0.0022332,0.0049911,-0.0033706,-5.1645e-06,3.9243e-05,-3.8055e-05,4.5197e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28,"ZR18K4E-PFJ",0,0,0.35763,-0.015238,0.013313,-0.00045695,0.00078115,-0.00017101,-3.3401e-06,1.1948e-05,-8.526600000000001e-06,2.8161e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29,"ZR22K3E-PFJ",0,0,0.33192,-0.0048679,0.012681,-0.00020042,0.0002245,-7.7282e-05,-9.9952e-07,4.5728e-06,-3.3545e-06,2.5825e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30,"ZR28K3E-PFJ",0,0,-0.30703,-0.011503,0.06747300000000001,-0.00015493,0.00056085,-0.0012428,-1.9541e-06,3.2107e-06,-6.421e-06,1.1322e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31,"ZR34K3E-PFJ",0,0,0.5011100000000001,-0.014906,0.020389,-0.00017958,0.00059084,-0.00016485,6.5416e-06,3.2576e-06,-6.724e-06,4.1952e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32,"ZR40K3E-PFJ",0,0,0.50684,0.013846,0.025019,0.0007427,-0.00080961,-8.9032e-05,1.6347e-05,-1.2725e-05,8.3865e-06,3.6852e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
33,"ZR48K3E-PFJ",0,0,0.79425,0.0053864,0.037287,-1.4752e-05,-0.00015683,-0.00040467,4.0656e-06,1.2688e-06,1.2972e-06,6.4356e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
34,"ZR22K3E-TFD",0,0,0.33794,0.00030838,0.018494,7.169e-05,-6.0994e-05,-6.0129e-05,-2.9835e-06,-5.4097e-06,8.152e-08,3.4794e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35,"ZR28K3E-TFD",0,0,0.42764,0.00041367,0.024087,8.8321e-05,-7.6911e-05,-8.333700000000001e-05,-3.916e-06,-6.8618e-06,7.4172e-08,4.5217e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36,"ZR34K3E-TFD",0,0,0.47666,0.0006723,0.028884,0.00011793,-0.00010341,-9.8571e-05,-4.592e-06,-8.493499999999999e-06,2.5098e-07,5.3829e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37,"ZR40K3E-TFD",0,0,0.59741,0.00062115,0.032746,0.00012936,-0.00011054,-0.00010277,-5.4487e-06,-9.693299999999999e-06,1.7845e-07,6.1408e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38,"ZR48K3E-TFD",0,0,0.26167,-0.035447,0.082887,-0.00076118,0.0012426,-0.0012571,-6.4668e-06,1.3754e-05,-1.1882e-05,1.6069e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39,"ZR61KCE-TFD",0,0,1.4519,0.053602,0.012891,0.0018125,-0.0023078,0.00074073,2.0572e-05,-3.9574e-05,2.6595e-05,4.0809e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40,"ZR72KCE-TFD",0,0,1.6616,0.039663,0.020255,0.0010293,-0.0017741,0.0006283699999999999,1.2675e-05,-2.5917e-05,2.0545e-05,3.2363e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41,"ZR81KCE-TFD",0,0,1.3657,-0.0056516,0.06321599999999999,0.00034502,0.00093176,-0.00044862,1.275e-05,-4.849400000000001e-07,-1.5448e-05,1.4785e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
42,"ZR90K3E-TWD",0,0,4.303,0.17672,-0.10257,0.0054279,-0.0082509,0.0031701,5.2118e-05,-0.00011947,9.1016e-05,-8.746199999999999e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
43,"ZRT96K3E-TFD",0,0,2.8415,0.06112,-0.018036,0.0029491,-0.0026291,0.0015966,4.4204e-05,-5.8343e-05,2.1157e-05,5.8287e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44,"ZR11M3E-TWD",0,0,2.392,0.0087584,0.047543,0.00054324,-0.0010224,0.0005724,5.9552e-06,-1.6423e-05,1.717e-05,7.794900000000001e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45,"ZRT122KCE-TFD",0,0,3.5505,0.12696,-0.010093,0.0025641,-0.0055788,0.0021862,1.5921e-05,-6.4151e-05,6.6065e-05,-4.0713e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46,"ZR12M3E-TWD",0,0,3.5942,0.10578,-0.018138,0.0038867,-0.0060581,0.0024374,4.2725e-05,-9.8057e-05,7.7931e-05,-4.6792e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47,"ZRT144KCE-TFD",0,0,3.327,0.079166,0.040337,0.0020569,-0.0035396,0.0012586,2.5322e-05,-5.1781e-05,4.0981e-05,6.4741e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48,"ZR16M3E-TWD",0,0,5.3732,0.15859,-0.045209,0.0048014,-0.00704,0.0028205,4.9197e-05,-0.00010555,7.9516e-05,5.6253e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
49,"ZRT162KCE-TFD",0,0,2.7411,-0.011403,0.12585,0.00068613,0.00187,-0.00088606,2.5478e-05,-8.3403e-07,-3.0992e-05,2.9502e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,"ZRT180K3E-TWD",0,0,5.1036,0.12829,0.0086958,0.0017499,-0.0064684,0.0027532,1.7517e-05,-5.9659e-05,8.1606e-05,-2.8681e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51,"ZR19M3E-TWD",0,0,9.029400000000001,0.45244,-0.23537,0.01376,-0.019877,0.0073232,0.00013739,-0.00029139,0.00021111,-2.5756e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52,"ZRT220K3E-TWD",0,0,5.24112351455638,0.0784690173850509,0.0687438770590067,0.00184561100523977,-0.00491569157573574,0.00223622078441118,2.22423069943832e-05,-6.00258310050767e-05,6.55973102979746e-05,4.99626084481894e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53,"ZRT240K3E-TWD",0,0,6.8324,0.11455,0.012215,0.0025089,-0.0070943,0.0043287,2.4312e-05,-8.4158e-05,9.631100000000001e-05,-9.048800000000001e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54,"ZR250KCE-TWD",0,0,2.7999,-0.20761,0.3273,-0.0062277,0.010186,-0.0045545,-5.8987e-05,0.00014143,-0.0001076,6.6374e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55,"ZRU280K3E-TWD",0,0,9.2319,0.24941,-0.073382,0.0043625,-0.011532,0.006288,3.9757e-05,-0.00011074,0.00013809,-1.8771e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
56,"ZRT320K3E-TWD",0,0,13.746,0.44126,-0.32362,0.0073205,-0.019554,0.012483,7.2588e-05,-0.00017374,0.00023007,-6.393099999999999e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57,"ZR310KCE-TWD",0,0,8.3941,0.0609,0.12972,0.00016865,0.0012966,-0.00055311,1.9126e-07,2.3295e-05,-4.191e-05,5.2181e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
58,"ZRU310K3E-TWD",0,0,3.4045,0.022212,0.3766,0.00088669,-0.0025097,-0.003487,1.7743e-05,-4.4694e-05,4.4401e-05,5.9368e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
59,"ZRU350K3E-TWD",0,0,7.8134,0.21039,0.12986,0.0037025,-0.009918,0.0026312,2.7946e-05,-0.00010228,0.00012723,1.5183e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60,"ZRT380K3E-TWD",0,0,11.012,0.23498,0.039896,0.0054717,-0.01388,0.0052244,0.00012042,-0.00016738,0.00017732,-5.8495e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61,"ZR380KCE-TWD",0,0,8.611499999999999,0.28828,0.18997,0.0070907,-0.009765100000000001,-0.00014225,6.5226e-05,-0.00014154,9.2085e-05,4.9115e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
62,"ZR18K4E-PFJ",0,0,0.16825,-0.0072181,0.03089,-0.00020379,0.00051975,-0.00053222,-2.7999e-06,5.8582e-06,-7.726299999999999e-06,6.9099e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
63,"ZR22K3E-PFJ",0,0,0.20081,-0.015599,0.036097,-0.00032378,0.00066056,-0.0005906,-2.3732e-06,5.8045e-06,-8.634199999999999e-06,8.4265e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
64,"ZR28K3E-PFJ",0,0,-0.15111,-0.015638,0.073194,-0.00016355,0.00063217,-0.0013229,-5.6622e-06,-1.2088e-06,-8.2816e-06,1.4625e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
65,"ZR34K3E-PFJ",0,0,-0.18972,-0.018909,0.086933,-0.00018745,0.00076324,-0.0015717,-6.4381e-06,-1.5383e-06,-9.9741e-06,1.739e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
66,"ZR40K3E-PFJ",0,0,-0.22953,-0.022184,0.10272,-0.00022535,0.00089982,-0.0018595,-7.770300000000001e-06,-1.7196e-06,-1.1792e-05,2.0537e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
67,"ZR48K3E-PFJ",0,0,0.65877,0.0026841,0.061224,-3.2962e-07,-0.00026792,-0.00082892,-2.8705e-06,-3.3616e-06,1.8628e-06,1.3844e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
68,"ZR28K3E-TF5",0,0,0.014424,-0.017654,0.058195,-0.00010033,0.00066082,-0.00090017,4.5324e-06,5.4784e-07,-8.0371e-06,1.0732e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
69,"ZR34K3E-TF5",0,0,0.55924,0.00047538,0.026086,8.4435e-05,-0.00029083,-2.5239e-05,2.9676e-06,-3.781e-06,3.0467e-06,4.4105e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
70,"ZR40K3E-TF5",0,0,0.806689585763654,0.000761213056562612,0.0235213927011215,-0.000122428891859236,-0.000260311365285469,6.06865200616158e-05,4.23653309931132e-06,9.623288220662579e-07,1.99469082423947e-06,4.92904010947884e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
71,"ZR48K3E-TF5",0,0,-0.47653,-0.019815,0.12889,-0.0005802099999999999,0.00038006,-0.0021105,-3.7984e-06,4.2015e-06,-1.8968e-06,2.0907e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72,"ZR61KCE-TF5",0,0,1.7708,0.06740599999999999,-0.0050957,0.0013969,-0.0029994,0.0011018,7.891699999999999e-06,-3.5647e-05,3.5709e-05,-2.1465e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
73,"ZR72KCE-TF5",0,0,1.5157,0.030882,0.032733,0.00081652,-0.0012919,0.00029562,9.9548e-06,-1.9951e-05,1.4689e-05,5.9482e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
74,"ZR81KCE-TF5",0,0,1.3749,-0.0058652,0.062607,0.00034406,0.00094218,-0.00043643,1.2844e-05,-3.919e-07,-1.5575e-05,1.4711e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
75,"ZR90K3E-TWC",0,0,4.30299984646873,0.176717995693906,-0.102566992995691,0.00542793028724021,-0.008250909422926989,0.00317009978615579,5.21176130742807e-05,-0.000119471000209607,9.101569138125149e-05,-8.74616863675547e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
76,"ZR11M3E-TWC",0,0,2.39197966168133,0.00875843491293111,0.0475431311992758,0.000543242224749375,-0.00102243921316529,0.000572403993529699,5.95517936278517e-06,-1.64227803824286e-05,1.71697920949586e-05,7.794888765781391e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
77,"ZR12M3E-TWC",0,0,3.5942,0.10578,-0.018138,0.0038867,-0.0060581,0.0024374,4.2725e-05,-9.8057e-05,7.7931e-05,-4.6792e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78,"ZR16M3E-TWC",0,0,5.3732,0.15859,-0.045209,0.0048014,-0.00704,0.0028205,4.9197e-05,-0.00010555,7.9516e-05,5.6254e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
79,"ZR19M3E-TWC",0,0,9.029400000000001,0.45244,-0.23537,0.01376,-0.019877,0.0073232,0.00013739,-0.00029139,0.00021111,-2.5756e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80,"ZR250KCE-TWC",0,0,2.79987151467872,-0.207610970237365,0.327300885140567,-0.00622768006581273,0.0101860996398534,-0.00455444723285265,-5.8986856292773e-05,0.000141427973459004,-0.000107600999717728,6.63740789118143e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
81,"ZR310KCE-TWC",0,0,8.39408967573541,0.0609001893951928,0.129723014836549,0.000168653021527625,0.00129656517035492,-0.000553106935587185,1.91237814663175e-07,2.32951422370391e-05,-4.19098353034516e-05,5.21812967898266e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
82,"ZR90K3E-TW7",0,0,3.2295,0.051014,0.0051114,0.0023591,-0.0029865,0.0014636,3.5505e-05,-5.8662e-05,4.1763e-05,5.8425e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
83,"ZR11M3E-TW7",0,0,2.8226,0.021295,0.077973,0.00048072,-0.0011528,-6.4104e-06,5.1841e-06,-9.751200000000001e-06,1.7565e-05,1.5198e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
84,"ZR12M3E-TW7",0,0,3.8668,0.072018,0.043163,0.0021809,-0.0038337,0.0011817,3.0761e-05,-5.8933e-05,5.0651e-05,8.058599999999999e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
85,"ZR16M3E-TW7",0,0,5.6268,0.18874,0.029842,0.0049041,-0.007894200000000001,0.0014174,4.9281e-05,-0.00010197,9.051300000000001e-05,1.3437e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
86,"ZR19M3E-TW7",0,0,0.38396,-0.32459,0.43978,-0.008799599999999999,0.013646,-0.0064892,-8.2521e-05,0.00016985,-0.00012869,7.035800000000001e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
87,"ZR250KCE-TW7",0,0,2.0429,-0.25529,0.54779,-0.0076721,0.014087,-0.009645000000000001,-7.633499999999999e-05,0.00018092,-0.0001584,0.00011161,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
88,"ZR22K3E-TFD",0,0,0.40553,0.00037005,0.022193,8.6028e-05,-7.3193e-05,-7.2155e-05,-3.5802e-06,-6.4917e-06,9.7825e-08,4.1753e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
89,"ZR28K3E-TFD",0,0,0.5131599999999999,0.0004964,0.028905,0.00010599,-9.229300000000001e-05,-0.0001,-4.6992e-06,-8.2341e-06,8.9006e-08,5.426e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
90,"ZR34K3E-TFD",0,0,0.57199,0.00080676,0.034661,0.00014152,-0.00012409,-0.00011829,-5.5104e-06,-1.0192e-05,3.0118e-07,6.4595e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
91,"ZR40K3E-TFD",0,0,0.7169,0.00074539,0.039295,0.00015523,-0.00013265,-0.00012332,-6.5384e-06,-1.1632e-05,2.1414e-07,7.369e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
92,"ZR48K3E-TFD",0,0,0.314,-0.042536,0.099464,-0.00091342,0.0014911,-0.0015085,-7.760200000000001e-06,1.6504e-05,-1.4259e-05,1.9283e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
93,"ZR61KCE-TFD",0,0,1.7423,0.064322,0.015469,0.002175,-0.0027694,0.00088888,2.4687e-05,-4.7489e-05,3.1914e-05,4.8971e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
94,"ZR72KCE-TFD",0,0,1.9939,0.047595,0.024306,0.0012352,-0.0021289,0.00075404,1.521e-05,-3.11e-05,2.4654e-05,3.8836e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
95,"ZR81KCE-TFD",0,0,1.6389,-0.0067819,0.075859,0.00041403,0.0011181,-0.00053835,1.53e-05,-5.8193e-07,-1.8537e-05,1.7742e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
96,"ZR90K3E-TWD",0,0,3.2295,0.051014,0.0051114,0.0023591,-0.0029865,0.0014636,3.5505e-05,-5.8662e-05,4.1763e-05,5.8425e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
97,"ZR11M3E-TWD",0,0,2.8226,0.021295,0.077973,0.00048072,-0.0011528,-6.4104e-06,5.1841e-06,-9.751200000000001e-06,1.7565e-05,1.5198e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
98,"ZR12M3E-TWD",0,0,3.8668,0.072018,0.043163,0.0021809,-0.0038337,0.0011817,3.0761e-05,-5.8933e-05,5.0651e-05,8.058599999999999e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
99,"ZRT144KCE-TFD",0,0,3.9924,0.095,0.048404,0.0024682,-0.0042476,0.0015103,3.0386e-05,-6.2137e-05,4.9178e-05,7.768899999999999e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100,"ZR16M3E-TWD",0,0,5.6268,0.18874,0.029842,0.0049041,-0.007894200000000001,0.0014174,4.9281e-05,-0.00010197,9.051300000000001e-05,1.3437e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
101,"ZRT162KCE-TFD",0,0,3.2893,-0.013683,0.15102,0.00082335,0.002244,-0.0010633,3.0573e-05,-1.0008e-06,-3.7191e-05,3.5403e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
102,"ZRT180K3E-TWD",0,0,6.1243,0.15394,0.010435,0.0020999,-0.007762,0.0033039,2.1021e-05,-7.159e-05,9.7928e-05,-3.4417e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
103,"ZR19M3E-TWD",0,0,0.38396,-0.32459,0.43978,-0.008799599999999999,0.013646,-0.0064892,-8.2521e-05,0.00016985,-0.00012869,7.035800000000001e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
104,"ZRT220K3E-TWD",0,0,6.28935015736974,0.094162918464625,0.08249252529483379,0.00221473401557607,-0.0058988327091464,0.00268346800750827,2.66906979311777e-05,-7.20310243005091e-05,7.87167912699746e-05,5.99549307900416e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105,"ZRT240K3E-TWD",0,0,8.1989,0.13746,0.014658,0.0030107,-0.008513099999999999,0.0051945,2.9175e-05,-0.00010099,0.00011557,-1.0859e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
106,"ZR250KCE-TWD",0,0,2.0429,-0.25529,0.54779,-0.0076721,0.014087,-0.009645000000000001,-7.633499999999999e-05,0.00018092,-0.0001584,0.00011161,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107,"ZRU280K3E-TWD",0,0,11.078,0.29929,-0.088059,0.005235,-0.013838,0.0075456,4.7708e-05,-0.00013289,0.00016571,-2.2525e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
108,"ZR310KCE-TWD",0,0,11.434,0.25116,0.05672,0.0060071,-0.0072103,0.002762,7.230500000000001e-05,-0.00011395,6.3993e-05,2.7253e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
109,"ZRT320K3E-TWD",0,0,16.495,0.52952,-0.38834,0.0087846,-0.023464,0.014979,8.7106e-05,-0.00020848,0.00027609,-7.6717e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110,"ZRU310K3E-TWD",0,0,4.0855,0.026654,0.45192,0.001064,-0.0030116,-0.0041844,2.1291e-05,-5.3633e-05,5.3281e-05,7.1241e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111,"ZRU350K3E-TWD",0,0,9.375999999999999,0.25247,0.15584,0.0044431,-0.011902,0.0031575,3.3535e-05,-0.00012273,0.00015268,1.822e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
112,"ZRT380K3E-TWD",0,0,13.214,0.28198,0.047875,0.006566,-0.016657,0.0062693,0.0001445,-0.00020086,0.00021278,-7.019400000000001e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
113,"ZR380KCE-TWD",0,0,11.729,0.25717,0.21265,0.0051986,-0.0045324,-0.0003614,4.0629e-05,-5.3983e-05,1.9268e-05,6.1764e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
114,"ZR48K3E-TF5",0,0,0.82242,-0.011543,0.009398200000000001,-8.171899999999999e-05,0.00048041,0.0003,1.1683e-05,2.4883e-06,-6.13e-06,2.0108e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
