IdCompressor,Description,Var01,Var02,Var03,Var04,Var05,Var06,Var07,Var08,Var09,Var10,Var11,Var12,FattMolt,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24
1,"ZR11M3E-TWD",8.6614,0.04254,-0.0066523,0.0014491,-0.0018431,0.00069542,2.2491e-05,-2.9157e-05,2.0423e-05,6.5338e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,"ZR12M3E-TWD",9.9475,0.048857,-0.0076402,0.0016643,-0.0021168,0.00079869,2.5831e-05,-3.3486e-05,2.3456e-05,7.504e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,"ZR22K3E-TFD",1.2549,-0.015396,0.025127,-0.0005454499999999999,0.00077703,-0.00046369,-9.7306e-06,1.1071e-05,-1.0248e-05,7.2567e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,"ZR28K3E-TFD",1.604,-0.020411,0.04072,-5.3761e-05,0.00083493,-0.0007304600000000001,9.796700000000001e-06,-2.4851e-07,-9.8622e-06,9.3289e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,"ZR34K3E-TFD",2.1165,-0.010931,0.032269,-0.00011983,0.00041866,-0.00050017,2.1649e-06,3.0296e-06,-6.1813e-06,8.468600000000001e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,"ZR40K3E-TFD",0.38011,0.044174,0.14647,0.0012198,-0.0024444,-0.0026448,1.0561e-05,-2.9388e-05,2.5099e-05,2.2682e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,"ZR48K3E-TFD",1.6821,-0.061045,0.10945,-0.0014938,0.0030245,-0.0022429,-1.2996e-05,3.6881e-05,-3.5035e-05,2.3854e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,"ZR61KCE-TFD",6.409,-0.0093773,-0.098192,0.0004754,0.00025532,0.0019504,1.5193e-05,-1.3793e-05,5.3489e-07,-3.6477e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,"ZR72KCE-TFD",3.4491,-0.0089619,0.066598,0.00021055,0.0007262599999999999,-0.0011084,7.3686e-06,5.8685e-07,-1.1192e-05,1.8571e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,"ZR81KCE-TFD",5.7215,-0.01112,0.051444,0.00030243,0.00066654,-0.00084323,9.402099999999999e-06,-1.3409e-06,-6.938e-06,1.5768e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,"ZR90K3E-TWD",7.2723,0.018329,0.021054,0.00011733,-0.0010147,0.000202,1.265e-06,-6.6877e-06,1.4345e-05,6.3247e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,"ZRT122KCE-TFD",12.818,-0.018755,-0.19638,0.0009508,0.00051065,0.0039009,3.0386e-05,-2.7587e-05,1.0698e-06,-7.2953e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13,"ZRT144KCE-TFD",6.8982,-0.017924,0.1332,0.00042111,0.0014525,-0.0022168,1.4737e-05,1.1737e-06,-2.2384e-05,3.7142e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,"ZR16M3E-TWD",13.027,0.10274,-0.05874,0.0019808,-0.0046831,0.0021536,1.8191e-05,-3.8631e-05,5.4297e-05,-1.3587e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15,"ZRT162KCE-TFD",11.443,-0.022241,0.10289,0.00060486,0.0013331,-0.0016865,1.8804e-05,-2.6818e-06,-1.3876e-05,3.1535e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16,"ZRT180K3E-TWD",14.577,0.054625,0.035164,0.0011014,-0.0031211,0.00065457,9.130000000000001e-06,-3.412e-05,4.3401e-05,1.0231e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,"ZR19M3E-TWD",13.046,-0.01762,0.018253,-0.00030212,0.00031863,0.00071932,4.0822e-06,-4.9374e-06,5.3331e-06,1.3601e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,"ZRT220K3E-TWD",17.3345454613591,0.0974794855392626,-0.0132925446011106,0.00252953737050256,-0.00412975382577535,0.00137083605078593,3.11743675153706e-05,-4.99910881222141e-05,4.47520974246053e-05,1.32709139606614e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19,"ZR250KCE-TWD",14.915,0.045328,0.045303,0.0020639,-0.0015185,0.00035558,2.3297e-05,-4.3717e-05,1.8964e-05,2.4881e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20,"ZRT240K3E-TWD",19.738,0.092275,-0.0016163,0.0027036,-0.0037744,0.0012253,4.206e-05,-4.691e-05,4.0215e-05,1.7954e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21,"ZRU280K3E-TWD",23.115,0.15105,-0.073727,0.0033735,-0.0066686,0.0030625,3.2051e-05,-6.304699999999999e-05,7.4977e-05,5.7429e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22,"ZRU310K3E-TWD",22.914,0.026322,0.017464,0.0014598,-0.001363,0.0013369,3.9807e-06,-3.9671e-05,2.3959e-05,2.25e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23,"ZR310KCE-TWD",18.649,0.055912,0.058001,0.0025677,-0.0018593,0.00040673,2.91e-05,-5.4e-05,2.33e-05,3.15e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24,"ZRT320K3E-TWD",26.051,0.2214,-0.11273,0.0032027,-0.010012,0.0041586,6.4783e-06,-6.5496e-05,0.0001162,-1.8204e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25,"ZRU350K3E-TWD",26.516,0.06066,-0.06939099999999999,0.0010946,-0.0033121,0.0034605,2.9828e-05,-2.8872e-05,4.8036e-05,8.610899999999999e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26,"ZRT380K3E-TWD",27.124,-0.00073742,-0.048414,-0.00015377,-0.0013285,0.0036205,1.0129e-05,-2.735e-05,3.6604e-05,9.708700000000001e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27,"ZR380KCE-TWD",18.763,-0.15547,0.33426,-0.0035083,0.0068852,-0.0043443,-2.0004e-06,6.765100000000001e-05,-4.9572e-05,6.765100000000001e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28,"ZR18K4E-PFJ",3.2868,-0.077277,-0.022363,-0.0031388,0.0045221,0.00050809,-3.404e-05,7.893099999999999e-05,-5.1954e-05,5.3415e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29,"ZR22K3E-PFJ",2.217,-0.013564,0.028594,-0.00075586,0.00060287,0.00012105,4.1443e-06,1.776e-05,-1.1294e-05,9.254400000000001e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30,"ZR28K3E-PFJ",-0.021087,-0.057106,0.28736,-0.0008536699999999999,0.0027794,-0.0056146,-1.4772e-05,1.6237e-05,-3.0992e-05,5.2226e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31,"ZR34K3E-PFJ",4.0739,-0.045961,0.050702,-0.00084009,0.0020066,-0.00022554,1.4373e-05,1.6274e-05,-2.4676e-05,1.6563e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32,"ZR40K3E-PFJ",4.7669,-0.0020631,0.16094,0.0012957,-0.00058679,-0.0023632,2.9643e-05,-2.104e-05,7.2126e-06,3.1333e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
33,"ZR48K3E-PFJ",11.113,0.002723,0.090476,-0.0016586,0.0005346800000000001,-0.0019903,-5.6301e-05,3.9459e-05,-6.8984e-06,3.0086e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
34,"ZR22K3E-TFD",1.6203,0.0009936400000000001,0.011612,0.00014736,-7.2414e-05,-5.395e-06,-6.6173e-06,-9.5011e-06,-1.0519e-07,5.4488e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35,"ZR28K3E-TFD",2.1546,-0.0021809,0.013418,9.161300000000001e-05,8.4374e-05,-1.3827e-05,-7.9923e-06,-9.6313e-06,-2.3531e-06,6.9606e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36,"ZR34K3E-TFD",2.7334,-0.0028101,0.0075812,0.00017662,0.00010735,0.00017739,-9.320000000000001e-06,-1.2717e-05,-2.8611e-06,6.9568e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37,"ZR40K3E-TFD",3.0666,-0.003377,0.014576,0.00015543,0.00013285,6.0656e-05,-1.1397e-05,-1.3467e-05,-3.2838e-06,8.954699999999999e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38,"ZR48K3E-TFD",2.0477,-0.026386,0.13378,-0.00070985,0.00045326,-0.0021061,-3.7867e-06,4.9399e-06,-1.7539e-06,2.2421e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39,"ZR61KCE-TFD",6.3232,0.012783,-0.046154,0.00012939,-8.0306e-05,0.0014859,-2.5512e-12,1.3604e-12,5.4208e-11,-3.6497e-11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40,"ZR72KCE-TFD",3.9266,0.050908,0.057669,0.0013665,-0.0022914,-0.00020034,1.7098e-05,-3.4482e-05,2.684e-05,1.6053e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41,"ZR81KCE-TFD",7.5772,-0.095078,0.011656,0.00089857,0.0045121,-0.0009053899999999999,7.066e-05,-2.1185e-06,-5.2247e-05,3.304e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
42,"ZR90K3E-TWD",7.3726,-0.015081,0.13588,0.00021642,0.00065531,-0.0028406,8.3695e-06,-6.8875e-06,-7.1509e-06,4.0923e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
43,"ZRT96K3E-TFD",7.899,0.13653,-0.088506,0.0054192,-0.0062838,0.0028959,7.4639e-05,-0.00011347,6.0793e-05,8.1015e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44,"ZR11M3E-TWD",10.987,0.017759,-2.5081e-05,0.0013439,-0.0012948,0.00060724,1.6099e-06,-3.0916e-05,1.7731e-05,1.6062e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45,"ZRT122KCE-TFD",12.646,0.025566,-0.092307,0.00025878,-0.0001606,0.0029718,8.6451e-17,-7.0602e-16,6.9406e-16,1.03e-17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46,"ZR12M3E-TWD",10.655,0.12244,-0.027478,0.0026803,-0.0062923,0.0020399,4.2072e-05,-7.825700000000001e-05,7.5765e-05,7.4251e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47,"ZRT144KCE-TFD",7.8802,0.10143,0.11365,0.0027284,-0.0045621,-0.0003674,3.4122e-05,-6.881900000000001e-05,5.3415e-05,3.1898e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48,"ZR16M3E-TWD",10.377,0.088715,0.066894,0.0030535,-0.0036512,5.3435e-05,4.4287e-05,-6.151999999999999e-05,4.127e-05,3.0866e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
49,"ZRT162KCE-TFD",15.194,-0.18971,0.020651,0.0017946,0.0090054,-0.001753,0.00014116,-4.1185e-06,-0.00010431,6.567300000000001e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,"ZRT180K3E-TWD",16.956,0.13972,0.0072643,0.0023292,-0.0070559,0.0014881,5.9994e-06,-7.806599999999999e-05,9.2607e-05,1.8985e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51,"ZR19M3E-TWD",10.121,-0.1052,0.26213,-0.0026677,0.0040275,-0.003806,-2.6426e-05,3.9486e-05,-3.4085e-05,6.3679e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52,"ZRT220K3E-TWD",18.5514362439187,0.07636393205690641,0.0118319753085806,0.00131021243580261,-0.00461289587256377,0.00224558928941608,-2.04715518828516e-07,-5.33661351848944e-05,6.209093062253569e-05,2.15463834440926e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53,"ZRT240K3E-TWD",22.764,0.1324,-0.10683,0.0021997,-0.008000500000000001,0.0057723,-4.9104e-07,-8.913500000000001e-05,0.00011059,-2.1864e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54,"ZR250KCE-TWD",12.79,-0.018237,0.30264,0.0010487,0.0020054,-0.0044665,3.3853e-05,-1.4607e-05,-2.4017e-05,8.6371e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55,"ZRU280K3E-TWD",22.978,0.30726,-0.12097,0.0053747,-0.013744,0.0070088,2.5508e-05,-0.00013861,0.00016493,-4.3611e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
56,"ZRT320K3E-TWD",27.259,0.58136,-0.44644,0.010441,-0.025902,0.016153,8.7848e-05,-0.00025243,0.0003098,-7.2055e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57,"ZR310KCE-TWD",19.594,0.11771,0.29118,0.0034741,-0.0021878,-0.0050773,6.0048e-05,-6.1003e-05,4.1862e-06,0.00010775,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
58,"ZRU310K3E-TWD",19.695,0.013259,0.4073,-2.8582e-05,-0.0023423,-0.0057933,1.0602e-06,-3.168e-05,4.7297e-05,0.00010092,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
59,"ZRU350K3E-TWD",23.725,0.28072,0.08928700000000001,0.0048982,-0.013281,0.0032329,1.8115e-05,-0.00013772,0.00017386,3.4601e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60,"ZRT380K3E-TWD",25.92,0.32438,0.044876,0.0077248,-0.01877,0.0052581,0.00014961,-0.00023375,0.00023871,2.125e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61,"ZR380KCE-TWD",22.323,0.30627,0.23698,0.0077082,-0.009767,-0.0016467,6.2097e-05,-0.00015335,9.0685e-05,9.1829e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
62,"ZR18K4E-PFJ",0.27913,-0.031844,0.20722,-0.0019985,0.0021049,-0.0040885,-1.0633e-05,5.0279e-05,-3.3256e-05,4.4337e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
63,"ZR22K3E-PFJ",1.8464,-0.041492,0.13301,-0.0011325,0.0015768,-0.0016719,-1.4414e-05,1.8291e-05,-2.043e-05,2.7311e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
64,"ZR28K3E-PFJ",-0.009809999999999999,-0.0562,0.327,-0.0005240000000000001,0.00215,-0.00619,-2.5e-05,-1.19e-05,-2.88e-05,6.87e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
65,"ZR34K3E-PFJ",0.0316,-0.0674,0.381,-0.000601,0.00256,-0.00717,-2.88e-05,-1.44e-05,-3.4e-05,8.02e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
66,"ZR40K3E-PFJ",0.0445,-0.079,0.448,-0.00067,0.00302,-0.00842,-3.42e-05,-1.76e-05,-4.04e-05,9.43e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
67,"ZR48K3E-PFJ",4.5185,0.0091401,0.28432,-4.9188e-05,-0.001055,-0.0040235,-1.2289e-05,-1.3586e-05,7.1161e-06,6.2479e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
68,"ZR28K3E-TF5",5.2532,-0.024475,0.08842700000000001,-6.4038e-05,0.00088273,-0.0013784,7.2334e-06,-1.4959e-06,-1.0648e-05,1.6128e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
69,"ZR34K3E-TF5",7.6312,0.0027552,0.019333,0.00011186,-0.00047206,0.00024512,4.9427e-06,-4.6521e-06,4.8939e-06,3.5845e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
70,"ZR40K3E-TF5",4.13653128012075,0.00210466846006547,0.10524957355553,-0.000505746188103855,-0.0010102376656477,2.08722484755527e-05,1.71387233386404e-05,4.17756920054317e-06,7.69369255383461e-06,2.1511082243975e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
71,"ZR48K3E-TF5",2.7712,-0.038976,0.25938,-0.0011507,0.00068558,-0.0042486,-6.2963e-06,7.968899999999999e-06,-2.655e-06,4.1818e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72,"ZR61KCE-TF5",17.046,0.077193,-0.09046999999999999,0.0013512,-0.0033481,0.0018976,7.0837e-06,-4.1468e-05,4.1108e-05,6.6682e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
73,"ZR72KCE-TF5",16.448,0.037586,0.06555999999999999,0.0013573,-0.0017489,-0.00086669,1.6395e-05,-3.152e-05,2.1174e-05,1.9732e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
74,"ZR81KCE-TF5",22.983,-0.092947,0.015179,0.00081964,0.0044347,-0.00097234,6.7171e-05,-1.0339e-06,-5.1514e-05,3.255e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
75,"ZR90K3E-TWC",14.7451404573348,-0.0301627291366395,0.271761990739379,0.000432839230182303,0.00131061158240995,-0.00568123900605887,1.67388472964026e-05,-1.37750174421349e-05,-1.4301637076159e-05,8.184618782786349e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
76,"ZR11M3E-TWC",21.9747988542524,0.0355167742409422,-5.00346099990421e-05,0.00268769193222815,-0.00258966749484724,0.00121447228507945,3.21979452017651e-06,-6.18323769778721e-05,3.54612436202353e-05,3.21246311739607e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
77,"ZR12M3E-TWC",21.31,0.24488,-0.054956,0.0053605,-0.012585,0.0040798,8.4145e-05,-0.00015651,0.00015153,1.485e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78,"ZR16M3E-TWC",20.754,0.17743,0.13379,0.006107,-0.0073024,0.00010687,8.857299999999999e-05,-0.00012304,8.254000000000001e-05,6.1733e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
79,"ZR19M3E-TWC",20.241,-0.21041,0.5242599999999999,-0.0053353,0.008055,-0.007612,-5.2852e-05,7.8972e-05,-6.817099999999999e-05,0.00012736,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80,"ZR250KCE-TWC",27.8828359011181,-0.0397558113261886,0.659765373192568,0.00228624825195352,0.00437174202107828,-0.009736937715023109,7.37981999183584e-05,-3.18435532277663e-05,-5.2356314701489e-05,0.000188289021460324,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
81,"ZR310KCE-TWC",41.1486643321603,0.247181101683565,0.611483653630116,0.00729569735696035,-0.00459437411170415,-0.0106623106295349,0.000126101230363263,-0.000128101605469043,8.79156050709458e-06,0.000211626825313097,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
82,"ZR90K3E-TW7",9.927199999999999,0.023851,-0.0019645,0.00098515,-0.0014503,0.0013585,2.25e-05,-2.63e-05,2.33e-05,9.670000000000001e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
83,"ZR11M3E-TW7",13.48,0.056748,-0.1303,0.0008115,-0.0017495,0.0041596,-5.22e-05,-8.729999999999999e-06,1.96e-05,-3.5e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
84,"ZR12M3E-TW7",11.882,0.0376,-0.019444,0.0044792,-0.0016308,0.0023964,5.32e-05,-9.72e-05,2.31e-05,1.23e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
85,"ZR16M3E-TW7",11.724,0.16514,0.080216,0.0053327,-0.0066839,0.001125,8.1e-05,-0.000108,7.88e-05,2.6e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
86,"ZR19M3E-TW7",9.5329,-0.21426,0.4086,-0.005451,0.0086581,-0.0050463,-4.6e-05,9.509999999999999e-05,-7.12e-05,7.49e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
87,"ZR250KCE-TW7",10.512,-0.13256,0.63864,-0.0012242,0.008106500000000001,-0.009995499999999999,3.7715e-05,3.9981e-05,-8.6469e-05,0.00013357,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
88,"ZR22K3E-TFD",1.6203,0.0009936400000000001,0.011612,0.00014736,-7.2414e-05,-5.395e-06,-6.6173e-06,-9.5011e-06,-1.0519e-07,5.4488e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
89,"ZR28K3E-TFD",2.1546,-0.0021809,0.013418,9.161300000000001e-05,8.4374e-05,-1.3827e-05,-7.9923e-06,-9.6313e-06,-2.3531e-06,6.9606e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
90,"ZR34K3E-TFD",2.7334,-0.0028101,0.0075812,0.00017662,0.00010735,0.00017739,-9.320000000000001e-06,-1.2717e-05,-2.8611e-06,6.9568e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
91,"ZR40K3E-TFD",3.0666,-0.003377,0.014576,0.00015543,0.00013285,6.0656e-05,-1.1397e-05,-1.3467e-05,-3.2838e-06,8.954699999999999e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
92,"ZR48K3E-TFD",2.0477,-0.026386,0.13378,-0.00070985,0.00045326,-0.0021061,-3.7867e-06,4.9399e-06,-1.7539e-06,2.2421e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
93,"ZR61KCE-TFD",6.3232,0.012783,-0.046154,0.00012939,-8.0306e-05,0.0014859,-2.551e-12,1.3601e-12,5.4208e-11,-3.6497e-11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
94,"ZR72KCE-TFD",3.9266,0.050908,0.057669,0.0013665,-0.0022914,-0.00020034,1.7098e-05,-3.4482e-05,2.684e-05,1.6053e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
95,"ZR81KCE-TFD",7.5772,-0.095078,0.011656,0.00089857,0.0045121,-0.0009053899999999999,7.066e-05,-2.1185e-06,-5.2247e-05,3.304e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
96,"ZR90K3E-TWD",8.200699999999999,0.019703,-0.0016229,0.00081382,-0.0011981,0.0011222,1.86e-05,-2.17e-05,1.93e-05,7.99e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
97,"ZR11M3E-TWD",11.136,0.046879,-0.10764,0.00067037,-0.0014453,0.0034362,-4.31e-05,-7.21e-06,1.62e-05,-2.89e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
98,"ZR12M3E-TWD",9.815799999999999,0.031061,-0.016062,0.0037002,-0.0013472,0.0019796,4.39e-05,-8.03e-05,1.91e-05,1.01e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
99,"ZRT144KCE-TFD",7.8802,0.10143,0.11365,0.0027284,-0.0045621,-0.0003674,3.4122e-05,-6.881900000000001e-05,5.3415e-05,3.1898e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100,"ZR16M3E-TWD",9.685,0.13642,0.06626600000000001,0.0044053,-0.0055215,0.00092931,6.69e-05,-8.899999999999999e-05,6.51e-05,2.15e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
101,"ZRT162KCE-TFD",15.194,-0.18971,0.020651,0.0017946,0.0090054,-0.001753,0.00014116,-4.1185e-06,-0.00010431,6.567300000000001e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
102,"ZRT180K3E-TWD",16.956,0.13972,0.0072643,0.0023292,-0.0070559,0.0014881,5.9994e-06,-7.806599999999999e-05,9.2607e-05,1.8985e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
103,"ZR19M3E-TWD",7.875,-0.177,0.33754,-0.004503,0.0071524,-0.0041687,-3.8e-05,7.86e-05,-5.88e-05,6.19e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
104,"ZRT220K3E-TWD",18.5514362439187,0.07636393205690641,0.0118319753085806,0.00131021243580261,-0.00461289587256377,0.00224558928941608,-2.04715518828516e-07,-5.33661351848944e-05,6.209093062253569e-05,2.15463834440926e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105,"ZRT240K3E-TWD",22.764,0.1324,-0.10683,0.0021997,-0.008000500000000001,0.0057723,-4.9104e-07,-8.913500000000001e-05,0.00011059,-2.1864e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
106,"ZR250KCE-TWD",8.683999999999999,-0.10951,0.52758,-0.0010113,0.0066967,-0.0082571,3.1156e-05,3.3028e-05,-7.1431e-05,0.00011034,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107,"ZRU280K3E-TWD",22.978,0.30726,-0.12097,0.0053747,-0.013744,0.0070088,2.5508e-05,-0.00013861,0.00016493,-4.3611e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
108,"ZR310KCE-TWD",22.567,0.11158,0.048598,0.0032092,0.0016706,0.00024027,2.417e-05,-3.5947e-06,-5.1899e-05,7.8114e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
109,"ZRT320K3E-TWD",27.259,0.58136,-0.44644,0.010441,-0.025902,0.016153,8.7848e-05,-0.00025243,0.0003098,-7.2055e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110,"ZRU310K3E-TWD",19.695,0.013259,0.4073,-2.8582e-05,-0.0023423,-0.0057933,1.0602e-06,-3.168e-05,4.7297e-05,0.00010092,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111,"ZRU350K3E-TWD",23.725,0.28072,0.08928700000000001,0.0048982,-0.013281,0.0032329,1.8115e-05,-0.00013772,0.00017386,3.4601e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
112,"ZRT380K3E-TWD",25.92,0.32438,0.044876,0.0077248,-0.01877,0.0052581,0.00014961,-0.00023375,0.00023871,2.125e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
113,"ZR380KCE-TWD",22.365,0.36282,0.20735,0.0064073,-0.010894,0.00031593,3.1727e-05,-0.00013722,0.00011395,7.415900000000001e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
114,"ZR48K3E-TF5",7.8001,-0.015195,-0.030429,0.00026679,0.00074285,0.00090714,2.0062e-05,-4.1849e-06,-1.063e-05,7.3897e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
115,"ZR61KCE-TF5",9.135300000000001,-0.051233,0.11456,0.00068553,0.0027735,-0.0023096,1.6735e-05,-4.0747e-06,-2.9938e-05,3.0004e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116,"ZR72KCE-TF5",8.7409,-0.01834,0.087134,0.00082812,0.0012698,-0.0014003,3.6342e-05,-1.3549e-05,-1.6633e-05,2.7763e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
117,"ZR81KCE-TF5",11.5,-0.0035671,0.070484,-0.00025786,0.00049417,-0.0009726,7.5724e-06,4.8653e-07,-2.2328e-06,2.3146e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
118,"ZR250KCE-TWC",32.514,0.098815,0.09876,0.0044993,-0.0033104,0.00077516,5.0788e-05,-9.530399999999999e-05,4.1342e-05,5.4241e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
119,"ZR90K3E-TW7",8.5989,0.051568,0.037837,-0.00091118,-0.001931,-5.7401e-05,-2.091e-05,9.7409e-06,2.2299e-05,9.5694e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
