IDCompressor,Description,Tcmax,Tcmin,Temax,Temin,Var01,Var02,Var03,Var04,Var05,Var06,Var07,Var08,Var09,Var10,Var11,Var12,FattMolt,RPSmin,RPSmax,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24
3124,"CSH8561-125",60,20,12.5,-15,387908.4224,13261.35243,-415.4798152,191.5785682,-35.77322495,-53.8700046,1.083878957,-1.475550923,-0.510334842,0.185282214,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3125,"CSH8571-140",60,20,12.5,-15,426398.3414,14725.45236,-113.0461241,217.388262,-40.82968937,-52.7239716,1.223110961,-1.793758838,-0.47926123,0.090461029,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3126,"CSH6551-50",60,20,12.5,-15,139689.0511,4779.158169,-79.88037865,69.42535291,-11.25588447,-21.23691693,0.394187456,-0.5348242050000001,-0.206362389,0.078502397,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3127,"CSH6561-60",60,20,12.5,-15,166380.7276,5742.922789,69.96486491,85.37906042,-13.24228986,-23.47722766,0.483578081,-0.704536304,-0.221848842,0.054571836,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3128,"CSH7551-70",60,20,12.5,-15,192465.1651,6475.590416,947.5651353,96.80655569,21.10467176,-56.92221013,0.575470501,-0.531217983,-0.774244726,0.284331186,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3129,"CSH7561-80",60,20,12.5,-15,236865.2112,8097.860028,-163.0998543,117.4171609,-19.53848877,-35.18521125,0.665452886,-0.898892701,-0.344166352,0.129432608,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3130,"CSH7571-90",60,20,12.5,-15,258655.6123,8919.298586999999,71.24023071000001,132.2847481,-21.10664972,-35.62677563,0.747892144,-1.083699233,-0.339231225,0.082092581,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3131,"CSH8551-110",60,20,12.5,-15,319319.2496,10709.98625,1385.731094,158.6890034,31.8183661,-89.54170784999999,0.948462717,-0.8618254,-1.233759742,0.435339226,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3132,"CSH8561-125",60,20,12.5,-15,387908.4224,13261.35243,-415.4798152,191.5785682,-35.77322495,-53.8700046,1.083878957,-1.475550923,-0.510334842,0.185282214,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3133,"CSH8571-140",60,20,12.5,-15,426398.3414,14725.45236,-113.0461241,217.388262,-40.82968937,-52.7239716,1.223110961,-1.793758838,-0.47926123,0.090461029,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3134,"CSH6551-50",60,20,12.5,-15,139689.0511,4779.158169,-79.88037865,69.42535291,-11.25588447,-21.23691693,0.394187456,-0.5348242050000001,-0.206362389,0.078502397,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3135,"CSH6561-60",60,20,12.5,-15,166380.7276,5742.922789,69.96486491,85.37906042,-13.24228986,-23.47722766,0.483578081,-0.704536304,-0.221848842,0.054571836,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3136,"CSH7551-70",60,20,12.5,-15,192465.1651,6475.590416,947.5651353,96.80655569,21.10467176,-56.92221013,0.575470501,-0.531217983,-0.774244726,0.284331186,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3137,"CSH7561-80",60,20,12.5,-15,236865.2112,8097.860028,-163.0998543,117.4171609,-19.53848877,-35.18521125,0.665452886,-0.898892701,-0.344166352,0.129432608,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3138,"CSH7571-90",60,20,12.5,-15,258655.6123,8919.298586999999,71.24023071000001,132.2847481,-21.10664972,-35.62677563,0.747892144,-1.083699233,-0.339231225,0.082092581,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3139,"CSH8551-110",60,20,12.5,-15,319319.2496,10709.98625,1385.731094,158.6890034,31.8183661,-89.54170784999999,0.948462717,-0.8618254,-1.233759742,0.435339226,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3140,"CSH8561-125",60,20,12.5,-15,387908.4224,13261.35243,-415.4798152,191.5785682,-35.77322495,-53.8700046,1.083878957,-1.475550923,-0.510334842,0.185282214,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3141,"CSH8571-140",60,20,12.5,-15,426398.3414,14725.45236,-113.0461241,217.388262,-40.82968937,-52.7239716,1.223110961,-1.793758838,-0.47926123,0.090461029,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3142,"CSH9551-180",60,20,12.5,-15,548047.4747,18380.87563,2357.55414,272.3926935,53.68508601,-152.8477984,1.624327178,-1.478843922,-2.103189831,0.743233125,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3143,"CSH9561-210",60,20,12.5,-15,672638.5187,23004.93323,-814.9401286,331.9655182,-64.57884753,-90.74759459000001,1.872768029,-2.557229982,-0.852877058,0.304280211,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3144,"CSH9571-240",60,20,12.5,-15,736956.0329,25427.06312,-292.4479074,374.5307651,-71.8495904,-88.62831783,2.106951424,-3.074229291,-0.809309162,0.141562016,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3145,"CSH9581-280",60,20,12.5,-15,840769.013,27568.27408,-2354.261175,382.970909,-84.21759939,-41.42753744,2.364931973,-2.553351784,-0.271405408,-0.337444018,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3146,"CSH9591-300",60,20,12.5,-15,968872.084,32346.96915,-4090.6257,449.3554809,-148.3078813,-24.71304077,2.647025373,-3.45577853,-0.006225095,-0.36382974,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3147,"CSH6553-35Y",65,20,12.8,-20,95274,3597.2,-189.7,56.457,-4.9511,-12.249,0.37429,-0.28314,-0.25011,0.045602,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3148,"CSH6553-50Y",70,20,25,-20,98782.79813,3542.18841,-508.5819273,53.49011929,-5.560419916,-4.892829659,0.386127946,-0.250648405,-0.246425723,-0.002714627,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3149,"CSH6563-40Y",65,20,12.8,-20,122030.503,4905.505776,-454.1169472,80.10251982,-25.57393357,-11.81288304,0.4597669,-0.569910067,-0.123620679,0.052557861,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3150,"CSH6563-60Y",70,20,25,-20,123930.7189,4446.451543,-640.7020986,67.18821789,-7.194750495,-6.05682544,0.484089578,-0.316063595,-0.306494677,-0.003627443,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3151,"CSH6583-50Y",65,20,12.8,-20,138542.1364,5647.685379,-272.1161875,82.87373639,-27.16482674,-19.986649,0.50898826,-0.431157715,-0.187416854,0.105089537,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3152,"CSH6593-60Y",65,20,12.8,-20,156303.9487,6371.747608,-307.0028782,93.49857439,-30.64749684,-22.54903989,0.574243166,-0.486434345,-0.211444655,0.118562554,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3153,"CSH7553-50Y",65,20,12.8,-20,135001.9618,5601.361218,-132.4399525,92.66755104000001,-15.26321657,-23.23114161,0.558993444,-0.507635205,-0.369964651,0.121253773,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3154,"CSH7553-70Y",70,20,25,-20,134213.0369,5669.781219,-72.80926623000001,99.65564203,-15.53844236,-23.61693296,0.625822964,-0.629264305,-0.374390032,0.122810514,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3155,"CSH7563-60Y",65,20,12.8,-20,159162.2602,6590.540233,-176.7866668,108.8596007,-18.38784841,-26.77190113,0.6561968459999999,-0.596630357,-0.427836144,0.139360841,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3156,"CSH7563-80Y",70,20,25,-20,160331.0278,6761.449207,-201.9602193,117.1941762,-23.98141128,-27.58315721,0.712215645,-0.7848606889999999,-0.406747982,0.152348591,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3157,"CSH7573-70Y",65,20,12.8,-20,182944.8133,7567.958503,-214.6693702,124.9080525,-21.35375129,-30.4296932,0.752673055,-0.6847518970000001,-0.487133542,0.158189067,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3158,"CSH7573-90Y",70,20,25,-20,183447.2248,7521.45662,-512.4959384,130.3627791,-27.01349283,-20.48461472,0.757115926,-0.915597238,-0.402163854,0.083085968,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3159,"CSH7583-80Y",65,20,12.8,-20,194327.8898,7647.163496,311.2360905,128.1171503,-0.812714888,-37.61885136,0.795916867,-0.598118998,-0.6480386889999999,0.162222948,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3160,"CSH7593-90Y",65,20,12.8,-20,221336.1728,8709.989609,354.4926319,145.9232627,-0.925668483,-42.84723409,0.906535821,-0.681247401,-0.738105084,0.184769188,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3161,"CSH8553-110Y",70,20,25,-20,238667.421,9255.730469,-1313.982523,151.4727593,-46.26182239,-10.16889611,0.911619702,-1.018542783,-0.27859433,0.002149466,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3162,"CSH8553-80Y",65,20,12.8,-20,228665.5445,8660.406805000001,-1065.984818,135.3996433,-30.84498875,-15.37495014,0.825094278,-0.660764699,-0.310282623,0.049803659,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3163,"CSH8563-125Y",70,20,25,-20,272005.0925,10548.59441,-1497.522939,172.630859,-52.72379123,-11.58931334,1.038957057,-1.160815425,-0.317509094,0.002449709,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3164,"CSH8563-90Y",65,20,12.8,-20,263454.1087,9977.798484000001,-1234.003165,155.9575567,-35.78631891,-17.52495203,0.94989581,-0.762306081,-0.354834877,0.056477293,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3165,"CSH8573-110Y",65,20,12.8,-20,268158.2193,10684.88358,1372.873033,196.0700549,16.98208269,-80.90973817,1.178483008,-1.134306705,-1.222730215,0.472853381,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3166,"CSH8573-140Y",70,20,25,-20,313910.866,12170.2263,-1733.452169,199.1172735,-60.92517314,-13.20056898,1.1984974,-1.337877709,-0.364329447,0.002173246,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3167,"CSH8583-125Y",65,20,12.8,-20,346086.5518,13432.24434,-1573.660028,211.9136164,-58.58218839,-27.05052555,1.230082273,-1.220034283,-0.480035767,0.116622466,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3168,"CSH8593-140Y",65,20,12.8,-20,393949.5856,15289.89515,-1791.293862,241.2208187,-66.6839804,-30.79155567,1.400200034,-1.388762429,-0.546423693,0.132751104,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3169,"CSH6553-35Y",65,20,12.8,-20,95273.75285999999,3597.154122,-189.7000653,56.45664005,-4.95113103,-12.24900552,0.374289152,-0.283139155,-0.25010545,0.04560205,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3170,"CSH6553-50Y",70,20,25,-20,98782.79813,3542.18841,-508.5819273,53.49011929,-5.560419916,-4.892829659,0.386127946,-0.250648405,-0.246425723,-0.002714627,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3171,"CSH6563-40Y",65,20,12.8,-20,122030.503,4905.505776,-454.1169472,80.10251982,-25.57393357,-11.81288304,0.4597669,-0.569910067,-0.123620679,0.052557861,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3172,"CSH6563-60Y",70,20,25,-20,123930.7189,4446.451543,-640.7020986,67.18821789,-7.194750495,-6.05682544,0.484089578,-0.316063595,-0.306494677,-0.003627443,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3173,"CSH6583-50Y",65,20,12.8,-20,138542.1364,5647.685379,-272.1161875,82.87373639,-27.16482674,-19.986649,0.50898826,-0.431157715,-0.187416854,0.105089537,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3174,"CSH6593-60Y",65,20,12.8,-20,156303.9487,6371.747608,-307.0028782,93.49857439,-30.64749684,-22.54903989,0.574243166,-0.486434345,-0.211444655,0.118562554,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3175,"CSH7553-50Y",65,20,12.8,-20,135001.9618,5601.361218,-132.4399525,92.66755104000001,-15.26321657,-23.23114161,0.558993444,-0.507635205,-0.369964651,0.121253773,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3176,"CSH7553-70Y",70,20,25,-20,134213.0369,5669.781219,-72.80926623000001,99.65564203,-15.53844236,-23.61693296,0.625822964,-0.629264305,-0.374390032,0.122810514,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3177,"CSH7563-60Y",65,20,12.8,-20,159162.2602,6590.540233,-176.7866668,108.8596007,-18.38784841,-26.77190113,0.6561968459999999,-0.596630357,-0.427836144,0.139360841,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3178,"CSH7563-80Y",70,20,25,-20,160331.0278,6761.449207,-201.9602193,117.1941762,-23.98141128,-27.58315721,0.712215645,-0.7848606889999999,-0.406747982,0.152348591,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3179,"CSH7573-70Y",65,20,12.8,-20,182944.8133,7567.958503,-214.6693702,124.9080525,-21.35375129,-30.4296932,0.752673055,-0.6847518970000001,-0.487133542,0.158189067,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3180,"CSH7573-90Y",70,20,25,-20,183447.2248,7521.45662,-512.4959384,130.3627791,-27.01349283,-20.48461472,0.757115926,-0.915597238,-0.402163854,0.083085968,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3181,"CSH7583-80Y",65,20,12.8,-20,194327.8898,7647.163496,311.2360905,128.1171503,-0.812714888,-37.61885136,0.795916867,-0.598118998,-0.6480386889999999,0.162222948,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3182,"CSH7593-90Y",65,20,12.8,-20,221336.1728,8709.989609,354.4926319,145.9232627,-0.925668483,-42.84723409,0.906535821,-0.681247401,-0.738105084,0.184769188,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3183,"CSH8553-110Y",70,20,25,-20,238667.421,9255.730469,-1313.982523,151.4727593,-46.26182239,-10.16889611,0.911619702,-1.018542783,-0.27859433,0.002149466,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3184,"CSH8553-80Y",65,20,12.8,-20,228665.5445,8660.406805000001,-1065.984818,135.3996433,-30.84498875,-15.37495014,0.825094278,-0.660764699,-0.310282623,0.049803659,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3185,"CSH8563-125Y",70,20,25,-20,272005.0925,10548.59441,-1497.522939,172.630859,-52.72379123,-11.58931334,1.038957057,-1.160815425,-0.317509094,0.002449709,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3186,"CSH8563-90Y",65,20,12.8,-20,263454.1087,9977.798484000001,-1234.003165,155.9575567,-35.78631891,-17.52495203,0.94989581,-0.762306081,-0.354834877,0.056477293,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3187,"CSH8573-110Y",65,20,12.8,-20,268158.2193,10684.88358,1372.873033,196.0700549,16.98208269,-80.90973817,1.178483008,-1.134306705,-1.222730215,0.472853381,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3188,"CSH8573-140Y",70,20,25,-20,313910.866,12170.2263,-1733.452169,199.1172735,-60.92517314,-13.20056898,1.1984974,-1.337877709,-0.364329447,0.002173246,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3189,"CSH8583-125Y",65,20,12.8,-20,346086.5518,13432.24434,-1573.660028,211.9136164,-58.58218839,-27.05052555,1.230082273,-1.220034283,-0.480035767,0.116622466,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3190,"CSH8593-140Y",65,20,12.8,-20,393949.5856,15289.89515,-1791.293862,241.2208187,-66.6839804,-30.79155567,1.400200034,-1.388762429,-0.546423693,0.132751104,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3191,"CSH6553-35Y",65,20,12.8,-20,95273.75285999999,3597.154122,-189.7000653,56.45664005,-4.95113103,-12.24900552,0.374289152,-0.283139155,-0.25010545,0.04560205,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3192,"CSH6553-50Y",70,20,25,-20,98782.79813,3542.18841,-508.5819273,53.49011929,-5.560419916,-4.892829659,0.386127946,-0.250648405,-0.246425723,-0.002714627,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3193,"CSH6563-40Y",65,20,12.8,-20,122030.503,4905.505776,-454.1169472,80.10251982,-25.57393357,-11.81288304,0.4597669,-0.569910067,-0.123620679,0.052557861,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3194,"CSH6563-60Y",70,20,25,-20,123930.7189,4446.451543,-640.7020986,67.18821789,-7.194750495,-6.05682544,0.484089578,-0.316063595,-0.306494677,-0.003627443,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3195,"CSH6583-50Y",65,20,12.8,-20,138542.1364,5647.685379,-272.1161875,82.87373639,-27.16482674,-19.986649,0.50898826,-0.431157715,-0.187416854,0.105089537,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3196,"CSH6593-60Y",65,20,12.8,-20,156303.9487,6371.747608,-307.0028782,93.49857439,-30.64749684,-22.54903989,0.574243166,-0.486434345,-0.211444655,0.118562554,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3197,"CSH7553-50Y",65,20,12.8,-20,135001.9618,5601.361218,-132.4399525,92.66755104000001,-15.26321657,-23.23114161,0.558993444,-0.507635205,-0.369964651,0.121253773,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3198,"CSH7553-70Y",70,20,25,-20,134213.0369,5669.781219,-72.80926623000001,99.65564203,-15.53844236,-23.61693296,0.625822964,-0.629264305,-0.374390032,0.122810514,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3199,"CSH7563-60Y",65,20,12.8,-20,159160,6590.5,-176.79,108.86,-18.388,-26.772,0.6562,-0.59663,-0.42784,0.13936,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3200,"CSH7563-80Y",70,20,25,-20,160331.0278,6761.449207,-201.9602193,117.1941762,-23.98141128,-27.58315721,0.712215645,-0.7848606889999999,-0.406747982,0.152348591,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3201,"CSH7573-70Y",65,20,12.8,-20,182944.8133,7567.958503,-214.6693702,124.9080525,-21.35375129,-30.4296932,0.752673055,-0.6847518970000001,-0.487133542,0.158189067,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3202,"CSH7573-90Y",70,20,25,-20,183447.2248,7521.45662,-512.4959384,130.3627791,-27.01349283,-20.48461472,0.757115926,-0.915597238,-0.402163854,0.083085968,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3203,"CSH7583-80Y",65,20,12.8,-20,194327.8898,7647.163496,311.2360905,128.1171503,-0.812714888,-37.61885136,0.795916867,-0.598118998,-0.6480386889999999,0.162222948,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3204,"CSH7583-90Y",70,20,25,-20,213875.846,8675.977944,-834.9637072,147.3564952,-36.62882365,-16.45456543,0.854369728,-1.03178396,-0.388832746,0.048769983,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3205,"CSH7593-100Y",70,20,25,-20,243600.9636,9881.791826999999,-951.0095106,167.8365505,-41.71960931,-18.74147114,0.973112639,-1.175184443,-0.442873907,0.055548185,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3206,"CSH7593-90Y",65,20,12.8,-20,221336.1728,8709.989609,354.4926319,145.9232627,-0.925668483,-42.84723409,0.906535821,-0.681247401,-0.738105084,0.184769188,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3207,"CSH8553-110Y",70,20,25,-20,238667.421,9255.730469,-1313.982523,151.4727593,-46.26182239,-10.16889611,0.911619702,-1.018542783,-0.27859433,0.002149466,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3208,"CSH8553-80Y",65,20,12.8,-20,228665.5445,8660.406805000001,-1065.984818,135.3996433,-30.84498875,-15.37495014,0.825094278,-0.660764699,-0.310282623,0.049803659,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3209,"CSH8563-125Y",70,20,25,-20,272005.0925,10548.59441,-1497.522939,172.630859,-52.72379123,-11.58931334,1.038957057,-1.160815425,-0.317509094,0.002449709,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3210,"CSH8563-90Y",65,20,12.8,-20,263454.1087,9977.798484000001,-1234.003165,155.9575567,-35.78631891,-17.52495203,0.94989581,-0.762306081,-0.354834877,0.056477293,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3211,"CSH8573-110Y",65,20,12.8,-20,268158.2193,10684.88358,1372.873033,196.0700549,16.98208269,-80.90973817,1.178483008,-1.134306705,-1.222730215,0.472853381,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3212,"CSH8573-140Y",70,20,25,-20,313910.866,12170.2263,-1733.452169,199.1172735,-60.92517314,-13.20056898,1.1984974,-1.337877709,-0.364329447,0.002173246,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3213,"CSH8583-125Y",65,20,12.8,-20,346086.5518,13432.24434,-1573.660028,211.9136164,-58.58218839,-27.05052555,1.230082273,-1.220034283,-0.480035767,0.116622466,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3214,"CSH8583-140Y",70,20,25,-20,338016.5038,13417.98942,-1450.330254,224.0796469,-67.28783846,-31.59495633,1.328847046,-1.495197417,-0.37683671,0.18176059,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3215,"CSH8593-140Y",65,20,12.8,-20,393949.5856,15289.89515,-1791.293862,241.2208187,-66.6839804,-30.79155567,1.400200034,-1.388762429,-0.546423693,0.132751104,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3216,"CSH8593-160Y",70,20,25,-20,393280,15595,-1711.4,260.19,-78.45,-35.873,1.5438,-1.7337,-0.43343,0.20527,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3217,"CSH95103-280Y",65,20,12.8,-20,745773.7875,28619.57425,-3623.065564,440.1815159,-131.4624587,-41.01316449,2.653241242,-2.221467868,-0.686449306,0.065180741,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3218,"CSH95113-320Y",65,20,12.8,-20,815229.9006000001,30564.78807,-3895.471255,482.0519858,-99.80902797,-51.08053539,2.892772036,-2.489871815,-1.364393771,0.185491768,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3219,"CSH9553-180Y",70,20,25,-20,381809.0729,14502.92418,-815.728595,242.4320076,-25.51446157,-48.3103675,1.540881825,-1.578162201,-0.987382954,0.205236506,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3220,"CSH9563-160Y",65,20,12.8,-20,446602.4026,16942.79984,-776.8271437,268.9991941,-30.6594402,-61.78400903,1.697020086,-1.536341597,-1.110402804,0.283908537,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3221,"CSH9563-210Y",70,20,25,-20,429403.5169,16818.51462,-180.3267674,284.3506029,-33.8986619,-70.68363945,1.789267702,-1.798718596,-1.081434273,0.348256544,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3222,"CSH9573-180Y",65,20,12.8,-20,444103.2241,17649.74358,3079.434216,338.3397336,66.5760083,-144.2265095,2.101865126,-1.84089958,-2.488080837,0.797558277,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3223,"CSH9573-240Y",70,20,25,-20,472844.3731,19260.37338,1065.758837,329.1905736,-40.38187676,-106.4882538,2.104534899,-1.946677757,-1.198990762,0.577521998,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3224,"CSH9583-210Y",65,20,12.8,-20,607411.071,23002.66374,-2958.894262,355.8608996,-99.73059931,-33.54007741,2.127612054,-1.877872556,-0.657634109,0.08073804800000001,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3225,"CSH9583-280Y",70,20,25,-20,606426.8154,22872.15032,-3200.923072,370.6497766,-95.35789106,-26.06739886,2.331483994,-2.184191743,-0.737998518,0.021268574,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3226,"CSH9593-240Y",65,20,12.8,-20,690248.1591,26139.49099,-3369.068441,404.3623606,-113.5409852,-37.91789899,2.41723077,-2.134528503,-0.744947543,0.09091033599999999,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3227,"CSH9593-300Y",70,20,25,-20,692771.3,26128.66306,-3669.903497,423.3506452,-109.3747769,-29.38950722,2.66210217,-2.496065282,-0.838064779,0.022656714,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3228,"CSH6553-35Y",65,20,12.8,-20,95273.75285999999,3597.154122,-189.7000653,56.45664005,-4.95113103,-12.24900552,0.374289152,-0.283139155,-0.25010545,0.04560205,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3229,"CSH6553-50Y",70,20,25,-20,98782.79813,3542.18841,-508.5819273,53.49011929,-5.560419916,-4.892829659,0.386127946,-0.250648405,-0.246425723,-0.002714627,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3230,"CSH6563-40Y",65,20,12.8,-20,122030.503,4905.505776,-454.1169472,80.10251982,-25.57393357,-11.81288304,0.4597669,-0.569910067,-0.123620679,0.052557861,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3231,"CSH6563-60Y",70,20,25,-20,123930.7189,4446.451543,-640.7020986,67.18821789,-7.194750495,-6.05682544,0.484089578,-0.316063595,-0.306494677,-0.003627443,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3232,"CSH6583-50Y",65,20,12.8,-20,138542.1364,5647.685379,-272.1161875,82.87373639,-27.16482674,-19.986649,0.50898826,-0.431157715,-0.187416854,0.105089537,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3233,"CSH6593-60Y",65,20,12.8,-20,156303.9487,6371.747608,-307.0028782,93.49857439,-30.64749684,-22.54903989,0.574243166,-0.486434345,-0.211444655,0.118562554,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
