IDCompressor,Description,Tcmax,Tcmin,Temax,Temin,Var01,Var02,Var03,Var04,Var05,Var06,Var07,Var08,Var09,Var10,Var11,Var12,FattMolt,RPSmin,RPSmax,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24
1,"ZR11M3E-TWD",65,35,15,-20,18.656,0.7415,-0.024187,0.011491,-0.0014814,-0.0025247,3.8795e-05,-6.703e-05,-5.6926e-05,1.5028e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"ZR12M3E-TWD",65,35,15,-20,21.618,0.85939,-0.027851,0.013318,-0.0017221,-0.0029294,4.53e-05,-7.789299999999999e-05,-6.5861e-05,1.7434e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"ZR22K3E-TFD",65,35,15,-20,4.7729,0.20256,-0.056056,0.0030612,-0.001995,0.00062135,1.0104e-05,-2.3989e-05,9.536599999999999e-06,-5.7447e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"ZR28K3E-TFD",65,35,15,-20,6.3779,0.259,-0.076445,0.0030726,-0.0020931,0.00072623,-5.9111e-06,-1.5878e-05,5.0327e-06,-5.5153e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"ZR34K3E-TFD",65,35,15,-20,6.7132,0.26728,-0.041165,0.0040406,-0.0013916,-0.00011536,2.1744e-05,-2.2404e-05,-4.0559e-06,-1.7087e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"ZR40K3E-TFD",65,35,15,-20,8.583399999999999,0.26091,-0.09762899999999999,0.0030749,0.0003077,0.00090479,8.5296e-06,1.2806e-06,-1.9845e-05,-7.4959e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"ZR48K3E-TFD",65,35,15,-20,9.184200000000001,0.3955,-0.039752,0.0067469,-0.002943,-0.00049197,4.6445e-05,-5.827e-05,6.3918e-06,8.9377e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"ZR61KCE-TFD",65,35,15,-20,12.391,0.48181,-0.09931,0.0074818,-0.0026628,0.00039472,5.5415e-05,-4.4665e-05,-6.2206e-06,-4.2573e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,"ZR72KCE-TFD",65,35,15,-20,14.685,0.5362,-0.08643000000000001,0.0072444,-0.0011621,-0.00053314,2.558e-05,-1.7035e-05,-2.9745e-05,1.9369e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,"ZR81KCE-TFD",65,35,15,-20,16.005,0.63374,-0.09573,0.009602100000000001,-0.003677,-0.00027144,4.7026e-05,-5.8905e-05,-5.6948e-06,-3.2772e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,"ZR90K3E-TWD",65,35,15,-20,16.385,0.61743,-0.10122,0.010464,-0.0029269,-0.0002576,6.9478e-05,-8.9303e-05,-2.1309e-05,-4.0288e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,"ZRT122KCE-TFD",65,35,15,-20,23.391,0.89713,-0.19957,0.014978,-0.0052729,0.0008902,0.0001082,-0.0001273,-1.9567e-05,-9.064300000000001e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,"ZRT144KCE-TFD",65,35,15,-20,27.973,1.0098,-0.17897,0.014862,-0.0026808,-0.00085599,5.6402e-05,-8.535899999999999e-05,-6.386200000000001e-05,2.7446e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"ZR16M3E-TWD",65,35,15,-20,26.545,1.0551,-0.034336,0.01635,-0.00211,-0.0035941,5.5335e-05,-9.5457e-05,-8.0953e-05,2.1393e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,"ZRT162KCE-TFD",65,35,15,-20,30.557,1.1919,-0.203,0.019393,-0.0073797,-0.00022602,9.7404e-05,-0.00016831,-2.0706e-05,-2.6911e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,"ZRT180K3E-TWD",65,35,15,-20,32.451,1.2129,-0.17805,0.020082,-0.0048455,-0.0010492,0.00012696,-0.00016255,-5.3167e-05,2.7423e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,"ZR19M3E-TWD",65,35,15,-20,36.118,1.4481,-0.36785,0.022335,-0.011862,0.003398,3.0527e-05,-0.00020441,2.2505e-05,-3.2537e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,"ZRT220K3E-TWD",65,35,15,-20,39.2894604155086,1.56299907561694,-0.0328134369716423,0.0218649866630128,-0.00159211458312138,-0.00560908885513053,6.78486052554416e-05,-3.61959036252487e-05,-0.000119861592368988,3.47521671101956e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,"ZR250KCE-TWD",65,35,15,-20,48.002,1.8674,-0.27394,0.028209,-0.0098674,-0.0013872,0.00017146,-0.00013841,-2.0158e-05,5.6716e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,"ZRT240K3E-TWD",65,35,15,-20,43.901,1.7566,-0.1041,0.027406,-0.0054664,-0.0047569,0.00011433,-0.00017627,-0.00010886,2.6991e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,"ZRU280K3E-TWD",65,35,15,-20,47.555,1.9348,-0.027692,0.029483,-0.0044766,-0.0070642,4.1784e-05,-0.00017879,-0.0001396,4.125e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,"ZRU310K3E-TWD",65,35,15,-20,57.132,2.3151,-0.35361,0.036736,-0.014152,-0.00042131,0.00014709,-0.00030272,-3.8566e-05,-9.214e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,"ZR310KCE-TWD",65,35,15,-20,59.392,2.2939,-0.35052,0.035518,-0.011361,-0.0013865,0.00021272,-0.00018464,-3.4324e-05,5.466e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,"ZRT320K3E-TWD",65,35,15,-20,53.411,2.1139,-0.08108,0.030978,-0.0044574,-0.007022,8.567400000000001e-05,-0.00016412,-0.00015905,4.194e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"ZRU350K3E-TWD",65,35,15,-20,62.291,2.5303,-0.37807,0.040273,-0.015387,-0.00064393,9.6776e-05,-0.00034197,-4.0474e-05,-8.781699999999999e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,"ZRT380K3E-TWD",65,35,15,-20,72.05,2.8459,-0.72215,0.044541,-0.021186,0.0065352,6.758e-05,-0.00040299,1.5399e-05,-6.3396e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"ZR380KCE-TWD",65,35,15,-20,67.458,2.4876,-0.010735,0.031922,0.0010309,-0.0098452,0.00010476,-2.5723e-05,-0.00019374,5.8267e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,"ZR18K4E-PFJ",65,35,15,-20,3.5857,0.14833,-0.027148,0.0022019,-0.0010115,1.7012e-05,8.900699999999999e-06,-1.7629e-05,7.3414e-07,-3.7588e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,"ZR22K3E-PFJ",65,35,15,-20,4.021,0.16885,-0.010239,0.0024754,-0.00066149,-0.00034996,1.5576e-05,-1.1526e-05,-5.0424e-06,9.2075e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,"ZR28K3E-PFJ",65,35,15,-20,6.0965,0.22305,-0.065306,0.0038382,-0.0012307,0.0005639,3.4376e-05,-2.8837e-05,-1.8503e-06,-4.636e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,"ZR34K3E-PFJ",65,35,15,-20,6.5657,0.25939,-0.029767,0.0043731,-0.0013791,-0.00030786,4.4377e-05,-3.4336e-05,-2.7601e-06,8.962099999999999e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,"ZR40K3E-PFJ",65,35,15,-20,7.9538,0.30408,-0.05832,0.0045825,-0.0012289,5.6895e-05,1.617e-05,-2.3032e-05,-9.6265e-06,-1.2145e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,"ZR48K3E-PFJ",65,35,15,-20,0.83935,0.22461,0.49411,0.010376,0.004407,-0.011018,0.00024613,-8.2041e-05,-7.3302e-05,6.7514e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,"ZR22K3E-TFD",65,35,15,-20,5.3496,0.19632,0.016884,0.0030241,0.0010029,-0.0011433,2.1758e-06,-9.9941e-06,-2.8035e-05,5.3828e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"ZR28K3E-TFD",65,35,15,-20,6.1939,0.27798,0.074324,0.0033375,0.00028201,-0.0026503,1.6898e-09,-1.2036e-06,-2.5944e-05,1.5252e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,"ZR34K3E-TFD",65,35,15,-20,9.113200000000001,0.347,-0.027272,0.0051946,-0.00098186,-0.00076216,2.7812e-05,-2.3353e-05,-1.2274e-05,2.411e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,"ZR40K3E-TFD",65,35,15,-20,8.925000000000001,0.37314,0.082343,0.0051454,0.00097999,-0.0031827,9.160999999999999e-06,-1.1774e-05,-4.2028e-05,1.7398e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,"ZR48K3E-TFD",65,35,15,-20,13.75,0.51709,-0.069053,0.0077058,-0.0022397,-0.00060532,4.2616e-05,-4.0162e-05,-1.194e-05,1.8363e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,"ZR61KCE-TFD",65,35,15,-20,14.534,0.60341,0.0052184,0.010829,-0.0011678,-0.002455,6.2096e-05,-8.7803e-05,-4.464e-05,1.1959e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,"ZR72KCE-TFD",65,35,15,-20,21.73,0.80629,-0.15807,0.011309,-0.0056427,-0.00040187,6.6225e-05,-7.538e-05,1.0871e-05,2.5863e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,"ZR81KCE-TFD",65,35,15,-20,19.715,0.77504,0.073604,0.013374,0.00024357,-0.0045446,0.00012136,-8.181100000000001e-05,-6.3679e-05,2.2529e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,"ZR90K3E-TWD",65,35,15,-20,26.048,1.0153,-0.21643,0.015573,-0.0067497,-3.638e-05,9.1395e-05,-0.00011707,-1.8266e-05,1.8088e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,"ZRT96K3E-TFD",65,35,15,-20,24.287,0.91598,0.0042678,0.01562,-0.00074429,-0.00394,0.00010524,-0.0001165,-7.4026e-05,1.5152e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,"ZR11M3E-TWD",65,35,15,-20,30.308,1.1487,-0.21013,0.017838,-0.0070249,-0.00038447,0.00010939,-0.00013374,-2.4902e-05,-1.703e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"ZRT122KCE-TFD",65,35,15,-20,26.756,0.9994499999999999,0.19282,0.0152,0.0067412,-0.009745,5.9648e-05,-4.024e-05,-0.00019239,6.509899999999999e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,"ZR12M3E-TWD",65,35,15,-20,34.64,1.2924,-0.22033,0.020125,-0.007517,-0.00067562,0.0001259,-0.00014972,-3.0245e-05,-8.1914e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,"ZRT144KCE-TFD",65,35,15,-20,33.64,1.7863,0.14828,0.032483,-0.022003,-0.009761199999999999,0.00015037,-0.0004259,0.00011801,6.2544e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,"ZR16M3E-TWD",65,35,15,-20,42.896,1.6027,-0.279,0.024939,-0.0096235,-0.00086526,0.00015468,-0.00018719,-3.7895e-05,2.7513e-08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,"ZRT162KCE-TFD",65,35,15,-20,37.619,1.5147,0.1124,0.027632,-0.0014702,-0.0082985,0.00022747,-0.0002212,-0.0001265,4.0143e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,"ZRT180K3E-TWD",65,35,15,-20,36.551,1.9371,0.53298,0.034432,-0.013235,-0.020466,0.0002759,-0.00032304,-3.9039e-05,0.00014457,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,"ZR19M3E-TWD",65,35,15,-20,51.855,1.9435,-0.32949,0.030317,-0.011474,-0.001005,0.00018855,-0.00022929,-4.5209e-05,-9.716299999999999e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,"ZRT220K3E-TWD",65,35,15,-20,58.1661751134299,2.39032228182081,0.015107839758991,0.0335058353794846,-0.0113012649292421,-0.0119148199404701,0.000235179970299849,-0.000130074914159625,-7.60769468213149e-05,8.76169398483367e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,"ZRT240K3E-TWD",65,35,15,-20,70.373,2.7906,-0.48007,0.042085,-0.020661,-0.0015776,0.00032017,-0.00028298,-2.3476e-05,4.6935e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,"ZR250KCE-TWD",65,35,15,-20,70.756,2.5957,-0.30397,0.036561,-0.010778,-0.0039828,0.00019836,-0.00015728,-5.7408e-05,8.1286e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"ZRU280K3E-TWD",65,35,15,-20,70.36799999999999,3.1591,0.0057098,0.054177,-0.025475,-0.012936,0.00047133,-0.00048963,4.2455e-06,7.8552e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,"ZRT320K3E-TWD",65,35,15,-20,75.107,3.6253,0.17467,0.063682,-0.03555,-0.017454,0.00060612,-0.00062802,9.5796e-05,0.00010417,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,"ZR310KCE-TWD",65,35,15,-20,96.455,3.6151,-0.65443,0.05233,-0.021136,-0.0029501,0.00028823,-0.00030188,-4.4021e-05,1.0709e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,"ZRU310K3E-TWD",65,35,15,-20,70.004,2.7955,0.56313,0.039115,0.00675,-0.027781,0.00014249,-5.0699e-05,-0.00040375,0.0002006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,"ZRU350K3E-TWD",65,35,15,-20,87.875,3.5531,-0.27507,0.051771,-0.018548,-0.0076542,0.00028005,-0.00027767,-0.00012117,3.1444e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,"ZRT380K3E-TWD",65,35,15,-20,113.91,3.4342,-1.2531,0.070258,0.0017173,0.010188,0.00041807,-0.00063941,-0.00036266,-8.828299999999999e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,"ZR380KCE-TWD",65,35,15,-20,121.73,5.0544,-1.3469,0.090393,-0.057145,0.015927,0.00070918,-0.00094391,0.00036747,-0.0001748,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,"ZR18K4E-PFJ",65,35,15,-20,4.9791,0.18707,-0.017813,0.0027825,-0.00070535,-0.00037287,1.4707e-05,-1.3712e-05,-5.0252e-06,1.0778e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,"ZR22K3E-PFJ",65,35,15,-20,5.7482,0.23105,0.0045996,0.0036459,-0.00037939,-0.0010143,1.9215e-05,-1.9395e-05,-1.5477e-05,4.7985e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,"ZR28K3E-PFJ",65,35,15,-20,8.0327,0.30407,-0.035897,0.0046926,-0.00091244,-0.00038433,2.9718e-05,-2.5587e-05,-1.478e-05,-3.6017e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"ZR34K3E-PFJ",65,35,15,-20,9.5791,0.36316,-0.04192,0.0056152,-0.0011019,-0.00047532,3.5547e-05,-3.0852e-05,-1.7517e-05,-3.3732e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,"ZR40K3E-PFJ",65,35,15,-20,11.267,0.42708,-0.049308,0.0065988,-0.001293,-0.0005617,4.1889e-05,-3.6089e-05,-2.0674e-05,-3.5725e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,"ZR48K3E-PFJ",65,35,15,-20,13.179,0.5148,-0.035152,0.0073394,-0.0024134,-0.0009517,2.6431e-05,-4.2113e-05,-7.2364e-06,4.6164e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,"ZR28K3E-TF5",65,35,15,-20,8.093999999999999,0.31421,-0.042312,0.0040719,-0.0015063,-0.00021026,8.0085e-06,-1.4881e-05,-7.5038e-06,-1.3405e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,"ZR34K3E-TF5",65,35,15,-20,9.7265,0.3642,-0.056479,0.0049084,-0.001839,-0.00014315,2.0665e-05,-2.3378e-05,-6.0547e-06,-1.9579e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,"ZR40K3E-TF5",65,35,15,-20,10.8218061558044,0.413525921582844,-0.0280257772605035,0.00609304426116502,-0.00146836324139696,-0.00101084431899958,2.0934061824026e-05,-3.66275252716795e-05,-1.36259648860351e-05,3.90079570365233e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,"ZR48K3E-TF5",65,35,15,-20,10.938,0.43871,0.10781,0.0069633,0.001144,-0.004037,5.2969e-05,-2.8744e-05,-4.9509e-05,2.287e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,"ZR61KCE-TF5",65,35,15,-20,14.648,0.5454599999999999,0.081097,0.0070672,0.0029961,-0.0046092,2.746e-05,9.7911e-06,-8.527299999999999e-05,3.0557e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,"ZR72KCE-TF5",65,35,15,-20,17.311,0.83436,0.11011,0.014938,-0.0067926,-0.005756,0.00010393,-0.00014933,1.8156e-05,3.8274e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,"ZR81KCE-TF5",65,35,15,-20,19.541,0.79806,0.058965,0.013789,-0.0003036,-0.0042175,0.00012385,-8.2548e-05,-5.6478e-05,2.0905e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,"ZR90K3E-TWC",65,35,15,-20,27.4674404566519,1.05282326311741,-0.217540618993553,0.0151052538901319,-0.00636607344597573,-0.000196418276744776,8.296691508133929e-05,-8.53793680518596e-05,-9.96792407962282e-06,3.76379692191663e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,"ZR11M3E-TWC",65,35,15,-20,31.9787625554882,1.19144463874004,-0.211067643458666,0.0172159866696561,-0.00658508029372892,-0.000517767411358203,9.60891809513568e-05,-9.3176834654173e-05,-1.49336921855375e-05,1.40668843493081e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,"ZR12M3E-TWC",65,35,15,-20,36.56,1.3404,-0.22144,0.01937,-0.0070015,-0.0007997600000000001,0.00010958,-0.00010182,-1.8825e-05,5.7476e-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,"ZR16M3E-TWC",65,35,15,-20,45.271,1.662,-0.28055,0.024016,-0.008969599999999999,-0.0010246,0.00013442,-0.0001284,-2.46e-05,1.7946e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,"ZR19M3E-TWC",65,35,15,-20,54.727,2.0153,-0.33082,0.029174,-0.01067,-0.0012025,0.00016366,-0.00015695,-2.8989e-05,1.2963e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,"ZR250KCE-TWC",65,35,15,-20,70.7563837713699,2.59568508363036,-0.303971618652767,0.0365610438572993,-0.0107777723158967,-0.00398279403093974,0.000198359031236517,-0.00015727942636006,-5.74072611183004e-05,8.12852287169896e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"ZR310KCE-TWC",65,35,15,-20,96.4612075294289,3.61579234650987,-0.6551430672887389,0.0523544929871662,-0.0211878793578265,-0.00292398850830426,0.000288536962718031,-0.000302704498356091,-4.31380795037361e-05,1.04078399372293e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"ZR90K3E-TW7",65,35,15,-20,29.69,1.1096,-0.20844,0.018127,-0.0059346,-7.2302e-05,0.00011429,-0.00014222,-3.3532e-05,-3.5155e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,"ZR11M3E-TW7",65,35,15,-20,36.34,1.3686,-0.24963,0.021713,-0.007934399999999999,-0.0003212,0.00013302,-0.00016711,-3.5897e-05,-2.0272e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,"ZR12M3E-TW7",65,35,15,-20,41.834,1.5569,-0.27821,0.025095,-0.008770099999999999,-0.00041603,0.0001537,-0.00019751,-4.3479e-05,-3.643e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,"ZR16M3E-TW7",65,35,15,-20,52.425,1.9668,-0.36998,0.030925,-0.012238,-0.00049018,0.00018584,-0.00024328,-4.5473e-05,-1.8814e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,"ZR19M3E-TW7",65,35,15,-20,63.651,2.3823,-0.41826,0.037686,-0.01381,-0.00088396,0.00022953,-0.00029039,-6.2884e-05,-2.6401e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,"ZR250KCE-TW7",65,35,15,-20,87.19499999999999,3.2087,-0.49426,0.047911,-0.014955,-0.0026795,0.0002662,-0.00026368,-6.9989e-05,2.8103e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,"ZR22K3E-TFD",65,35,15,-20,6.4196,0.23558,0.020261,0.0036289,0.0012034,-0.001372,2.6109e-06,-1.1993e-05,-3.3643e-05,6.4594e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,"ZR28K3E-TFD",65,35,15,-20,7.4327,0.33357,0.089189,0.004005,0.00033841,-0.0031804,2.0278e-09,-1.4443e-06,-3.1133e-05,1.8302e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,"ZR34K3E-TFD",65,35,15,-20,10.936,0.4164,-0.032727,0.0062335,-0.0011782,-0.00091459,3.3374e-05,-2.8024e-05,-1.4729e-05,2.8933e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,"ZR40K3E-TFD",65,35,15,-20,10.71,0.44777,0.098812,0.0061744,0.001176,-0.0038192,1.0993e-05,-1.4128e-05,-5.0434e-05,2.0878e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,"ZR48K3E-TFD",65,35,15,-20,16.499,0.62051,-0.08286399999999999,0.009246900000000001,-0.0026876,-0.00072638,5.1139e-05,-4.8195e-05,-1.4328e-05,2.2036e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,"ZR61KCE-TFD",65,35,15,-20,18.367,0.75748,0.015575,0.011949,-0.001063,-0.003207,6.5195e-05,-6.2473e-05,-4.9467e-05,1.6119e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,"ZR72KCE-TFD",65,35,15,-20,26.076,0.96754,-0.18969,0.013571,-0.0067712,-0.00048224,7.947e-05,-9.0456e-05,1.3045e-05,3.1036e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,"ZR81KCE-TFD",65,35,15,-20,23.657,0.93004,0.088325,0.016048,0.00029229,-0.0054536,0.00014563,-9.8173e-05,-7.641500000000001e-05,2.7034e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,"ZR90K3E-TWD",65,35,15,-20,29.69,1.1096,-0.20844,0.018127,-0.0059346,-7.2302e-05,0.00011429,-0.00014222,-3.3532e-05,-3.5155e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,"ZR11M3E-TWD",65,35,15,-20,36.34,1.3686,-0.24963,0.021713,-0.007934399999999999,-0.0003212,0.00013302,-0.00016711,-3.5897e-05,-2.0272e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,"ZR12M3E-TWD",65,35,15,-20,41.834,1.5569,-0.27821,0.025095,-0.008770099999999999,-0.00041603,0.0001537,-0.00019751,-4.3479e-05,-3.643e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,"ZRT144KCE-TFD",65,35,15,-20,40.368,2.1435,0.17793,0.038979,-0.026404,-0.011713,0.00018044,-0.00051108,0.00014161,7.5052e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,"ZR16M3E-TWD",65,35,15,-20,52.425,1.9668,-0.36998,0.030925,-0.012238,-0.00049018,0.00018584,-0.00024328,-4.5473e-05,-1.8814e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,"ZRT162KCE-TFD",65,35,15,-20,45.143,1.8176,0.13488,0.033159,-0.0017642,-0.0099582,0.00027297,-0.00026543,-0.00015179,4.8172e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,"ZRT180K3E-TWD",65,35,15,-20,43.861,2.3245,0.63957,0.041318,-0.015882,-0.024559,0.00033108,-0.00038765,-4.6847e-05,0.00017348,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,"ZR19M3E-TWD",65,35,15,-20,63.651,2.3823,-0.41826,0.037686,-0.01381,-0.00088396,0.00022953,-0.00029039,-6.2884e-05,-2.6401e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,"ZRT220K3E-TWD",65,35,15,-20,69.7994014054231,2.86838564654293,0.0181303650051121,0.04020697386335,-0.0135614576286966,-0.0142978087205604,0.000282215750935033,-0.000156089136951468,-9.12930546007941e-05,0.000105140522752443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,"ZRT240K3E-TWD",65,35,15,-20,84.44799999999999,3.3487,-0.57609,0.050502,-0.024793,-0.0018931,0.00038421,-0.00033958,-2.8172e-05,5.6323e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,"ZR250KCE-TWD",65,35,15,-20,87.19499999999999,3.2087,-0.49426,0.047911,-0.014955,-0.0026795,0.0002662,-0.00026368,-6.9989e-05,2.8103e-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,"ZRU280K3E-TWD",65,35,15,-20,84.441,3.791,0.0068518,0.065012,-0.030571,-0.015523,0.0005656,-0.0005875500000000001,5.0946e-06,9.4263e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,"ZR310KCE-TWD",65,35,15,-20,101.52,3.8709,-0.26704,0.059976,-0.010375,-0.0094771,0.0003282,-0.00032306,-0.00018433,3.6536e-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,"ZRT320K3E-TWD",65,35,15,-20,90.129,4.3503,0.20961,0.076418,-0.04266,-0.020945,0.00072734,-0.00075363,0.00011495,0.000125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
